#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      310.6   272.9    86.8   142.3   157.0   258.5   318.4   356.5   387.3   427.1   486.7   591.2   979.2  4096.2  6313.2  29958.6    30000  1747252883706  1747252893840
read      305.1   229.9    86.8   141.7   156.2   259.3   316.5   353.3   384.1   424.6   483.6   588.7   921.4  3336.0  6172.9  29892.2    30005  1747252895350  1747252905464
read      303.9   231.8    86.8   142.0   156.6   260.0   316.6   352.2   381.0   419.3   475.4   579.8   918.6  3336.2  6254.4  30030.5    30010  1747252906975  1747252917073
read      286.9   236.6    86.8   136.0   149.8   245.9   300.5   332.2   357.4   390.7   439.2   535.0   840.3  3735.8  6337.4  29889.3    30015  1747252918583  1747252928680
read      315.4   283.6    86.8   141.3   156.2   261.8   322.3   360.9   391.6   432.1   493.1   602.6  1073.4  4135.3  6325.1  30027.6    30020  1747252930189  1747252940287
read      372.0   314.2    86.8   155.9   175.5   307.5   385.7   434.4   472.5   524.1   596.8   741.5  1260.6  4715.6  7216.6  30008.8    30025  1747252941800  1747252951897
read      361.0   303.7    93.8   157.0   176.5   299.7   369.4   415.3   451.5   499.1   571.7   716.3  1237.1  4743.4  6894.5  30008.9    30030  1747252953407  1747252963508
read      396.9   357.6    86.8   170.8   192.3   329.3   408.2   456.3   494.3   543.4   616.8   758.3  1404.9  5158.8  8604.9  30124.2    30035  1747252965018  1747252975116
read      309.1   208.8    80.4   145.0   161.0   268.7   327.7   364.2   393.4   430.7   486.0   585.6   912.5  2416.9  6250.1  29992.7    30040  1747252976626  1747252986723
read      297.1   147.9    86.8   145.2   161.4   268.0   325.5   361.0   388.5   423.2   468.7   543.9   709.8  1287.9  3710.4  30066.5    30045  1747252988234  1747252998333
read      287.1   146.8    80.4   145.2   161.0   261.5   314.8   345.9   370.8   401.7   444.8   515.3   660.1  1033.6  4161.1  30076.5    30050  1747252999842  1747253009938
read      312.3   179.5    86.8   147.5   164.2   276.3   336.8   374.3   404.5   443.4   496.7   587.1   818.9  2037.4  4880.5  30083.9    30055  1747253011449  1747253021549
read      292.1   146.0    80.4   144.0   160.0   263.9   320.6   355.8   382.2   415.6   459.9   530.9   681.9  1372.8  4205.5  30121.7    30060  1747253023058  1747253033160
read      290.8   148.0    86.8   144.2   159.9   262.3   318.2   351.8   378.0   411.6   457.0   531.9   693.6  1190.6  4484.7  30020.1    30065  1747253034672  1747253044768
