#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      274.4   219.7    86.8   138.5   151.7   238.2   289.6   317.6   338.8   365.0   400.0   465.6   744.9  3527.9  6208.1  30014.9    30000  1747252030475  1747252040609
read      272.4   248.5    86.8   138.1   151.1   236.3   287.2   314.7   335.3   360.9   395.8   459.7   698.0  3865.4  7650.5  30019.2    30005  1747252042119  1747252052235
read      280.9   245.9    86.8   138.2   151.9   242.7   292.5   320.5   342.3   369.4   407.2   483.4   830.2  4234.0  6255.6  30057.9    30010  1747252053746  1747252063841
read      277.2   235.9    86.8   137.2   150.4   238.7   290.0   318.3   340.1   367.4   404.2   480.0   843.2  3853.8  6284.9  30032.6    30015  1747252065351  1747252075449
read      277.4   246.1    86.8   135.1   148.6   235.5   287.1   316.0   338.2   366.5   406.2   491.7   962.1  4228.6  6281.9  30085.5    30020  1747252076960  1747252087058
read      376.4   375.1    93.8   158.5   177.4   303.8   374.9   420.4   457.6   507.0   586.2   750.6  1442.4  5979.1  7125.4  29982.7    30025  1747252088568  1747252098664
read      385.0   348.5    86.8   162.5   183.1   316.4   394.5   443.5   481.5   530.4   600.3   753.3  1321.3  5105.8  6944.9  30024.4    30030  1747252100175  1747252110271
read      286.6   236.1    86.8   139.4   153.7   247.1   300.2   330.2   353.0   382.3   423.8   504.4   871.5  3697.4  6318.8  29926.9    30035  1747252111781  1747252121878
read      267.8   126.8    86.8   142.4   156.6   244.6   295.0   321.9   342.4   367.9   401.3   460.7   596.8  1434.1  3903.7  30009.0    30040  1747252123388  1747252133485
read      278.5   148.8    86.8   144.4   159.8   252.3   304.1   333.1   355.2   382.8   421.8   491.9   648.1  1568.5  4838.1  29953.7    30045  1747252134995  1747252145092
read      265.5   142.0    86.8   140.3   154.5   242.5   293.0   319.9   339.8   364.4   396.7   452.9   588.9  1274.7  5849.9  30094.4    30050  1747252146602  1747252156698
read      265.1   131.7    80.4   141.7   156.2   243.1   292.4   318.8   338.4   362.4   394.6   449.4   581.8  1105.3  4062.6  30179.2    30055  1747252158210  1747252168309
read      269.7   124.0    86.8   141.6   155.7   245.5   296.6   324.7   345.6   372.4   408.7   470.6   618.7  1242.2  3099.1  30112.6    30060  1747252169819  1747252179915
read      263.5   114.1    86.8   141.5   155.5   241.6   291.3   318.0   337.8   362.2   394.5   450.3   585.6   931.8  3064.2  30017.1    30065  1747252181426  1747252191542
