#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      148.0    62.5    54.7    95.7   104.0   142.0   155.9   163.7   169.7   177.3   187.9   207.1   275.1   868.4  1681.9   4983.6     5000  1747314913095  1747314918314
read      161.2    62.1    63.8   102.5   112.8   157.4   172.2   181.1   187.0   195.8   206.7   225.5   282.0   840.0  2994.0   9979.8    10000  1747314919817  1747314925033
read      174.6   118.5    63.8   104.1   116.0   170.9   189.0   199.1   206.7   215.7   228.1   248.1   304.1   513.5  6377.2  15052.4    15000  1747314926536  1747314931728
read      183.7   174.4    63.8   103.1   114.5   178.5   199.8   211.4   219.1   229.3   241.8   263.2   320.1   906.1 11730.2  20067.2    20000  1747314933231  1747314938415
read      187.5    62.0    59.1   103.8   115.2   185.8   210.7   223.2   231.7   242.1   254.5   276.3   333.0   597.8  1799.2  24968.1    25000  1747314939918  1747314945103
read      194.8    97.3    59.1   102.1   113.2   193.8   221.5   234.5   244.4   254.7   269.6   293.1   350.3   466.7  2135.5  29890.6    30000  1747314946606  1747314951798
read      200.9   111.4    63.8   103.0   114.3   198.2   229.1   244.3   254.4   267.4   284.0   310.8   372.9   483.9  4226.1  35051.4    35000  1747314953301  1747314958488
read      209.6   122.7    63.8   103.6   115.1   205.7   240.1   256.7   268.8   283.5   302.8   333.1   398.5   547.8  3362.8  39979.4    40000  1747314959991  1747314965177
read      214.5    82.2    63.8   102.4   113.8   210.8   247.9   266.3   279.3   295.9   316.7   349.6   423.4   603.0  1794.6  45003.4    45000  1747314966680  1747314971865
read      218.0   185.9    63.8   101.7   113.0   212.1   250.9   270.6   285.8   303.7   325.2   362.9   432.3   544.1  2986.9  50053.0    50000  1747314973368  1747314978557
read      213.8    85.7    63.8   102.3   112.8   206.5   247.7   268.6   284.1   302.6   324.4   360.1   427.9   529.4  1413.6  55040.5    55000  1747314980061  1747314985247
read      217.3   167.3    63.8   100.2   110.7   206.4   249.7   271.7   288.7   307.9   331.5   369.1   441.6   650.6 10760.9  60183.2    60000  1747314986749  1747314991935
read      220.8    94.9    59.1    99.9   110.7   211.4   255.1   278.8   297.8   318.5   346.3   387.1   462.4   637.6  1663.5  64801.0    65000  1747314993439  1747314998623
