#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      172.6    73.3    68.9   104.8   116.3   165.6   183.1   193.5   200.9   211.0   224.1   249.4   347.3   903.2  2474.2   4963.6     5000  1747315425377  1747315430603
read      187.7    81.0    63.8   111.5   125.9   181.9   200.8   212.2   220.1   230.5   244.9   271.1   365.7   858.3  3547.5   9967.0    10000  1747315432106  1747315437322
read      200.8    80.3    59.1   114.5   130.2   195.5   217.6   229.6   237.9   250.0   266.1   294.7   401.4   874.2  2349.6  14974.8    15000  1747315438825  1747315444012
read      205.4    72.0    63.8   111.6   126.5   201.5   226.3   239.0   249.2   261.1   275.6   307.4   403.6   789.4  1923.4  20042.2    20000  1747315445516  1747315450702
read      206.1    72.2    63.8   109.5   122.6   203.9   230.6   244.7   254.3   266.9   282.8   311.8   396.0   576.1  1558.8  24908.8    25000  1747315452205  1747315457392
read      213.0   135.0    59.1   109.1   122.1   209.7   239.6   255.0   266.1   278.4   296.0   327.7   407.7   575.5  4756.4  29884.4    30000  1747315458896  1747315464082
read      208.7   122.9    63.8   106.6   117.9   204.1   236.9   253.1   264.3   275.8   293.5   322.6   412.6   639.8  3413.1  35003.8    35000  1747315465585  1747315470774
read      216.2    84.9    63.8   105.5   117.2   214.7   250.2   267.1   278.4   292.4   311.9   344.1   428.0   574.8  1190.0  39935.6    40000  1747315472277  1747315477462
read      209.6    79.9    59.1   104.0   114.9   203.4   242.6   261.4   273.1   288.2   308.0   340.8   421.7   580.2  1193.8  45207.0    45000  1747315478966  1747315484151
read      211.5    92.6    59.1   103.0   113.6   203.8   244.4   263.7   275.8   291.6   312.7   347.0   434.0   715.7  2440.8  49835.0    50000  1747315485655  1747315490841
read      217.2    89.0    59.1   103.0   113.9   210.2   253.5   273.1   287.7   305.1   328.2   364.6   444.3   589.8  1090.6  54962.6    55000  1747315492345  1747315497531
read      218.4    97.9    63.8   100.5   111.4   209.7   254.0   274.7   290.6   310.0   335.4   373.1   461.2   656.5  3006.6  60152.3    60000  1747315499034  1747315504219
read      228.6   143.3    59.1   100.8   111.4   217.6   264.8   288.6   306.9   328.9   357.4   400.9   512.4   849.0  3846.9  64980.0    65000  1747315505724  1747315510909
read      231.4   114.7    63.8   101.2   111.8   216.4   267.2   293.7   314.4   338.5   369.5   421.8   541.6   854.3  2772.6  69812.0    70000  1747315512413  1747315517601
read      223.7   109.7    63.8    99.7   110.1   208.9   259.6   285.7   305.4   328.8   358.4   402.2   505.3   709.0  2434.4  74914.4    75000  1747315519105  1747315524292
read      228.0   126.4    68.9   102.1   112.5   208.1   261.8   290.3   312.0   337.8   370.5   419.7   525.9   782.0  2340.6  79990.6    80000  1747315525797  1747315530985
read      235.3   133.0    63.8   103.3   114.6   210.9   266.9   299.1   324.2   354.4   391.9   446.1   568.4   807.4  1880.0  85026.2    85000  1747315532489  1747315537678
read      234.8   128.8    63.8   101.3   111.6   208.2   267.2   300.4   326.3   356.6   395.0   451.7   580.0   994.3  3302.1  89836.4    90000  1747315539182  1747315544367
read      239.0   124.6    63.8   101.8   112.7   210.5   271.5   308.9   337.2   369.6   407.8   466.7   589.4   823.2  2177.7  94978.8    95000  1747315545872  1747315551060
read      242.4   129.3    63.8   105.2   116.5   208.8   271.3   311.0   341.2   376.5   419.0   480.7   605.1   834.5  2879.8 100148.1   100000  1747315552565  1747315557750
read      249.8   142.3    63.8   105.6   117.4   213.7   278.5   321.6   354.1   390.8   434.1   500.7   637.9   949.9  3052.2 105034.2   105000  1747315559254  1747315564440
read      264.6   150.0    63.8   109.6   122.1   217.6   289.7   344.4   383.8   426.8   477.2   550.7   712.8  1076.8  2044.3 109977.0   110000  1747315565945  1747315571133
read      263.3   151.3    63.8   111.0   124.3   221.6   289.1   334.8   370.0   410.6   463.2   539.5   713.4  1110.7  2358.8 114885.6   115000  1747315572638  1747315577824
read      281.5   174.1    63.8   113.8   127.5   218.8   298.7   367.9   416.4   468.3   530.2   618.3   826.7  1225.6  2247.0 119949.4   120000  1747315579328  1747315584513
read      391.6   352.0    68.9   133.2   150.7   246.3   336.0   459.9   565.7   690.8   865.3  1185.8  1600.9  2506.9  7010.8 125070.8   125000  1747315586017  1747315591206
read      408.4   365.7    68.9   137.2   154.6   253.5   353.3   492.5   602.7   733.7   923.3  1222.0  1618.7  2665.0  7113.7 129759.2   130000  1747315592709  1747315597895
read      473.2   518.6    68.9   145.6   163.8   256.0   320.7   424.5   691.2  1035.0  1306.9  1490.4  2413.9  3741.4  8054.0 128978.7   135000  1747315599399  1747315604584
read      516.3   577.5    74.4   158.4   183.0   276.3   338.6   464.2   741.6  1143.7  1365.0  1558.2  2889.6  4606.9  8012.6 125371.4   140000  1747315606088  1747315611276
read      524.7   609.5    74.4   150.3   174.2   277.9   331.8   401.7   743.6  1256.2  1419.3  1588.9  3070.8  5214.6  8066.9 124245.5   145000  1747315612780  1747315617966
read      510.3   634.0    68.9   150.4   174.9   265.5   310.0   358.3   551.2  1219.9  1404.4  1584.1  3241.1  6044.6  8079.6 127921.8   150000  1747315619470  1747315624656
read      525.3   640.3    74.4   153.8   178.0   276.7   326.7   388.2   636.8  1212.5  1408.2  1596.9  3282.6  5791.5  8099.2 124524.1   155000  1747315626160  1747315631345
read      504.4   930.0    74.4   152.1   176.3   261.4   304.9   358.2   591.3  1202.5  1380.7  1561.8  3235.6  5441.5  8109.2 129779.2   160000  1747315632850  1747315638036
