#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      181.6   198.1    68.9   111.2   123.2   171.9   189.8   199.5   207.1   216.3   229.7   250.0   312.3  1250.6 11308.3   4938.6     5000  1746555253079  1746555258286
read      189.9    61.4    68.9   113.7   130.6   186.4   204.9   216.0   224.4   233.5   247.2   269.2   326.8   616.8  1964.4   9919.6    10000  1746555259789  1746555264987
read      188.0    71.4    63.8   109.0   123.3   184.7   204.1   215.4   223.9   233.6   247.8   270.9   339.4   689.6  2880.6  15060.6    15000  1746555266490  1746555271659
read      201.4    71.7    68.9   106.5   121.4   200.4   224.3   236.3   246.2   256.7   271.5   294.7   354.9   575.9  2015.9  19940.8    20000  1746555273163  1746555278333
read      203.6    88.7    68.9   103.9   116.6   203.2   228.9   242.1   251.4   263.1   277.0   300.7   361.6   671.9  3707.6  24893.8    25000  1746555279836  1746555285003
read      204.6    93.2    68.9   103.3   114.5   202.5   231.9   246.8   256.9   269.5   286.1   312.7   386.7   946.4  2991.9  30129.7    30000  1746555286506  1746555291674
read      206.3   169.5    63.8   101.3   112.3   204.1   234.7   249.8   260.3   271.8   288.1   312.9   381.2   639.6 10663.9  34974.6    35000  1746555293178  1746555298348
read      209.3   108.5    63.8   100.2   110.7   206.8   241.6   258.6   269.9   283.3   299.4   326.5   407.3   853.0  3555.1  40155.2    40000  1746555299851  1746555305021
read      214.1    89.1    63.8   100.9   111.5   209.7   249.4   268.5   281.7   296.4   315.7   347.7   431.7   657.0  2067.6  44866.6    45000  1746555306524  1746555311692
read      212.4   102.4    63.8    98.1   108.5   208.8   248.6   267.5   280.4   295.1   313.6   344.6   427.3   589.0  3432.8  50068.6    50000  1746555313195  1746555318364
read      211.8    94.6    63.8    98.0   108.0   206.8   248.9   269.1   282.9   297.9   316.7   348.5   428.7   576.6  2407.2  55007.4    55000  1746555319867  1746555325037
read      213.8    90.3    59.1    96.7   106.6   206.7   252.9   274.8   290.1   306.9   327.3   365.0   445.2   588.4  1281.0  60213.4    60000  1746555326541  1746555331711
read      213.3   158.6    63.8    97.0   106.7   202.6   249.0   272.0   287.9   305.3   325.8   363.9   449.9   815.8  2896.3  64870.4    65000  1746555333215  1746555338384
read      218.9    97.4    63.8    96.5   106.5   212.4   260.1   283.0   298.2   315.1   338.4   378.7   462.3   603.4  2003.6  69968.2    70000  1746555339887  1746555345056
read      221.4   107.2    59.1    97.4   107.7   204.1   256.5   283.1   301.4   321.2   352.8   406.4   540.2   799.9  1654.0  75133.0    75000  1746555346559  1746555351728
read      217.5   101.2    63.8    96.7   107.1   203.2   254.1   280.0   297.8   316.6   343.6   388.5   480.7   724.5  2041.1  79790.0    80000  1746555353231  1746555358399
