#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      169.9   138.7    50.7   106.5   116.3   164.1   179.0   187.0   193.8   200.9   212.7   232.2   289.6  1164.3  7121.8   4969.6     5000  1746617412467  1746617417677
read      177.4    94.3    46.9   108.4   121.3   172.9   190.3   199.9   207.5   216.2   228.5   247.9   297.5  1047.7  3195.1  10023.6    10000  1746617419180  1746617424377
read      184.3    63.5    59.1   106.4   120.1   182.8   201.5   212.2   219.3   229.0   241.0   262.9   315.8   603.7  1852.1  14968.0    15000  1746617425880  1746617431049
read      192.3    99.0    50.7   105.0   117.8   190.2   211.7   223.3   231.6   242.0   255.2   278.7   340.9   722.8  3873.5  19941.0    20000  1746617432552  1746617437721
read      193.4    77.6    46.9   104.0   115.5   194.6   217.2   229.1   236.9   247.9   261.3   282.9   332.4   422.5  1479.1  24972.5    25000  1746617439223  1746617444396
read      200.3    68.1    50.7   100.8   112.5   204.0   229.3   242.2   251.4   262.6   275.1   296.9   346.4   444.4  1900.1  29928.6    30000  1746617445899  1746617451069
read      197.6    69.0    50.7    99.8   110.5   199.8   227.7   241.6   251.6   263.7   277.9   300.4   349.8   436.3  1628.8  35082.8    35000  1746617452571  1746617457740
read      200.3    69.0    54.7   100.8   111.0   204.2   232.8   246.9   256.4   268.3   283.2   306.9   357.6   436.2   652.2  40028.2    40000  1746617459242  1746617464413
read      199.2    73.2    50.7    99.3   109.4   201.5   232.9   248.0   258.4   270.5   286.3   310.3   365.1   454.3  1087.5  44949.8    45000  1746617465915  1746617471085
read      203.1   193.6    54.7    98.3   107.9   200.9   236.5   252.9   264.2   276.2   292.8   317.7   371.3   484.7 11620.8  50152.2    50000  1746617472588  1746617477757
read      204.3   180.5    54.7    98.1   107.8   200.9   239.7   256.9   268.5   281.9   298.2   324.0   381.8   498.6 11370.8  55161.2    55000  1746617479260  1746617484430
read      200.0    81.4    54.7    96.5   106.0   196.9   238.2   256.0   267.9   281.4   297.6   324.7   382.8   487.8  1421.2  60107.8    60000  1746617485933  1746617491103
read      204.2    96.3    54.7    95.6   104.9   197.7   244.4   264.2   276.7   291.6   310.6   339.5   402.1   570.3  2949.3  64783.3    65000  1746617492605  1746617497774
read      201.9    82.3    50.7    95.3   104.5   193.1   242.7   263.5   276.5   291.8   310.9   339.4   398.9   495.6  1145.8  69879.0    70000  1746617499276  1746617504445
read      198.8    84.6    59.1    95.2   103.9   186.5   237.3   259.4   273.2   289.2   308.6   337.6   397.5   499.3  1984.5  74928.6    75000  1746617505948  1746617511116
read      198.2    86.0    54.7    95.0   103.7   183.8   235.9   259.1   273.3   289.7   309.8   339.2   400.2   507.5  1731.6  80063.0    80000  1746617512619  1746617517791
read      196.2    88.2    50.7    94.8   103.3   179.6   232.2   256.7   271.9   288.9   309.3   339.1   400.4   491.0  2668.2  85043.2    85000  1746617519293  1746617524464
read      194.4    87.5    50.7    94.6   102.9   176.2   228.3   254.2   270.2   287.7   308.7   339.0   400.6   509.6  1674.4  89990.4    90000  1746617525966  1746617531134
read      199.1    89.2    50.7    95.7   104.3   177.9   233.7   261.6   278.9   297.3   319.3   352.3   423.2   552.9  1729.2  95054.0    95000  1746617532637  1746617537804
read      193.2    84.5    50.7    95.1   103.4   171.9   223.4   251.7   269.3   288.3   311.0   343.2   410.4   538.9   914.1  99876.4   100000  1746617539307  1746617544478
read      192.8    86.5    50.7    95.4   103.8   171.2   220.9   249.7   268.1   287.8   310.9   343.7   410.7   532.4  2088.1 104968.4   105000  1746617545981  1746617551151
read      190.3    88.5    50.7    95.0   103.2   168.4   216.0   244.9   264.2   284.7   308.4   341.3   404.2   519.7  1905.4 110139.7   110000  1746617552653  1746617557821
read      193.8    92.1    50.7    95.4   103.9   170.8   220.3   250.3   269.9   290.8   315.0   348.5   419.9   572.0  2130.2 114774.6   115000  1746617559325  1746617564496
read      196.8    91.2    50.7    97.2   106.4   173.4   222.5   252.7   272.8   294.3   318.8   354.9   429.2   576.1  1390.0 119596.6   120000  1746617565999  1746617571169
read      193.6    87.2    50.7    97.2   106.4   171.2   216.5   246.1   266.6   288.4   313.3   346.8   418.4   564.3  2211.3 124982.8   125000  1746617572672  1746617577841
read      188.8    83.1    54.7    97.1   105.9   167.1   208.5   235.8   257.1   279.6   305.6   341.3   410.5   522.1   866.9 129850.6   130000  1746617579344  1746617584515
read      190.4    85.2    46.9    97.5   106.8   169.3   210.7   238.0   258.7   280.9   306.3   340.6   406.6   534.9  1951.5 134707.2   135000  1746617586018  1746617591188
read      195.7    84.9    54.7    99.8   109.9   174.7   217.3   245.3   265.8   287.8   313.1   346.7   415.3   586.6  1625.9 140045.1   140000  1746617592690  1746617597860
