#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      180.6   136.2    59.1   106.8   118.8   171.3   188.3   198.5   206.1   215.3   229.1   254.5   364.0  1343.7  7260.3   4965.6     5000  1746555666658  1746555671862
read      195.0    53.1    63.8   120.0   137.2   194.0   210.6   218.8   226.1   233.5   245.2   264.9   328.7   541.4  1188.3  10068.2    10000  1746555673366  1746555678563
read      193.0    71.7    68.9   111.8   127.2   192.6   210.0   218.4   225.8   233.4   245.5   265.5   334.5  1018.8  3032.6  15000.2    15000  1746555680067  1746555685237
read      199.5    66.6    68.9   110.8   125.5   200.8   218.9   229.1   235.5   245.4   256.3   275.1   342.4   614.1  2471.2  19940.2    20000  1746555686742  1746555691911
read      200.0    66.0    68.9   108.8   121.9   203.2   222.4   232.5   240.1   249.2   261.1   280.6   345.3   483.3  2735.3  25045.5    25000  1746555693415  1746555698584
read      197.4    73.4    68.9   106.3   118.2   200.2   222.1   233.0   241.2   250.7   263.5   282.9   338.4   576.1  2600.3  29983.0    30000  1746555700089  1746555705258
read      203.6    65.7    63.8   104.4   116.9   208.4   231.8   243.9   252.0   262.5   274.2   295.7   361.7   570.5  1320.7  35101.4    35000  1746555706762  1746555711931
read      201.4    66.3    63.8   103.3   115.1   206.3   231.1   243.8   252.4   263.1   274.7   295.7   353.3   490.1  1271.5  40023.2    40000  1746555713435  1746555718605
read      205.7    68.6    63.8   104.4   115.8   211.8   238.6   251.3   260.1   269.7   282.5   302.8   364.4   503.8  1595.4  45076.3    45000  1746555720108  1746555725277
read      204.3    75.6    59.1   101.1   112.3   207.8   237.7   251.8   261.6   272.1   286.8   309.7   379.5   679.1  1414.5  49960.2    50000  1746555726781  1746555731949
read      205.8    84.7    63.8   101.4   112.3   207.9   241.9   256.8   266.7   277.3   291.8   314.3   378.9   568.9  2850.6  55129.4    55000  1746555733452  1746555738622
read      205.3    76.5    63.8   101.4   112.1   206.1   242.5   258.2   268.4   279.9   294.1   317.2   381.9   527.5  1583.4  59909.4    60000  1746555740126  1746555745294
read      204.0    80.1    59.1   100.2   110.6   202.1   242.3   259.3   269.9   282.1   296.0   319.0   384.4   548.1  1419.9  64963.0    65000  1746555746797  1746555751969
read      206.2    84.3    63.8    99.0   109.5   202.4   247.1   264.9   275.6   288.5   303.6   326.5   390.6   545.4  2375.7  70001.6    70000  1746555753473  1746555758641
