#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      223.1   107.0    54.7    96.3   106.1   199.5   261.4   296.5   320.3   346.0   376.1   420.0   504.1   636.3   854.5  94956.0    95000  1746617038865  1746617044031
read      226.8   167.8    50.7    97.2   107.2   196.5   260.8   298.7   324.4   352.2   384.4   429.6   530.0   867.9 10613.1  99853.7   100000  1746617045535  1746617050705
read      214.9   107.2    50.7    95.5   105.0   187.9   247.7   283.3   308.1   334.8   365.7   405.9   490.7   633.5  1472.1 105155.8   105000  1746617052208  1746617057378
read      230.4   238.2    54.7    98.9   109.2   192.5   257.6   301.0   330.5   361.4   396.1   446.1   559.9  1372.3  3584.8 109956.6   110000  1746617058880  1746617064047
read      232.7   204.5    50.7    98.8   109.2   193.6   261.4   307.9   339.8   372.8   410.3   465.0   584.7   829.7  1818.1 114913.4   115000  1746617065549  1746617070719
read      247.9   142.7    59.1   103.3   114.8   204.2   274.8   326.1   361.2   396.9   439.1   504.7   670.4  1027.1  1983.7 120092.5   120000  1746617072222  1746617077392
read      250.8   142.5    50.7   105.5   117.5   207.3   276.5   328.6   364.2   400.8   443.9   508.4   666.8  1026.0  2617.1 125012.0   125000  1746617078896  1746617084063
read      274.8   182.1    54.7   109.1   121.9   215.6   293.1   354.6   395.6   441.5   500.2   603.4   870.2  1387.7  3526.5 129897.8   130000  1746617085567  1746617090738
read      277.1   195.1    46.9   110.0   122.3   206.5   282.4   355.0   404.4   455.7   519.5   629.7   980.8  1585.4  2639.1 135148.9   135000  1746617092242  1746617097414
read      306.7   231.9    59.1   115.9   130.4   215.6   300.0   388.7   449.2   517.1   607.5   762.3  1143.5  1666.4  4163.6 140569.4   140000  1746617098918  1746617104089
read      455.2   548.2    63.8   141.2   162.9   234.5   273.2   317.9   484.7  1066.2  1333.5  1490.5  2583.4  3782.4  8019.1 138872.9   145000  1746617105591  1746617110758
read      477.0   587.5    68.9   142.3   165.7   246.4   286.7   327.8   474.9  1179.4  1359.0  1532.3  3062.3  4364.4  8015.5 136421.5   150000  1746617112261  1746617117430
read      473.1   604.8    63.8   142.9   167.7   243.5   280.6   319.2   439.6  1052.8  1350.9  1532.6  3179.5  5149.6  8022.5 137196.6   155000  1746617118933  1746617124101
read      495.2   617.2    63.8   143.0   166.4   258.6   302.6   352.5   534.1  1136.2  1373.3  1567.6  3200.3  4748.3  8057.6 131840.2   160000  1746617125604  1746617130775
read      460.4   600.0    54.7   140.8   162.0   235.8   275.0   316.9   432.9   947.2  1322.3  1510.1  3195.8  5061.7  8081.1 141342.6   165000  1746617132277  1746617137446
read      489.2   656.3    63.8   143.1   166.8   250.0   289.1   324.6   397.6  1081.7  1371.5  1578.6  3336.0  6147.8  8088.5 133961.6   170000  1746617138948  1746617144117
read      474.2   618.7    59.1   139.8   162.1   244.1   280.6   314.7   393.0  1115.7  1363.6  1551.8  3245.2  5318.6  8039.5 137750.8   175000  1746617145621  1746617150788
read      466.9   626.5    59.1   140.9   162.5   240.9   280.4   319.6   428.2  1003.3  1338.7  1530.8  3142.6  5326.0  8501.0 139777.2   180000  1746617152291  1746617157462
read      493.8   688.4    68.9   139.2   162.5   253.0   291.8   325.9   384.5   922.9  1371.0  1624.2  3380.0  7103.0  8124.3 133007.8   185000  1746617158966  1746617164136
read      447.0   586.5    50.7   139.8   158.8   229.0   265.8   303.4   406.9   962.3  1319.9  1486.9  2891.6  5058.8 11764.9 145781.6   190000  1746617165638  1746617170809
read      449.1   623.3    68.9   144.0   163.3   226.1   259.4   290.3   339.4   826.0  1320.2  1520.3  3276.3  5489.3  8075.7 145536.9   195000  1746617172313  1746617177481
read      459.9   633.2    63.8   142.2   164.5   233.0   265.6   294.0   343.6   904.4  1333.5  1533.1  3298.8  5675.8  8076.8 142367.8   200000  1746617178985  1746617184158
read      474.6   662.1    68.9   140.4   164.1   240.8   274.9   307.3   360.7   929.8  1348.2  1559.7  3357.8  7044.0  9182.9 138134.8   205000  1746617185661  1746617190829
read      450.9   621.2    63.8   147.7   166.4   227.9   259.2   290.3   348.8   806.7  1310.6  1526.7  3257.1  5414.0  8078.1 145038.2   210000  1746617192332  1746617197502
read      474.4   661.0    68.9   143.9   166.8   241.4   274.5   306.4   362.9   891.1  1340.3  1571.3  3352.6  7020.9  8114.3 138265.3   215000  1746617199005  1746617204173
read      469.3   641.8    63.8   146.4   169.6   238.3   271.7   303.6   366.4   914.5  1338.1  1552.1  3295.7  6404.4  8088.5 139641.4   220000  1746617205676  1746617210844
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 56.78%,0.50%,100.00%
