Random waveform, supplied seed
Total number of intervals = 85 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600)
Average QPS expected = 95797
Timestamp start: 1747356994454
Timestamp end: 1747357844682

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      213.5   231.8    63.8    99.7   112.6   201.8   236.4   254.8   267.7   282.3   299.8   330.1   423.7  2162.8 11313.0  19399.3    19439
read      234.1   280.8    54.7   100.1   109.8   181.0   230.1   258.6   278.8   303.1   335.6   400.4  1424.2  3416.6  7741.4 129256.6   128963
read      213.2    99.3    54.7    99.9   112.2   206.7   244.7   264.3   277.4   293.1   313.1   344.3   423.8   972.3  2430.4  23849.2    23787
read      216.1   193.1    50.7    98.9   108.8   198.9   250.1   273.0   288.5   306.1   328.5   368.0   468.3  1430.5 10881.8  61901.8    61848
read      200.0    99.9    59.1    97.3   105.8   172.6   225.7   257.2   278.4   301.0   327.8   369.7   460.4   723.5  2007.6 102034.1   101968
read      203.8   134.4    63.8    97.8   106.6   172.7   224.4   255.9   277.4   300.7   328.7   373.3   508.2  1539.3  3458.9 108874.0   108767
read      231.9   153.9    59.1    98.0   107.3   188.2   256.2   296.8   327.7   367.5   414.9   480.5   618.4  1760.5  3462.6  97117.7    97139
read      229.8   231.4    63.8   107.3   118.3   189.7   232.9   258.4   276.5   298.8   329.3   385.2  1326.3  3305.3  6702.4 158597.0   158594
read      198.5   111.7    63.8   101.2   110.5   172.1   214.3   241.8   262.8   286.8   315.9   361.7   466.3  1387.3  2965.3 141329.4   141240
read      231.6   189.1    59.1    98.1   108.3   218.4   267.4   293.1   310.6   330.6   356.6   394.1   486.2  1631.5 10914.7  41444.4    41405
read      239.7   135.6    59.1    97.2   106.6   221.4   280.4   313.3   337.1   364.3   395.1   436.5   548.4  1444.7  2544.6  58008.3    57997
read      239.8   290.9    63.8   102.3   112.4   185.3   233.5   261.8   282.0   306.2   339.0   404.5  1477.5  3442.2  7663.0 133355.8   133577
read      238.4   160.7    63.8    97.8   107.4   220.4   276.3   307.3   328.9   354.5   385.4   428.2   545.1  1528.9  7359.6  53909.7    53832
read      238.4   267.4    63.8   103.1   113.4   185.9   234.1   262.3   282.2   306.1   339.0   405.9  1461.3  3338.1  7658.0 139814.1   139832
read      210.6   124.9    54.7   110.8   121.9   188.1   226.4   250.0   268.2   290.1   318.4   367.1   495.3  1351.8  4178.7 170465.3   170515
read      200.6   118.4    59.1    99.8   108.9   171.9   217.4   247.3   269.0   293.5   322.2   368.3   486.8  1412.3  2966.3 128422.2   128494
read      207.9   165.4    59.1   100.2   112.6   201.6   234.0   250.7   262.5   275.1   293.5   321.1   401.8  1065.7  9914.5  20793.5    20789
read      240.7   148.0    59.1    96.6   105.6   218.8   279.8   314.5   339.7   368.3   400.1   446.2   568.7  1747.3  3167.0  63533.8    63647
read      242.3   159.8    59.1    96.4   105.4   219.0   281.6   317.0   343.0   372.4   403.9   452.1   577.5  1700.0  4610.0  64930.4    64802
read      238.8   142.9    59.1    97.1   106.4   220.9   278.0   310.2   333.0   359.3   389.4   430.3   542.9  1689.3  3311.2  55751.6    55719
read      235.2   236.0    59.1   113.8   126.5   201.4   242.4   266.6   284.5   306.6   337.5   395.3   645.0  3411.7  7391.3 174202.3   174179
read      199.4    97.6    59.1    97.1   105.5   171.7   224.4   256.3   277.7   301.0   328.1   370.2   462.3   724.5  2184.6 106332.5   106356
read      216.8   124.6    59.1   113.2   125.5   194.5   232.3   255.7   273.5   295.6   326.2   378.8   527.2  1421.8  3604.8 178656.2   178750
read      227.0   134.6    59.1    98.4   107.8   183.7   248.0   289.5   320.9   362.5   413.2   483.3   613.8   912.7  2457.0 105881.0   105831
read      205.1   121.6    54.7    97.6   106.5   173.3   226.6   259.5   282.3   307.7   339.4   393.8   534.4   837.1  2620.3 110611.5   110667
read      183.2   183.3    63.8    96.9   109.7   173.2   196.4   209.5   218.4   229.8   245.0   270.5   344.4  1176.7 10419.7   8780.5     8803
read      233.5   147.0    63.8    98.9   109.2   219.8   267.8   293.6   312.1   334.3   363.5   404.2   517.1  1737.3  4715.3  45632.6    45662
read      225.8   194.3    59.1    99.6   111.1   215.9   258.5   279.3   293.3   309.7   330.6   366.4   471.5  1673.3  4719.9  30832.0    30867
read      236.1   255.9    63.8    97.8   107.8   221.1   274.4   302.2   320.4   342.6   370.1   406.5   502.6  1316.8 19028.9  45695.5    45656
read      258.5   250.2    50.7   100.3   110.7   199.8   272.8   325.4   367.1   410.1   459.3   532.8   784.5  3413.0  8069.7 100799.2   100938
read      218.8   191.4    54.7   100.5   110.2   177.6   225.7   254.5   275.4   300.2   332.1   388.1  1264.5  2353.3  4218.6 132487.7   132360
read      238.0   145.7    59.1    95.8   104.5   213.6   276.8   312.5   338.7   369.2   402.4   449.8   562.7  1828.2  3196.8  67676.7    67591
read      222.9   108.9    59.1    98.5   109.6   215.1   260.7   282.9   297.3   314.5   336.8   371.3   458.1  1182.3  2578.3  33845.4    33910
read      249.0   204.1    59.1    97.0   106.3   205.7   281.0   326.7   360.5   394.7   433.3   491.0   652.3  2547.6  6530.4  85659.8    85729
read      184.6    82.6    59.1    96.9   110.0   178.5   204.6   218.3   228.0   238.7   253.6   278.2   349.9   860.9  2775.8  12851.1    12884
read      232.7   131.3    59.1    97.3   107.0   219.6   272.3   300.3   318.5   340.3   367.7   404.1   498.2  1447.1  3552.8  45555.1    45621
read      225.7   120.5    59.1    98.2   109.0   216.7   263.9   287.5   303.2   320.3   343.6   379.9   463.0  1220.2  4207.7  36897.8    36938
read      237.4   136.6    59.1    96.5   105.6   220.0   278.5   311.0   333.9   360.3   390.4   430.3   528.6  1493.5  3152.4  56996.6    56902
read      242.3   188.7    63.8    99.0   109.0   190.0   258.0   303.9   341.4   387.8   441.1   514.7   691.0  2332.9  5442.5 102304.0   102243
read      194.7   188.9    59.1    98.4   112.2   186.1   214.1   228.1   237.5   250.3   266.7   292.5   369.3   949.3 10497.8  14015.2    14085
read      250.4   183.4    63.8    98.1   107.8   199.0   278.4   334.1   373.6   411.4   453.9   512.8   666.9  2249.2  4219.0  93973.4    94103
read      238.8   139.6    59.1    96.2   105.1   219.9   279.5   312.9   336.7   364.1   394.7   435.6   545.4  1539.3  3030.6  58157.4    58175
read      242.0   240.1    63.8   106.7   118.1   195.2   241.7   268.6   287.9   311.3   343.8   413.9  1452.9  3246.2  4824.3 151416.1   151312
read      241.7   192.9    59.1    96.8   105.9   201.1   273.1   314.4   345.7   381.8   422.1   477.7   612.3  2453.9  6666.0  83487.8    83333
read      249.1   266.8    63.8   112.6   125.3   205.7   250.9   275.8   294.4   316.9   348.3   413.2  1411.9  3431.2  7551.3 165230.9   165153
read      199.2   109.0    63.8    98.6   107.6   171.3   218.0   248.2   270.0   294.3   322.8   367.5   475.7  1140.7  2838.2 124094.2   123975
read      218.6   195.7    59.1    99.8   111.4   210.3   250.0   270.2   284.2   299.4   318.6   352.7   440.7  1071.3 11590.1  28496.5    28449
read      184.1    99.7    59.1   100.4   113.5   177.5   200.5   213.5   222.7   233.4   249.3   275.0   350.8   906.5  4399.6  14974.6    14903
read      198.5    76.6    59.1   100.5   111.2   195.0   227.7   243.2   254.1   267.6   284.6   312.1   384.5   560.7  2205.0  31232.1    31189
read      220.7   113.7    59.1   101.2   111.9   213.6   254.1   274.5   289.6   307.5   331.6   372.2   467.8   925.5  3842.2  40607.3    40636
read      256.8   266.5    54.7    96.8   106.0   209.6   281.5   324.5   356.7   391.3   429.9   490.2   864.8  3813.4  8044.3  80515.4    80574
read      252.9   298.1    63.8   113.6   127.0   208.5   250.6   274.0   292.1   314.7   346.5   414.4  1372.6  3572.7  7715.0 168815.6   168820
read      206.0   112.2    68.9   107.2   117.9   183.0   222.3   247.0   266.0   288.5   317.3   365.3   484.0  1177.6  3397.1 162550.6   162621
read      239.0   175.7    59.1    99.2   109.0   189.6   256.7   299.8   334.3   377.8   430.6   504.8   675.7  2295.8  4198.6 101697.5   101621
read      239.9   157.3    59.1    96.8   106.0   221.1   278.7   311.1   334.8   362.8   394.5   436.6   548.3  1735.0  4060.4  58591.9    58592
read      196.9   130.9    59.1   103.4   113.1   173.6   213.5   239.3   259.6   283.1   311.6   353.5   447.7   703.8  2283.4 152970.5   153042
read      194.8    88.8    54.7    97.2   105.9   170.3   219.5   250.6   271.2   292.7   316.6   352.0   431.0   571.1  1577.1 111977.3   112238
read      199.3    91.4    59.1   105.8   115.9   177.3   215.9   240.9   260.4   283.3   312.1   355.8   456.4   709.4  1664.9 160320.5   160265
read      200.7    79.3    59.1    99.4   109.1   193.1   236.8   255.7   268.3   282.5   299.7   326.8   393.5   501.3  1634.4  57186.6    57109
read      198.8    89.9    59.1    97.0   105.9   177.8   232.4   260.2   276.9   294.7   315.6   345.4   420.9   543.9  1812.2  88440.6    88551
read      165.4    63.9    59.1    99.0   110.7   160.3   176.9   186.7   195.1   204.6   217.5   239.9   303.8   859.1  1535.1   8365.9     8385
read      197.5    76.1    54.7   103.2   114.1   196.0   225.3   239.3   249.9   262.3   277.0   301.6   359.9   495.5  2344.3  34073.3    34088
read      195.1    92.2    59.1    97.7   106.5   170.7   218.9   250.0   270.7   292.2   316.1   350.5   429.7   588.1  1809.1 113705.0   113600

Total QPS = 95796.0 (81426600 / 850.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 20112370447 bytes :   22.6 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.85%,38.31%,100.00%
