Random waveform, supplied seed
Total number of intervals = 85 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600)
Average QPS expected = 95797
Timestamp start: 1747357991611
Timestamp end: 1747358841846

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      219.3    99.4    63.8   117.9   131.2   203.1   240.7   263.6   280.3   300.4   326.5   367.9   457.4   792.3  2052.2 170055.5   170019
read      259.8   210.0    63.8   130.7   147.6   236.9   279.0   302.8   319.6   340.8   368.1   410.9   529.5  3370.4  7591.9 179101.3   179090
read      233.6   123.7    54.7    98.4   108.6   220.6   272.9   300.3   319.1   341.3   370.3   409.4   505.3  1374.3  3056.0  47070.3    47130
read      211.9   110.2    63.8   101.5   115.2   206.2   242.1   260.7   273.0   288.0   306.6   335.7   401.8   897.5  3815.6  19488.6    19439
read      236.4   264.7    63.8   102.0   112.2   185.7   235.2   266.4   288.3   313.4   345.1   405.8  1371.4  3282.1  7527.8 128971.9   128963
read      207.6   110.5    59.1   106.0   119.1   202.1   231.1   246.5   257.3   270.8   289.1   317.8   400.7  1207.6  4641.6  23834.1    23787
read      212.9    97.5    59.1   100.3   109.9   199.9   254.0   277.0   292.0   308.9   329.3   362.4   437.1   641.8  2265.1  61981.8    61848
read      207.9   115.1    59.1    99.2   108.7   181.0   236.0   267.6   287.6   309.0   334.5   374.0   483.7   991.2  3231.5 102010.4   101968
read      216.4   131.8    59.1    99.9   109.7   183.0   238.9   272.5   295.1   320.0   354.0   414.0   592.3  1267.4  3684.5 108570.7   108767
read      255.8   221.9    63.8   100.9   111.2   204.0   276.7   325.0   362.8   403.2   451.0   521.8   724.9  2725.0  7114.5  96822.5    97139
read      245.6   208.4    59.1   113.1   126.4   207.7   253.3   280.0   299.5   322.8   355.5   416.0  1343.5  2519.5  5302.8 158635.0   158594
read      207.1   105.5    63.8   104.3   114.8   183.0   227.0   254.6   275.0   298.8   327.8   371.3   470.2  1136.5  2831.1 141308.4   141240
read      233.3   119.0    59.1    99.8   110.8   223.6   272.9   298.2   315.8   336.3   362.9   400.4   486.2  1162.9  2489.7  41405.7    41405
read      243.4   139.5    63.8    97.7   107.3   224.9   285.2   318.2   342.2   370.5   401.0   444.3   555.5  1455.0  3040.1  58031.6    57997
read      231.9   238.4    59.1   103.5   114.1   187.4   235.4   265.6   287.1   311.9   343.1   399.2  1270.8  3300.0  7072.7 133352.3   133577
read      237.4   128.3    63.8    98.6   108.6   223.2   278.4   308.4   330.0   355.5   387.1   428.0   520.3  1114.3  2339.3  53588.6    53832
read      232.8   233.4    63.8   104.9   115.9   190.1   237.3   266.1   286.8   310.9   341.8   395.3  1349.1  3308.5  6769.2 139616.2   139832
read      220.0   118.6    63.8   116.0   129.4   201.8   240.1   263.5   280.4   300.9   327.5   369.4   462.4  1230.8  4264.0 170566.3   170515
read      203.5   105.6    63.8   100.8   110.6   177.9   224.0   253.6   275.1   299.3   328.2   371.4   464.5  1014.6  2534.0 128339.3   128494
read      213.3    93.9    59.1   102.6   115.9   209.8   243.7   260.9   272.2   286.1   303.2   331.2   402.3   943.2  2413.6  20811.3    20789
read      247.4   259.2    54.7    97.7   107.2   222.8   286.1   321.0   346.9   377.6   410.4   458.4   590.9  2012.8  4076.9  63738.3    63647
read      249.1   225.8    59.1    97.4   106.9   221.9   286.4   322.4   348.5   379.4   412.3   459.8   592.1  2285.1 11297.0  64863.0    64802
read      244.8   171.2    59.1    97.9   107.7   225.5   283.9   316.3   338.9   365.6   396.7   440.2   570.2  1869.5  5922.6  55811.5    55719
read      258.7   224.7    63.8   124.2   140.1   228.2   271.4   296.1   314.7   337.2   367.1   417.8   920.3  3325.0  7199.2 173965.3   174179
read      214.3   191.5    59.1    99.0   108.8   182.6   236.6   269.4   292.0   317.0   348.5   404.0   567.0  1098.5  3346.7 106343.6   106356
read      232.4   116.2    59.1   124.0   139.1   217.3   254.6   276.3   292.9   312.6   338.4   378.7   471.6  1272.9  3719.1 178654.0   178750
read      205.5   112.8    63.8    98.3   107.6   177.8   231.1   263.6   285.1   308.1   335.3   376.4   470.3  1004.2  3647.3 105906.2   105831
read      205.0   112.9    59.1    98.6   107.9   177.4   229.3   261.4   283.1   306.8   334.9   377.3   470.8   902.4  2929.2 110610.8   110667
read      183.7    88.7    63.8    99.6   113.5   177.3   199.6   213.0   222.4   232.9   248.0   271.7   340.2   921.9  3258.1   8799.6     8803
read      244.4   154.7    59.1    99.9   110.7   228.4   282.1   310.4   330.1   353.1   382.8   423.0   555.9  1982.1  3708.2  45654.2    45662
read      237.2   138.1    59.1   103.6   116.3   229.2   274.4   296.3   311.7   329.0   350.9   387.5   471.3  1741.4  4009.9  30886.4    30867
read      249.9   259.6    63.8   101.3   112.5   233.8   290.2   319.3   340.2   365.1   394.1   433.3   535.5  1447.9 17739.7  45641.8    45656
read      225.5   158.0    63.8   102.3   112.4   190.0   247.7   281.3   304.2   330.1   365.3   426.3   638.4  1903.0  5241.6 100964.7   100938
read      213.3   120.7    63.8   106.0   116.9   188.5   234.2   263.1   283.9   307.7   337.1   381.9   471.3  1301.8  3489.7 132355.9   132360
read      255.9   204.9    63.8   100.5   110.9   223.7   290.4   327.1   355.2   388.1   425.2   478.1   640.4  2748.0  6865.3  67580.4    67591
read      241.2   125.4    63.8   104.6   117.0   232.8   280.7   304.6   320.2   339.4   364.3   400.7   484.4  1596.8  3113.5  33903.6    33910
read      265.9   214.1    63.8   103.0   113.9   217.6   298.1   351.2   388.8   426.3   468.6   531.7   684.9  2804.3  7339.8  85721.6    85729
read      204.2    72.4    63.8   105.7   121.0   200.5   229.4   244.3   254.6   267.4   283.2   308.1   370.6   852.7  1638.8  12830.8    12884
read      257.8   185.7    63.8   103.8   115.3   238.2   295.2   325.6   346.7   373.4   402.7   447.5   613.9  2346.4  5946.7  45534.0    45621
read      244.7   123.2    59.1   104.1   116.4   235.2   285.9   311.2   328.8   348.9   376.1   413.2   505.0  1225.8  3424.7  36918.2    36938
read      259.6   188.7    63.8   101.9   112.5   234.8   297.3   332.9   358.9   387.7   420.3   467.9   646.5  2473.7  6127.3  56857.3    56902
read      233.4   172.1    63.8   104.5   115.2   195.3   253.3   287.3   310.7   337.8   375.9   443.5   707.7  1846.9  5508.4 102204.7   102243
read      213.3   192.0    63.8   107.2   122.7   206.2   235.5   251.2   262.4   274.6   292.0   318.2   388.4  1222.7 10895.4  14084.2    14085
read      244.7   198.7    63.8   104.5   115.1   200.4   265.1   302.1   329.2   364.1   412.7   491.2   703.5  2500.5  7115.1  94226.5    94103
read      259.6   187.9    63.8   102.4   113.3   234.3   297.3   332.4   358.5   388.2   421.9   470.1   640.2  2464.2  6250.6  58158.5    58175
read      267.5   271.5    63.8   120.0   135.4   227.6   276.2   305.4   327.0   354.4   392.1   454.6   874.0  3545.6  7705.0 151292.9   151312
read      252.9   184.8    63.8   102.1   112.7   211.6   285.5   329.9   363.9   401.1   445.0   506.7   641.6  1747.4  5956.0  83458.1    83333
read      310.3   262.4    63.8   141.8   162.1   273.0   330.1   365.7   392.2   423.5   463.1   525.2   684.3  3484.3  7681.1 165209.8   165153
read      217.9   124.0    63.8   106.8   117.9   192.3   240.0   269.6   290.9   315.0   344.7   392.0   490.3  1300.3  3709.5 123961.0   123975
read      235.9   117.3    59.1   107.0   120.5   229.6   271.8   292.8   307.5   323.7   344.7   381.9   463.4  1434.4  3251.1  28533.2    28449
read      218.7   249.2    63.8   112.0   128.0   208.3   234.9   249.5   259.9   271.9   288.6   314.6   395.4  2191.3 11197.0  14904.1    14903
read      224.1    90.4    63.8   108.5   120.2   225.6   260.7   277.6   289.8   303.6   320.3   346.5   410.2   550.6  2734.6  31177.6    31189
read      229.3   164.5    63.8   107.1   118.7   225.2   266.0   285.1   297.7   313.7   334.1   368.1   454.5  1039.8  9596.6  40642.2    40636
read      266.4   198.0    63.8   102.2   112.9   221.2   300.7   351.3   387.1   423.0   464.2   526.5   727.7  2422.1  5163.9  80537.2    80574
read      329.6   253.3    68.9   145.4   167.9   292.7   353.1   387.4   412.2   442.2   482.6   549.0  1375.2  3475.5  7332.8 169000.5   168820
read      271.5   158.8    68.9   130.1   147.7   246.8   296.5   326.6   349.3   378.1   416.4   476.7   620.6  1944.4  5027.6 162749.8   162621
read      218.3   134.3    63.8   102.3   112.2   187.2   243.5   276.0   298.4   322.3   352.6   400.6   533.2  1492.7  3948.9 101559.5   101621
read      254.9   153.4    63.8   100.9   111.4   234.2   297.9   333.7   360.3   390.1   423.3   468.5   580.8  1704.5  3606.4  58585.9    58592
read      268.0   281.2    59.1   116.8   131.3   222.2   273.1   302.7   323.8   350.0   386.2   448.9  1470.8  3488.6  7681.3 152981.5   153042
read      203.4    98.9    63.8   100.3   110.1   179.8   230.4   261.8   282.2   303.5   327.5   363.1   436.6   597.3  2162.7 112137.6   112238
read      208.8    94.1    63.8   111.2   122.5   189.2   228.8   253.6   272.1   294.0   320.6   362.1   449.5   705.1  1996.2 160276.2   160265
read      208.1    88.7    59.1   101.2   111.4   201.3   246.1   265.7   278.4   292.9   311.2   338.2   399.9   522.4  2455.0  57247.0    57109
read      203.7    93.0    59.1    98.0   107.5   183.5   239.2   267.1   284.0   301.7   321.5   353.1   424.0   558.9  2231.2  88602.3    88551
read      171.8    76.0    59.1   102.1   114.7   167.2   184.7   195.0   202.0   212.4   225.4   247.3   303.7   870.7  2541.7   8380.5     8385
read      200.0    69.8    59.1   103.0   114.1   198.4   228.4   243.5   254.0   267.5   284.4   311.1   371.7   485.1  1234.1  34080.7    34088
read      199.5    93.6    59.1    98.5   107.9   175.9   225.5   256.7   277.2   298.3   321.7   357.4   432.9   590.8  1962.0 113417.0   113600

Total QPS = 95785.5 (81417664 / 850.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 20110163008 bytes :   22.6 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.83%,27.64%,100.00%
