#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      220.2    93.8    63.8    99.8   112.0   210.8   257.8   282.1   298.2   317.4   339.9   373.2   447.9   581.7  2212.5  59855.2    60000  1746314390022  1746314395193
read      224.2   103.4    59.1   100.2   112.8   212.3   261.4   287.1   305.1   325.7   351.1   388.0   464.4   606.0  2658.4  64974.4    65000  1746314396696  1746314401865
read      219.7   114.7    59.1    98.6   110.9   206.4   254.8   280.5   298.2   318.6   343.8   379.0   453.9   602.4  3991.5  69839.8    70000  1746314403369  1746314408548
read      219.4    93.6    63.8    98.0   110.3   206.7   254.9   281.1   298.9   319.5   345.6   382.3   458.8   584.1  1565.4  74897.6    75000  1746314410051  1746314415224
read      221.5    99.7    63.8    98.0   110.6   207.2   255.8   283.0   302.3   324.7   351.8   390.3   468.6   594.0  1855.7  79892.7    80000  1746314416727  1746314421897
read      220.6    99.2    63.8    97.7   110.1   205.0   253.8   281.2   300.8   324.1   353.5   392.2   472.3   656.9  1180.8  85050.4    85000  1746314423400  1746314428570
read      222.0   101.7    63.8    97.9   110.9   205.9   254.8   281.9   301.6   325.0   354.4   395.3   482.1   656.2  2565.5  90061.4    90000  1746314430073  1746314435244
read      226.3   106.4    63.8    99.9   113.2   211.2   259.9   286.8   306.4   329.7   359.2   399.9   491.4   658.6  2239.7  94922.6    95000  1746314436746  1746314441916
read      225.5   103.4    59.1    99.9   113.4   209.5   257.7   285.1   304.9   328.3   358.3   401.6   495.6   648.5  2544.0  99736.3   100000  1746314443419  1746314448589
read      229.7   102.1    59.1   102.4   116.4   213.7   262.2   289.6   309.6   333.6   364.7   408.5   505.0   680.9  1355.7 105126.0   105000  1746314450092  1746314455264
read      233.1   108.8    63.8   104.3   119.2   217.0   265.2   292.4   312.4   336.1   366.5   411.8   507.1   702.1  2695.1 109982.8   110000  1746314456767  1746314461941
read      234.3    98.2    63.8   106.9   122.3   218.7   266.5   294.0   314.4   338.8   368.9   411.5   500.7   641.3  1224.8 114943.6   115000  1746314463443  1746314468614
read      246.8   107.7    59.1   112.6   129.9   230.2   279.4   308.0   329.0   354.1   385.7   433.5   533.9   691.4  1495.7 120123.6   120000  1746314470117  1746314475286
read      259.9   119.0    63.8   119.9   138.9   243.2   292.6   320.9   342.5   367.8   399.5   451.8   566.3   803.0  2961.5 125082.4   125000  1746314476789  1746314481961
read      354.2   149.0    63.8   158.5   188.8   328.0   390.3   433.0   468.9   511.5   565.3   638.2   758.7   911.1  2103.5 130082.4   130000  1746314483463  1746314488637
read      312.6   131.7    63.8   146.0   169.8   291.0   347.5   383.3   410.6   445.7   490.3   554.1   670.4   799.5  2266.0 134960.7   135000  1746314490139  1746314495311
read      348.5   143.3    63.8   167.5   195.1   322.2   387.4   430.5   462.4   498.8   542.8   604.1   706.3   857.8  2829.4 139894.0   140000  1746314496813  1746314501985
read      510.0   185.1    80.4   322.9   350.1   437.9   493.2   621.8   711.0   765.9   811.1   860.6   940.5  1139.5  3960.6 126717.4   145000  1746314503488  1746314508658
read      497.4   180.9    74.4   306.2   334.6   429.7   492.5   613.9   692.1   741.5   786.7   842.2   932.3  1098.5  2862.0 129795.3   150000  1746314510161  1746314515333
read      496.2   193.7    68.9   310.0   336.4   425.3   483.1   617.2   697.3   744.5   785.8   836.3   922.4  1095.5  5534.2 130302.0   155000  1746314516835  1746314522010
read      436.6   172.9    74.4   244.3   274.2   379.8   475.2   556.3   600.0   638.8   680.3   734.1   845.5  1113.7  3069.8 144987.4   160000  1746314523513  1746314528688
read      479.2   182.6    86.8   293.1   321.5   411.2   470.9   604.3   671.6   717.8   758.9   803.7   885.8  1107.9  4734.9 134724.3   165000  1746314530190  1746314535362
read      515.1   190.6    86.8   321.4   350.9   445.4   501.0   620.0   712.4   771.2   820.0   869.5   965.9  1180.4  4056.8 125569.4   170000  1746314536864  1746314542037
read      531.0   207.5    68.9   325.4   354.2   454.1   535.9   656.2   728.4   781.6   831.7   893.7  1082.0  1699.5  4662.8 121927.8   175000  1746314543540  1746314548712
read      495.2   179.3    86.8   299.6   329.0   429.0   499.7   615.5   685.2   734.8   780.7   835.8   929.7  1109.1  3208.8 130537.0   180000  1746314550215  1746314555386
read      490.1   193.3    86.8   299.4   327.4   422.6   490.9   611.9   681.1   728.6   772.8   823.5   920.9  1101.3  5227.0 131878.5   185000  1746314556889  1746314562062
read      501.5   182.2    74.4   306.5   335.7   434.0   500.2   615.5   694.1   745.7   792.2   849.1   939.2  1101.6  3200.2 128937.1   190000  1746314563564  1746314568736
read      502.9   184.1    74.4   307.4   337.1   432.9   500.0   626.8   700.6   751.5   794.6   848.9   938.0  1149.7  3123.2 128569.4   195000  1746314570238  1746314575410
read      506.4   196.9    68.9   310.9   341.0   435.7   498.7   618.2   700.7   756.0   801.3   856.5   957.5  1241.6  5544.9 127700.7   200000  1746314576912  1746314582084
read      504.2   187.6    86.8   311.9   341.5   435.4   494.4   609.2   698.2   754.7   800.0   854.0   938.4  1135.2  4190.5 128294.8   205000  1746314583587  1746314588760
read      513.2   188.4    80.4   326.1   353.9   442.8   495.0   604.6   712.2   771.8   819.1   867.0   949.2  1112.2  4001.2 126066.0   210000  1746314590263  1746314595434
read      482.4   180.3    86.8   300.1   325.8   415.4   470.1   599.9   672.6   721.5   765.2   809.8   898.2  1053.8  3985.5 133998.2   215000  1746314596936  1746314602110
read      482.5   188.4    93.8   299.4   324.9   414.1   474.6   613.6   676.0   720.4   762.0   805.8   886.6  1041.5  2737.3 133976.6   220000  1746314603613  1746314608786
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 59.75%,0.50%,100.00%
