#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      166.0    65.3    59.1    93.7   103.3   170.3   181.2   186.4   191.3   197.1   203.3   215.9   249.1   366.0  1851.5   4986.2     5000  1746362930442  1746362935645
read      189.2   268.3    63.8   103.4   136.7   184.0   196.2   202.1   207.6   213.2   219.1   232.2   265.1  2254.9 11222.8   9973.6    10000  1746362937148  1746362942346
read      190.9    52.7    59.1   115.1   146.0   193.4   207.5   214.5   219.0   225.9   232.8   245.6   272.2   338.7  2612.0  15100.6    15000  1746362943849  1746362949017
read      203.3   172.2    63.8   130.4   148.3   204.5   219.7   227.6   232.5   238.5   247.5   259.2   290.1   371.4 10158.6  19989.2    20000  1746362950520  1746362955687
read      205.2   151.1    63.8   131.8   146.0   207.5   224.4   232.1   237.4   245.0   252.5   267.1   296.8   391.7  9813.3  24946.8    25000  1746362957190  1746362962359
read      211.3   202.0    59.1   134.9   147.4   213.8   232.4   241.7   248.0   254.3   265.1   278.3   314.0   461.7  4084.8  29837.4    30000  1746362963863  1746362969029
read      215.4    60.7    50.7   137.9   149.5   220.7   241.4   251.1   257.9   266.3   274.7   291.6   322.3   373.9  1856.0  34857.0    35000  1746362970533  1746362975700
read      214.9    71.2    59.1   135.0   145.5   220.5   242.9   252.8   260.3   268.4   277.8   293.8   326.3   395.8  2527.9  39952.6    40000  1746362977202  1746362982368
read      213.9    73.7    54.7   132.7   142.9   219.3   243.9   254.4   262.2   270.1   280.4   295.4   330.1   450.0  1238.3  44951.0    45000  1746362983871  1746362989041
read      216.2    63.0    54.7   132.5   142.2   219.7   248.3   260.9   269.1   278.4   290.8   309.1   343.8   400.9   943.0  50058.2    50000  1746362990544  1746362995711
read      217.1    66.7    54.7   132.8   142.4   218.6   250.2   263.4   271.7   281.9   293.4   311.8   345.4   412.5  1695.3  55152.0    55000  1746362997213  1746363002382
read      218.2    71.6    54.7   133.0   142.1   215.0   252.0   267.2   276.9   288.4   301.4   319.3   359.2   429.0  1903.1  60175.4    60000  1746363003885  1746363009054
read      216.7    80.5    54.7   131.1   140.1   211.3   250.3   266.1   276.2   288.2   301.8   320.4   362.2   431.2  2266.2  64896.0    65000  1746363010556  1746363015725
read      217.9    72.6    54.7   132.1   140.9   210.8   253.0   269.5   280.3   291.9   306.0   324.0   363.2   431.7  1417.9  70002.6    70000  1746363017228  1746363022397
read      219.2    73.8    54.7   132.4   141.2   207.9   253.8   272.8   285.0   297.4   312.9   334.0   371.5   447.4  2420.1  75005.8    75000  1746363023900  1746363029069
read      216.6    77.2    59.1   131.8   140.1   203.0   248.6   268.7   281.9   295.6   312.0   334.3   374.1   451.7  1566.9  80011.6    80000  1746363030572  1746363035739
read      217.3    83.5    59.1   132.3   140.7   201.4   247.0   268.7   283.1   298.2   315.4   338.9   383.2   466.7  2980.1  84913.0    85000  1746363037242  1746363042410
read      215.4    74.8    59.1   132.0   140.1   198.6   245.3   268.2   282.9   298.0   314.7   337.5   375.3   458.9  1626.2  89838.8    90000  1746363043912  1746363049079
read      213.4    82.3    54.7   131.3   139.3   194.0   240.1   264.2   280.4   297.3   315.4   339.4   382.4   456.8  2524.5  95127.2    95000  1746363050582  1746363055751
read      214.8    76.3    59.1   131.8   139.9   194.7   241.5   266.8   283.8   301.2   319.4   343.3   388.6   462.0  1386.8  99925.0   100000  1746363057254  1746363062422
read      214.6    86.5    59.1   133.5   141.4   193.7   237.3   262.7   280.3   299.1   318.6   343.7   390.3   465.7  3262.8 104791.7   105000  1746363063924  1746363069091
read      216.4    81.7    59.1   135.2   142.7   195.3   237.9   264.0   282.9   302.8   323.2   349.1   396.5   465.3  1966.1 109747.4   110000  1746363070594  1746363075764
read      212.7    74.5    59.1   133.7   141.7   191.6   230.6   255.0   274.1   295.4   318.2   347.0   399.8   475.4  1814.7 115266.6   115000  1746363077266  1746363082434
read      215.4    82.0    59.1   134.9   142.4   193.4   233.8   259.5   278.9   300.6   323.7   352.8   402.4   509.5  2061.4 119891.4   120000  1746363083937  1746363089107
read      217.6    82.8    59.1   138.0   145.1   196.1   235.2   260.8   279.5   301.4   325.4   356.4   406.8   488.4  3117.9 125087.9   125000  1746363090609  1746363095781
read      216.0    83.6    54.7   137.9   145.2   195.3   232.6   257.9   274.8   295.8   319.9   351.1   403.8   493.7  3063.1 130002.6   130000  1746363097284  1746363102453
read      215.1    77.0    59.1   138.2   145.5   195.0   231.1   255.5   272.5   293.3   317.8   349.7   403.4   491.1  1392.1 135042.6   135000  1746363103955  1746363109124
read      216.9    79.2    59.1   139.0   146.9   196.0   232.1   256.8   274.2   295.8   321.2   356.1   415.9   501.3  1101.8 139781.4   140000  1746363110627  1746363115796
read      218.7    82.7    54.7   139.4   148.0   199.1   234.0   257.8   274.7   295.9   321.3   356.6   415.3   503.1  1575.7 144875.8   145000  1746363117299  1746363122469
read      214.7    82.9    59.1   139.6   148.0   196.2   228.4   250.3   267.0   287.3   312.7   345.6   401.5   487.0  2420.7 149737.9   150000  1746363123972  1746363129142
read      219.8    76.9    59.1   142.6   151.5   201.3   233.7   255.3   271.8   292.0   317.3   353.2   415.9   512.5  2278.1 154880.7   155000  1746363130644  1746363135813
