#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      213.6    86.7    68.9   113.3   131.2   211.5   232.7   245.2   253.9   265.6   279.7   305.5   370.1  1287.0  2884.9   4973.0     5000  1746484890743  1746484895950
read      223.3   235.5    68.9   111.7   130.2   215.3   239.1   252.8   263.1   274.1   290.8   316.6   377.0  2079.8 10061.7  10030.6    10000  1746484897455  1746484902651
read      223.7    72.7    68.9   113.5   131.2   223.1   249.9   265.0   275.0   289.3   306.5   333.0   392.1   505.5  2077.8  14993.0    15000  1746484904155  1746484909324
read      236.7    84.4    68.9   115.6   133.2   237.8   267.4   283.1   294.0   308.0   324.8   352.7   415.5   545.0  2670.6  19957.8    20000  1746484910828  1746484915997
read      236.8    93.7    68.9   112.1   126.8   236.8   270.0   288.0   300.6   315.9   336.3   367.1   433.0   614.3  2732.3  25134.2    25000  1746484917501  1746484922667
read      237.5    82.5    63.8   112.3   126.5   237.7   274.5   293.6   307.4   322.5   343.2   373.0   436.0   530.1   980.8  30019.0    30000  1746484924171  1746484929340
read      250.3    98.6    63.8   113.4   127.9   249.9   292.5   314.2   329.7   346.9   369.8   402.1   470.3   592.6  1310.9  34932.6    35000  1746484930843  1746484936010
read      238.8   109.8    63.8   110.9   123.9   234.6   277.4   299.2   314.6   332.4   354.5   388.7   461.8   623.6  3419.4  39926.8    40000  1746484937513  1746484942686
read      244.0    95.9    68.9   110.5   123.4   239.0   286.1   310.4   327.2   346.4   371.3   407.8   480.0   583.8   834.6  44819.3    45000  1746484944190  1746484949358
read      244.9   117.1    54.7   110.0   122.7   238.8   288.2   312.8   329.9   348.8   372.9   409.0   482.8   624.7  3236.6  49965.6    50000  1746484950862  1746484956031
read      242.6   101.9    63.8   109.1   121.4   233.4   285.2   311.9   330.4   351.3   376.9   415.6   490.8   598.3  1274.3  55169.8    55000  1746484957534  1746484962704
read      246.6   112.2    68.9   109.8   122.2   234.0   288.9   317.4   337.4   360.5   388.6   429.4   507.8   642.4  2927.0  60085.0    60000  1746484964209  1746484969378
read      249.0   212.0    68.9   108.1   120.6   232.4   286.6   315.6   336.3   360.2   389.8   432.5   523.7  1003.7 11162.3  65172.3    65000  1746484970882  1746484976051
read      247.3   111.7    63.8   108.0   120.4   233.0   288.5   318.1   339.3   364.2   394.7   439.0   530.6   739.3  1707.7  70166.8    70000  1746484977555  1746484982724
read      242.4   111.3    63.8   106.8   118.5   226.5   282.6   313.1   334.8   359.6   389.6   432.5   518.8   675.7  2469.5  75093.2    75000  1746484984227  1746484989396
read      243.8   111.9    63.8   107.3   119.5   227.1   284.7   315.7   337.6   362.4   392.5   435.5   525.0   697.3  2254.6  80156.4    80000  1746484990900  1746484996068
read      249.7   116.7    59.1   109.0   121.0   228.0   288.3   322.9   347.8   375.8   410.3   461.9   568.5   750.6  1464.3  84874.6    85000  1746484997571  1746485002740
