#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      254.2   122.4    68.9   110.3   123.2   231.5   292.0   326.9   352.1   381.0   416.5   468.3   588.9   872.8  2174.1  90092.4    90000  1746485004243  1746485009410
read      261.6   130.3    63.8   111.6   125.3   237.3   299.7   336.6   362.6   392.2   429.1   486.2   628.3   987.9  1948.4  94898.9    95000  1746485010914  1746485016083
read      282.9   161.2    63.8   118.1   133.6   242.0   309.7   355.1   388.9   428.2   478.4   566.9   835.2  1269.8  2328.0 100343.0   100000  1746485017587  1746485022755
read      279.9   154.5    68.9   117.2   132.1   239.6   311.2   359.9   394.8   434.4   483.0   558.1   742.0  1055.8  3320.0 105205.5   105000  1746485024259  1746485029429
read      310.8   182.6    68.9   124.1   140.7   259.7   340.0   395.9   436.6   483.7   544.9   651.7   916.7  1358.6  2541.6 110036.1   110000  1746485030934  1746485036102
read      354.2   267.8    68.9   127.7   144.4   258.8   352.8   437.0   501.4   581.3   695.2   891.5  1337.8  2103.9  3296.3 115021.7   115000  1746485037605  1746485042776
read      541.0   569.5    74.4   160.9   185.3   290.6   356.4   495.8   903.5  1297.4  1445.8  1613.2  2512.1  4086.4  7961.7 117349.2   120000  1746485044279  1746485049451
read      530.7   576.9    74.4   154.9   178.2   283.9   353.3   461.2   829.9  1268.2  1432.6  1617.8  2569.8  4146.0  8004.8 118674.6   125000  1746485050955  1746485056122
read      567.3   623.8    74.4   163.0   187.6   305.4   373.1   499.4   934.1  1327.9  1477.3  1659.8  3053.9  5222.1  8055.1 114954.2   130000  1746485057625  1746485062794
read      584.0   648.2    63.8   166.4   192.0   312.2   388.7   521.5   998.6  1350.7  1497.0  1688.8  3173.5  5705.6  8101.5 112049.3   135000  1746485064298  1746485069469
read      544.3   604.5    74.4   159.7   184.3   288.7   350.2   453.8   851.6  1303.6  1453.1  1625.2  2836.4  5030.3  8046.0 119796.4   140000  1746485070973  1746485076142
read      544.7   604.5    74.4   165.3   187.9   285.5   366.8   485.5   870.6  1284.6  1433.4  1610.6  2915.1  4817.1  8104.3 119711.8   145000  1746485077646  1746485082816
read      521.3   569.0    74.4   158.9   182.7   281.2   341.2   456.1   801.2  1206.8  1386.7  1557.3  2674.7  4479.3  7993.3 124987.0   150000  1746485084318  1746485089488
read      560.0   630.4    74.4   160.8   185.7   302.4   368.8   473.2   853.4  1291.4  1452.1  1643.0  3160.7  5223.5  8062.9 116628.2   155000  1746485090992  1746485096163
read      559.2   620.4    68.9   165.5   190.3   297.9   380.3   507.9   872.6  1269.5  1439.9  1642.1  3133.0  5279.6  8059.1 116808.3   160000  1746485097667  1746485102837
read      577.9   609.5    74.4   165.2   191.4   317.4   404.4   606.4   957.9  1300.9  1456.4  1636.8  2978.5  5080.5  8057.2 112999.3   165000  1746485104341  1746485109511
read      555.2   578.9    63.8   161.2   185.4   299.3   373.7   571.2   955.2  1305.0  1452.2  1615.0  2585.1  4328.7  7973.6 117290.6   170000  1746485111016  1746485116183
read      544.4   607.2    74.4   159.3   183.5   290.7   349.4   452.2   861.3  1286.8  1439.5  1607.6  2943.5  5186.8  7995.3 119819.3   175000  1746485117687  1746485122856
read      573.8   653.0    74.4   163.9   188.8   304.2   371.8   471.1   955.0  1329.4  1471.3  1659.0  3263.9  5997.8  8086.0 114029.8   180000  1746485124359  1746485129529
read      590.5   651.8    74.4   165.2   190.2   315.4   389.8   515.4  1101.8  1374.2  1501.4  1682.1  3182.1  5946.5  8115.1 110817.0   185000  1746485131033  1746485136205
read      578.1   622.4    74.4   165.0   190.2   312.6   389.0   552.2  1008.3  1332.4  1476.9  1654.5  3009.7  4854.4  8028.1 113023.1   190000  1746485137709  1746485142878
read      568.1   634.6    80.4   162.3   186.7   301.8   368.4   475.7   953.2  1338.0  1482.9  1672.2  3165.3  5372.3  8068.4 115189.4   195000  1746485144383  1746485149554
read      568.8   613.1    80.4   162.6   187.9   302.1   381.2   526.9  1037.0  1343.1  1479.6  1665.0  2763.0  5179.9  8078.4 114918.0   200000  1746485151057  1746485156227
read      597.2   633.8    74.4   171.3   197.3   328.9   418.4   600.9  1015.6  1338.9  1488.1  1684.3  3094.1  5072.6  8093.0 109349.0   205000  1746485157732  1746485162901
read      572.2   616.2    80.4   167.2   193.2   316.0   397.7   560.7   881.3  1272.8  1456.7  1670.4  3010.6  5090.1  8126.2 114152.1   210000  1746485164405  1746485169575
read      551.9   610.0    74.4   162.9   189.1   301.1   375.1   518.4   834.8  1228.0  1425.7  1625.5  2918.8  5191.8  9478.2 118435.4   215000  1746485171079  1746485176250
read      531.6   584.2    74.4   162.1   186.6   287.6   354.9   473.6   809.5  1211.7  1393.4  1576.5  2782.9  5071.2  8050.7 122638.4   220000  1746485177753  1746485182923
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 57.50%,0.50%,100.00%
