#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      204.3    83.1    63.8   112.6   129.8   203.0   222.2   232.5   240.3   249.7   262.6   284.4   341.3  1007.0  3204.0   4941.2     5000  1746485580311  1746485585518
read      205.1    77.3    68.9   113.3   130.6   202.7   224.3   235.3   244.9   254.8   270.5   293.6   354.1   940.1  1986.5  10000.4    10000  1746485587021  1746485592219
read      236.1    72.4    68.9   117.7   138.6   238.0   264.7   278.3   288.8   300.3   316.2   341.6   399.3   513.2  1586.8  15003.4    15000  1746485593722  1746485598892
read      242.6    84.2    68.9   118.5   137.5   244.5   274.0   289.9   300.9   314.5   332.3   359.9   416.9   533.0  2994.9  19928.4    20000  1746485600395  1746485605564
read      242.0    78.1    68.9   115.3   131.6   245.2   276.7   293.5   305.9   319.5   338.5   366.4   427.3   525.1   952.9  25001.2    25000  1746485607068  1746485612236
read      235.0    80.6    63.8   112.1   126.1   236.7   270.6   288.1   300.3   315.3   334.9   365.1   428.3   539.7  1235.1  30073.1    30000  1746485613739  1746485618909
read      249.1   108.0    63.8   114.8   129.1   250.5   289.6   309.6   323.1   340.3   362.1   394.4   461.5   581.9  2259.9  35111.0    35000  1746485620412  1746485625582
read      240.9   205.4    68.9   113.7   127.3   236.3   275.0   294.8   309.3   325.3   345.6   377.5   448.3   728.2 11810.2  40069.0    40000  1746485627085  1746485632253
read      247.4   152.8    68.9   112.0   125.6   246.0   289.4   311.0   325.9   343.3   365.9   398.9   469.3   599.2  3162.0  44932.0    45000  1746485633757  1746485638927
read      244.9    98.1    68.9   112.5   125.9   237.9   286.5   311.0   328.0   347.0   371.9   408.6   490.6   647.8  1353.8  49788.6    50000  1746485640431  1746485645603
read      244.1   142.3    68.9   110.2   122.6   234.8   285.0   310.8   328.7   348.6   373.0   409.8   489.4   670.0  4432.6  54996.2    55000  1746485647106  1746485652276
read      241.8   101.1    68.9   108.6   120.6   231.9   282.9   309.8   328.7   350.1   376.1   417.1   497.9   638.0  1398.4  60029.8    60000  1746485653780  1746485658952
read      253.4   220.7    68.9   108.9   122.1   242.0   295.1   322.6   342.1   364.9   393.1   433.8   519.0   800.9 11589.5  65019.6    65000  1746485660456  1746485665626
read      252.2   112.3    63.8   111.3   125.1   241.3   293.6   321.8   341.8   365.0   394.2   436.9   530.2   682.2  1931.5  69916.0    70000  1746485667130  1746485672299
read      250.1   112.1    63.8   110.5   123.4   236.6   291.5   320.7   341.4   365.5   395.2   438.0   536.7   744.7  1795.0  75116.9    75000  1746485673802  1746485678971
read      251.1   164.0    68.9   107.8   120.3   234.2   290.1   320.5   342.4   368.0   399.7   449.1   563.2   907.9 10257.1  79949.8    80000  1746485680475  1746485685643
