#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      194.9   111.8    68.9   112.1   126.8   192.1   210.9   220.8   228.4   235.9   249.2   270.0   340.9   796.0  4937.0   5011.0     5000  1746316019755  1746316024975
read      204.5    81.8    74.4   116.3   135.7   203.4   221.8   231.3   237.9   247.6   259.4   281.2   347.7   797.1  3774.0   9973.2    10000  1746316026478  1746316031693
read      208.9    65.4    68.9   114.7   134.0   208.7   228.9   239.6   248.3   258.2   272.0   296.4   365.8   746.0  1638.1  15018.4    15000  1746316033196  1746316038386
read      220.1    88.6    63.8   116.1   136.4   221.1   242.3   253.9   263.5   273.6   289.1   314.1   387.5   737.4  2756.9  20077.2    20000  1746316039889  1746316045072
read      212.6    68.5    68.9   111.1   126.0   214.2   237.2   250.4   259.8   270.7   285.8   310.3   373.1   586.3  1555.0  25100.6    25000  1746316046575  1746316051759
read      214.9    89.3    59.1   109.1   123.0   216.8   242.3   255.6   265.8   276.2   292.0   317.3   385.8   729.6  2726.1  29944.0    30000  1746316053262  1746316058455
read      215.1    74.4    63.8   106.8   120.1   217.5   246.2   261.1   271.1   283.6   298.5   325.5   394.4   616.7  1230.9  35106.6    35000  1746316059958  1746316065142
read      217.0    84.4    63.8   106.4   119.3   219.5   249.9   265.3   275.2   288.6   305.0   332.8   402.5   710.6  1867.5  39849.6    40000  1746316066645  1746316071830
read      222.0    95.1    63.8   105.8   119.5   222.7   256.3   272.9   285.0   297.7   316.3   344.2   416.1   692.8  2326.4  45217.7    45000  1746316073333  1746316078526
read      219.5    90.4    63.8   103.9   116.8   217.2   254.6   272.9   286.1   300.8   320.0   354.5   428.7   630.9  2104.2  49865.8    50000  1746316080028  1746316085212
read      217.7    90.7    63.8   103.3   115.5   214.4   253.4   272.2   285.7   300.7   320.3   353.4   425.9   617.5  2589.8  54856.6    55000  1746316086715  1746316091897
read      215.8    86.7    63.8   102.1   113.9   211.1   253.3   272.8   286.6   302.2   321.6   353.4   425.0   617.6  1064.1  60015.0    60000  1746316093400  1746316098590
read      220.3    92.7    63.8   102.4   114.7   211.5   257.0   278.7   293.9   311.8   334.7   370.2   454.2   665.2  1921.0  65208.6    65000  1746316100094  1746316105277
read      217.4   101.8    63.8   101.3   113.1   206.4   252.8   275.2   291.1   309.3   332.1   367.2   453.7   721.4  2676.4  69814.6    70000  1746316106780  1746316111964
read      214.9    94.5    59.1   100.3   111.5   201.8   251.2   275.0   291.5   310.4   334.1   369.0   448.7   681.1  1350.2  75015.8    75000  1746316113467  1746316118652
read      214.4   103.7    63.8   100.3   111.6   199.1   248.1   272.7   289.8   309.4   334.1   370.9   455.7   760.9  2515.4  79910.4    80000  1746316120155  1746316125339
read      213.6    96.9    63.8    99.6   110.9   196.7   246.8   272.7   290.5   311.0   336.8   373.9   461.2   697.4  1826.8  84790.4    85000  1746316126843  1746316132032
read      212.7   105.5    59.1    98.6   110.0   193.6   243.7   270.5   288.8   309.9   336.3   373.7   466.8   916.1  2913.6  89998.6    90000  1746316133535  1746316138718
read      208.5   102.0    63.8    98.7   109.9   189.3   237.8   265.0   283.6   304.8   331.3   369.4   450.5   672.0  2584.2  94944.9    95000  1746316140221  1746316145407
read      209.1    92.2    63.8    99.4   110.4   189.3   238.0   266.0   285.2   307.0   334.1   372.2   461.1   670.1  1128.1  99930.9   100000  1746316146910  1746316152095
read      209.7    93.7    59.1   100.2   111.6   189.7   236.5   264.6   284.0   306.2   334.1   372.7   462.3   735.4  2061.3 105097.8   105000  1746316153598  1746316158782
read      210.9    97.9    63.8   101.0   112.8   192.2   237.6   264.8   283.9   305.5   332.0   371.5   466.5   698.3  1774.3 109967.8   110000  1746316160285  1746316165471
read      208.1   114.3    63.8    99.0   110.2   186.5   232.0   259.6   279.0   301.9   330.6   373.4   483.2   870.9  2742.6 115049.3   115000  1746316166974  1746316172162
read      206.8    93.5    63.8   100.8   112.2   186.8   230.5   257.0   276.3   298.9   328.0   369.2   463.0   702.2  1864.1 119877.4   120000  1746316173666  1746316178854
read      205.8   101.9    63.8   101.3   112.5   185.9   228.6   254.7   274.0   296.5   324.6   365.9   456.3   682.2  3720.8 124705.2   125000  1746316180357  1746316185544
read      204.7   104.0    63.8   101.1   112.5   185.5   227.3   252.8   271.7   293.5   320.1   362.2   449.3   681.4  2981.8 130079.0   130000  1746316187048  1746316192234
read      205.2   100.6    63.8   102.2   113.8   186.6   227.2   252.1   270.6   292.3   319.4   361.6   448.1   710.8  4099.2 134716.6   135000  1746316193737  1746316198920
read      212.8   114.8    63.8   104.5   117.0   192.4   233.9   260.3   279.6   302.9   333.2   379.5   492.1   760.5  2077.9 139982.1   140000  1746316200422  1746316205610
read      210.4    94.2    63.8   104.5   117.0   191.4   232.0   257.2   275.8   298.3   327.7   371.6   476.7   717.6  2501.1 145053.7   145000  1746316207113  1746316212298
read      209.0    85.9    63.8   105.7   118.3   192.2   231.0   254.6   272.4   293.9   321.2   365.2   462.0   662.1  1086.1 150205.2   150000  1746316213800  1746316218983
read      245.5   146.0    63.8   112.2   127.8   215.6   261.9   290.4   312.6   340.7   381.9   463.6   764.2  1442.3  3409.1 154840.5   155000  1746316220486  1746316225678
read      217.7    94.1    63.8   110.6   125.0   201.1   238.4   261.6   278.6   299.8   328.3   373.5   491.3   772.7  2637.2 160095.8   160000  1746316227180  1746316232366
read      224.0   108.3    63.8   113.5   128.5   206.7   245.1   268.5   286.4   308.4   337.8   386.9   519.3   747.9  2287.8 164990.0   165000  1746316233868  1746316239052
read      225.8    97.0    63.8   117.6   133.1   210.9   247.3   269.4   286.3   306.7   334.3   379.3   497.3   739.6  2446.8 169770.8   170000  1746316240555  1746316245740
read      231.5   101.2    63.8   121.0   137.6   217.2   253.7   275.1   292.1   312.7   340.3   386.4   505.9   743.9  2316.1 174775.9   175000  1746316247243  1746316252428
read      249.3   112.4    63.8   129.1   147.0   233.1   272.6   295.8   313.8   335.9   365.9   417.1   552.3   847.6  4163.3 180127.3   180000  1746316253932  1746316259118
read      273.0   118.9    63.8   139.5   159.5   255.5   299.8   326.4   346.2   371.3   404.2   461.5   593.2   840.5  2790.0 184860.0   185000  1746316260620  1746316265806
read      275.4   128.6    63.8   138.6   157.7   252.7   299.2   328.1   350.4   379.3   419.6   487.4   643.1   977.5  2158.0 184247.5   190000  1746316267309  1746316272495
read      293.9   110.8    68.9   152.3   174.2   276.9   325.4   354.2   375.2   401.0   434.4   488.6   609.8   839.0  1955.6 190920.5   195000  1746316273998  1746316279181
read      303.7   120.4    63.8   158.4   182.0   286.9   330.5   357.5   378.1   404.3   443.3   507.8   651.5   914.1  2242.8 193734.0   200000  1746316280684  1746316285868
read      333.8   123.4    68.9   176.7   202.4   319.5   369.8   398.6   420.4   446.0   479.6   535.1   670.5   926.1  2759.8 189762.3   205000  1746316287372  1746316292557
read      326.8   117.4    68.9   175.7   200.7   311.6   360.4   388.6   409.2   434.6   468.2   524.7   665.1   932.8  2538.1 193609.2   210000  1746316294060  1746316299245
read      326.2   125.6    68.9   177.1   202.7   317.3   361.6   386.1   403.1   425.6   454.7   501.7   622.6   906.5  2103.8 196243.3   215000  1746316300748  1746316305934
read      324.7   116.6    68.9   176.5   202.1   313.0   359.0   385.4   403.9   428.2   459.2   506.6   621.5   851.2  3334.0 197402.7   220000  1746316307437  1746316312623
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 83.00%,32.00%,100.00%
