#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      178.2    68.0    68.9   105.7   117.5   175.6   191.5   200.4   207.3   215.1   226.6   246.1   307.1   729.0  2475.6   4949.6     5000  1746314856957  1746314862165
read      195.3    68.8    68.9   111.5   126.9   193.5   212.3   222.4   230.0   238.8   253.4   275.8   332.5   698.1  2648.7   9963.6    10000  1746314863669  1746314868868
read      203.6    58.2    68.9   111.0   126.0   203.9   225.2   235.5   245.2   255.3   269.7   290.6   340.5   661.0   924.8  15067.0    15000  1746314870370  1746314875541
read      217.5    66.9    63.8   112.0   127.6   220.4   244.6   258.6   268.1   278.5   292.3   313.5   356.6   526.9  1575.5  20073.4    20000  1746314877044  1746314882210
read      225.0    80.7    63.8   111.7   126.3   227.3   257.8   272.4   283.0   294.3   309.8   332.2   381.0   662.6  2431.9  25046.8    25000  1746314883712  1746314888879
read      223.8    81.6    63.8   109.3   122.4   226.4   259.0   274.9   286.4   298.1   314.7   339.3   390.9   505.5  1474.6  30026.8    30000  1746314890382  1746314895555
read      228.0    92.8    63.8   109.7   122.8   227.8   265.3   283.2   295.0   309.4   326.2   353.0   408.6   574.7  2525.6  34889.8    35000  1746314897057  1746314902226
read      231.6    85.3    63.8   111.4   124.9   230.0   271.7   291.0   304.0   318.3   337.8   367.0   425.3   541.9  1362.0  39886.0    40000  1746314903729  1746314908896
read      232.5    90.9    63.8   109.1   122.5   228.7   273.9   295.0   309.6   325.5   345.2   374.5   435.2   538.5  1002.5  45039.1    45000  1746314910399  1746314915568
read      233.1    99.0    54.7   107.6   120.5   227.1   275.7   298.0   313.3   330.3   350.7   382.8   449.3   632.5  2547.5  49846.2    50000  1746314917071  1746314922238
read      232.5    92.0    63.8   107.4   120.5   224.1   274.4   298.6   315.0   333.6   356.3   390.0   459.2   611.3   954.0  54929.3    55000  1746314923741  1746314928908
read      235.6   104.6    63.8   107.5   121.1   223.6   276.1   302.2   319.4   339.6   364.8   399.8   473.3   724.1  2405.1  60140.0    60000  1746314930411  1746314935582
read      231.1    98.1    63.8   105.4   119.0   217.5   269.6   296.5   314.7   335.5   361.2   398.2   467.9   588.6  1825.5  65192.0    65000  1746314937085  1746314942251
read      233.7   105.3    63.8   106.2   120.3   219.2   272.1   299.6   318.3   339.7   366.0   402.7   476.1   631.7  1727.2  69767.8    70000  1746314943754  1746314948922
read      236.6   106.4    63.8   107.8   122.1   220.3   273.3   302.3   321.9   344.0   371.4   412.2   492.0   652.0  2687.3  74859.7    75000  1746314950425  1746314955598
read      233.4   101.3    63.8   105.8   120.3   217.6   268.8   297.1   316.9   339.7   368.3   409.8   493.7   619.9  1440.4  80046.2    80000  1746314957102  1746314962270
read      237.7   113.1    59.1   107.7   122.5   220.4   272.1   300.7   320.7   344.7   374.9   419.9   507.6   693.9  1468.3  85119.8    85000  1746314963772  1746314968940
read      238.4   102.3    63.8   109.5   124.7   220.9   271.5   300.4   321.0   344.9   375.9   421.9   509.8   664.9  1350.0  90236.4    90000  1746314970443  1746314975614
read      239.4   104.9    63.8   110.0   125.5   221.9   272.4   300.9   321.2   345.5   377.2   423.5   512.1   666.8  2053.0  94807.6    95000  1746314977117  1746314982290
read      245.6   108.5    63.8   113.2   130.1   227.5   277.6   306.4   327.0   351.7   384.1   430.2   532.7   770.8  2572.8  99948.2   100000  1746314983792  1746314988960
read      249.7   106.8    63.8   115.3   132.8   232.0   282.6   311.2   332.1   357.3   389.5   436.1   543.4   735.8  1336.1 104976.4   105000  1746314990462  1746314995633
read      253.5   119.2    59.1   117.5   135.3   235.3   286.2   314.6   335.5   360.3   392.3   440.6   549.8   783.7  3161.1 110091.3   110000  1746314997135  1746315002304
read      259.8   128.4    63.8   121.7   140.4   242.8   292.6   320.4   341.4   366.6   398.7   448.7   556.2   731.4  4240.0 115070.0   115000  1746315003806  1746315008975
