#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      192.6    76.3    63.8   104.3   116.4   190.2   210.9   222.2   230.8   241.4   254.8   277.6   336.2  1011.9  2159.5   4963.8     5000  1746484530901  1746484536103
read      214.3    68.9    63.8   113.1   131.9   213.9   236.6   249.9   259.4   270.9   286.4   310.8   365.9   644.5  1987.5   9962.2    10000  1746484537608  1746484542808
read      234.2    77.2    68.9   119.2   140.1   234.6   261.2   274.8   286.2   298.1   315.3   341.5   399.7   508.1  2280.8  15078.6    15000  1746484544312  1746484549482
read      231.6    80.7    63.8   115.9   133.1   231.4   261.1   276.7   288.5   301.8   319.2   346.7   403.3   534.6  2183.6  19985.8    20000  1746484550986  1746484556154
read      232.0    86.9    63.8   113.9   129.2   231.5   263.4   280.1   292.4   307.4   325.9   355.9   424.4   612.2  3081.8  25024.6    25000  1746484557657  1746484562827
read      237.1    89.0    63.8   113.0   127.8   236.8   272.2   291.1   304.5   319.4   340.1   371.0   435.6   579.1  2200.4  29959.6    30000  1746484564331  1746484569500
read      246.0   100.7    63.8   115.1   129.7   244.4   284.6   305.0   318.9   336.4   358.3   392.2   466.2   686.8  2519.6  34864.6    35000  1746484571005  1746484576173
read      242.1    96.0    63.8   112.3   125.7   239.2   282.8   305.1   320.2   339.0   362.2   396.0   464.3   564.2  2193.6  40151.8    40000  1746484577677  1746484582845
read      243.2    92.8    63.8   113.7   127.6   238.0   285.1   308.6   324.5   343.2   366.9   401.0   470.7   577.9   881.4  45104.8    45000  1746484584349  1746484589518
read      243.2   100.5    68.9   113.2   127.0   235.2   284.4   309.0   326.1   345.4   369.7   404.2   475.6   608.2  2365.3  50013.4    50000  1746484591022  1746484596191
read      243.8   191.5    68.9   111.9   124.8   231.5   282.6   308.4   325.8   345.6   371.1   408.4   485.8   625.5 11376.9  54801.0    55000  1746484597695  1746484602863
read      239.5   105.9    68.9   110.8   123.5   227.2   279.0   305.8   323.9   344.7   370.8   409.0   488.1   631.2  2789.4  59847.2    60000  1746484604366  1746484609536
read      240.6   101.1    63.8   111.4   124.6   226.6   279.8   307.9   327.3   349.1   376.2   417.6   497.0   613.0  1248.8  64920.6    65000  1746484611040  1746484616208
read      241.0   112.4    63.8   111.6   125.2   224.4   278.2   307.5   327.4   349.7   377.7   419.7   500.4   642.1  2957.1  69982.8    70000  1746484617711  1746484622881
read      244.1   114.5    68.9   111.6   125.2   227.0   281.3   311.1   331.9   356.0   385.7   428.9   513.7   685.1  2963.8  74872.5    75000  1746484624385  1746484629561
