#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      206.2   304.8    68.9   105.7   117.8   194.4   214.8   226.5   234.5   245.6   259.4   283.7   346.2  6109.6 12201.2   4987.6     5000  1746486633640  1746486638848
read      210.3    79.1    63.8   112.5   131.8   209.3   230.7   242.9   251.7   263.0   275.9   298.3   349.3   975.7  2305.2  10009.4    10000  1746486640352  1746486645555
read      214.7    64.4    68.9   114.9   132.9   214.5   238.0   251.6   261.7   272.8   288.8   312.9   369.1   500.1  1914.1  14881.0    15000  1746486647059  1746486652229
read      221.6    70.4    68.9   114.6   130.6   221.8   247.8   262.3   272.4   285.3   300.7   327.6   389.4   559.5  1496.9  20022.0    20000  1746486653733  1746486658902
read      231.2    76.3    63.8   116.2   132.8   232.4   261.2   275.9   287.6   300.3   317.8   344.4   402.9   523.5  1764.2  24969.8    25000  1746486660405  1746486665576
read      232.1    97.1    68.9   114.1   128.8   232.5   264.8   281.6   293.3   308.0   325.8   353.1   413.8   550.9  2933.4  30141.8    30000  1746486667079  1746486672251
read      231.6    79.9    63.8   113.0   126.8   234.0   268.2   285.7   297.4   312.3   330.5   358.3   412.6   507.4  1541.5  35035.6    35000  1746486673756  1746486678925
read      233.3   106.1    63.8   112.3   125.2   233.9   270.8   289.3   302.1   316.7   335.7   364.2   426.2   542.9  3699.1  40031.2    40000  1746486680429  1746486685598
read      232.2    84.8    63.8   111.8   124.3   232.0   271.4   290.8   304.4   319.4   340.0   370.2   434.2   543.2  1093.4  44867.6    45000  1746486687101  1746486692271
read      232.0   121.4    63.8   110.5   122.5   228.0   271.7   292.4   306.9   322.5   343.7   374.7   438.8   546.9  3230.5  50069.2    50000  1746486693774  1746486698942
read      230.4    97.7    63.8   108.6   119.9   226.6   273.1   294.2   309.0   325.2   345.6   378.0   443.4   547.9  2811.4  54902.0    55000  1746486700446  1746486705617
read      230.9    94.5    63.8   109.8   121.0   220.5   271.0   295.0   311.6   330.4   354.2   392.8   478.4   601.3  1460.2  59985.0    60000  1746486707120  1746486712287
read      227.4   102.0    63.8   106.7   117.8   219.3   270.3   293.3   309.0   326.4   347.8   381.3   448.1   548.9  1559.6  64869.6    65000  1746486713791  1746486718960
read      225.2    96.1    63.8   107.5   118.3   214.1   267.1   290.8   306.9   324.6   346.5   380.8   446.8   546.3  1385.4  70065.6    70000  1746486720464  1746486725633
read      222.6    90.9    63.8   105.9   116.7   209.9   264.0   288.5   304.7   322.5   345.1   379.2   446.5   547.2  1397.2  75008.2    75000  1746486727136  1746486732305
read      219.1    96.5    63.8   105.5   115.7   202.4   257.9   283.7   300.7   319.3   342.8   377.9   452.1   580.0  2072.3  79819.9    80000  1746486733810  1746486738979
read      220.5    99.7    63.8   106.9   117.3   202.4   258.0   284.8   302.3   321.2   344.8   380.9   455.3   599.2  2711.8  84970.6    85000  1746486740483  1746486745654
read      222.9    94.9    63.8   108.9   119.6   203.8   258.2   286.1   304.8   325.4   350.9   389.7   466.6   593.8  1611.3  90092.7    90000  1746486747157  1746486752327
read      219.4   100.5    63.8   107.5   118.1   200.1   253.6   281.3   299.9   319.9   344.6   381.3   455.3   587.5  2941.2  95120.8    95000  1746486753830  1746486759002
read      217.6    91.4    68.9   108.5   118.8   197.3   249.7   278.6   297.8   318.8   343.8   380.2   454.4   575.9  1541.3  99788.0   100000  1746486760506  1746486765676
read      217.7    99.5    63.8   108.4   119.0   197.2   248.1   276.8   296.4   317.8   343.4   380.3   456.8   600.6  2425.3 105391.0   105000  1746486767179  1746486772350
read      216.5    93.0    63.8   108.9   119.5   195.5   245.0   273.9   293.7   315.8   342.2   381.2   460.5   628.1  1323.3 110122.5   110000  1746486773854  1746486779025
read      219.9    90.0    68.9   110.3   121.4   199.9   250.3   278.8   298.3   320.0   345.9   384.7   461.8   594.0   961.6 114868.2   115000  1746486780529  1746486785700
read      219.9    93.6    68.9   112.3   123.9   199.3   247.0   275.2   295.4   317.6   344.3   383.0   462.0   608.8  2075.4 120207.2   120000  1746486787204  1746486792376
read      220.0    92.2    68.9   113.0   124.8   200.3   247.2   274.7   294.5   316.3   342.3   380.5   460.4   628.9  1511.1 125302.0   125000  1746486793880  1746486799053
read      229.5    97.8    68.9   116.9   130.0   210.4   258.3   286.1   305.7   327.9   355.1   394.9   477.4   695.4  1689.0 129959.2   130000  1746486800557  1746486805728
read      226.8    89.6    68.9   116.1   129.2   209.3   255.2   282.2   301.3   322.6   348.8   388.2   466.7   665.2  1119.3 134844.8   135000  1746486807233  1746486812403
read      223.3    98.9    68.9   116.5   129.6   205.3   248.5   274.3   293.4   314.8   341.2   380.0   459.8   651.4  2692.8 140097.6   140000  1746486813907  1746486819079
read      277.0   134.4    68.9   124.8   140.5   248.8   312.0   347.7   374.7   407.7   453.0   524.3   672.0   865.2  1968.1 145138.6   145000  1746486820583  1746486825755
read      242.9   102.1    68.9   124.0   138.8   225.1   271.8   298.4   317.8   340.6   369.3   413.8   515.4   735.0  2890.1 149895.8   150000  1746486827259  1746486832428
read      217.9    88.2    68.9   118.1   130.5   200.3   238.3   262.5   280.2   301.8   329.7   371.0   459.5   648.5  1803.7 155060.6   155000  1746486833933  1746486839104
read      255.6   113.9    68.9   130.5   146.4   235.5   281.9   308.9   328.8   353.1   386.1   438.4   580.1   920.7  3178.8 159794.3   160000  1746486840608  1746486845779
read      242.6   107.1    68.9   127.8   142.7   226.5   268.3   292.8   311.2   333.0   361.6   404.6   506.7   796.5  2694.1 164747.0   165000  1746486847283  1746486852455
read      334.5   178.0    68.9   140.7   161.1   295.2   369.8   419.9   459.7   507.9   571.1   662.3   818.0  1043.0  4919.8 160961.4   170000  1746486853959  1746486859132
read      309.8   148.5    74.4   139.9   158.7   276.0   344.7   389.8   423.8   463.9   513.4   584.6   724.9   942.0  2825.6 167570.0   175000  1746486860636  1746486865808
read      335.8   180.8    63.8   137.6   156.2   285.3   372.6   430.5   473.8   527.7   596.7   698.6   871.2  1079.4  1950.5 158291.1   180000  1746486867312  1746486872482
read      313.4   152.9    74.4   150.1   170.1   282.5   344.3   386.3   418.5   456.7   503.6   572.0   698.4   905.4  3805.2 175559.6   185000  1746486873985  1746486879158
read      340.2   111.2    74.4   183.9   210.6   332.4   380.2   405.7   425.3   447.8   475.8   522.2   622.7   813.2  1949.8 182591.4   190000  1746486880662  1746486885834
read      354.7   164.3    74.4   170.4   195.6   326.3   386.6   425.9   458.3   499.8   555.3   637.5   788.8  1024.1  4375.5 172454.4   195000  1746486887337  1746486892509
read      328.5   146.2    74.4   160.7   181.8   294.8   358.1   401.0   435.9   478.2   530.7   602.6   735.2   950.1  3101.5 177117.6   200000  1746486894012  1746486899185
read      362.6   135.4    80.4   191.7   220.2   342.7   397.6   431.8   458.6   491.0   533.1   593.9   721.9   936.7  3321.0 176373.1   205000  1746486900690  1746486905859
read      344.3   140.1    74.4   181.7   207.4   325.5   380.9   413.5   437.2   466.4   503.7   560.9   681.9   922.2  4635.9 182942.2   210000  1746486907362  1746486912532
read      378.9   258.4    74.4   181.2   209.9   336.4   403.3   449.9   487.4   536.6   605.0   713.9   918.4  1190.9 12123.1 168567.0   215000  1746486914035  1746486919210
read      377.8   147.6    74.4   193.6   224.1   355.8   413.6   450.2   478.2   513.9   562.0   633.7   779.1   999.8  3535.6 170394.8   220000  1746486920713  1746486925884
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 58.83%,1.00%,100.00%
