#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      171.7    74.9    63.8    95.9   108.0   173.8   184.7   191.4   196.6   201.9   212.3   228.2   269.9   846.8  3596.7   4965.4     5000  1746363304755  1746363309964
read      179.6    46.5    63.8    99.9   135.9   182.6   194.0   199.6   203.7   210.2   216.7   229.5   254.9   339.1  2375.7  10001.8    10000  1746363311468  1746363316676
read      192.0    81.9    63.8   116.5   144.2   193.6   207.2   214.4   219.0   226.3   233.5   247.4   273.9   380.3  2370.6  14823.0    15000  1746363318179  1746363323360
read      197.0    50.1    59.1   128.7   145.0   200.6   214.9   222.5   227.9   233.4   242.1   253.8   285.8   346.3  2317.4  19990.2    20000  1746363324864  1746363330042
read      203.0    53.2    63.8   131.7   145.8   206.6   223.6   231.5   236.7   244.7   252.7   267.3   295.6   385.8  2247.4  24966.8    25000  1746363331545  1746363336724
read      207.3    57.4    54.7   132.9   144.9   211.1   230.6   240.1   246.9   253.6   264.0   275.3   311.0   423.7  1953.5  30207.8    30000  1746363338228  1746363343409
read      210.8    62.0    59.1   134.6   145.4   215.9   237.2   247.1   253.4   261.6   270.6   285.6   316.2   387.8  1904.4  35023.8    35000  1746363344912  1746363350093
read      209.7    65.7    59.1   131.6   142.0   213.7   237.1   247.5   254.0   262.8   271.9   288.1   318.9   385.9  2510.3  40011.6    40000  1746363351596  1746363356781
read      214.6    66.5    59.1   133.9   143.6   219.6   244.9   255.8   263.2   270.7   280.7   295.0   328.4   399.9  2549.4  44860.4    45000  1746363358284  1746363363460
read      216.2    81.9    59.1   132.5   142.2   217.8   248.1   260.8   268.6   277.0   289.2   306.1   340.8   406.2  2564.7  50217.9    50000  1746363364964  1746363370144
read      215.6    61.8    59.1   132.0   141.4   214.9   250.6   264.0   272.1   282.0   293.0   310.8   343.8   408.3   775.5  54913.6    55000  1746363371648  1746363376829
read      216.8    82.0    54.7   132.0   141.1   213.7   252.0   265.5   273.6   284.0   294.9   313.5   346.5   432.7  2705.4  59822.4    60000  1746363378333  1746363383511
read      217.0    65.5    54.7   131.9   140.9   211.4   254.2   268.7   278.2   289.0   301.3   319.0   356.8   419.6  1039.1  65038.6    65000  1746363385014  1746363390192
read      215.2    72.8    54.7   130.3   138.8   207.6   252.0   267.4   276.9   288.0   300.1   318.4   355.7   415.5  2351.5  69926.6    70000  1746363391695  1746363396876
read      214.3    71.4    54.7   130.9   139.5   202.7   249.4   267.1   277.7   289.4   303.1   321.2   364.3   429.3  1182.7  75043.4    75000  1746363398379  1746363403557
read      216.2    76.6    54.7   132.3   140.9   201.6   251.1   270.1   281.7   293.6   308.6   328.6   368.2   434.5  2457.3  79961.8    80000  1746363405059  1746363410237
read      216.5    69.3    54.7   133.0   141.4   202.2   250.8   270.7   282.8   294.9   310.3   331.0   369.4   430.1   571.1  84921.6    85000  1746363411740  1746363416917
read      215.6    76.3    54.7   133.0   141.3   198.9   245.0   267.1   280.4   294.6   312.4   337.0   380.9   447.4  1334.2  90076.6    90000  1746363418421  1746363423599
read      217.2   103.9    54.7   134.9   142.8   198.7   245.3   269.1   283.5   298.5   316.0   340.0   383.1   456.3  1872.2  94983.5    95000  1746363425102  1746363430282
read      212.9    69.0    54.7   131.4   139.6   194.6   240.5   265.5   280.0   295.2   313.0   337.0   379.0   448.4   760.7 100112.4   100000  1746363431785  1746363436963
read      215.9    81.2    54.7   134.0   142.2   196.2   239.8   265.6   281.5   298.7   318.0   343.4   390.6   462.2  2174.3 105049.2   105000  1746363438466  1746363443647
read      215.9    72.0    54.7   136.0   143.6   196.0   237.4   263.6   279.9   297.7   318.4   345.8   398.0   480.1  1009.9 109905.2   110000  1746363445150  1746363450331
read      214.4    79.1    59.1   135.3   142.9   193.9   234.9   261.7   278.3   296.8   317.6   344.2   393.3   463.5  1398.7 115096.0   115000  1746363451834  1746363457010
read      209.8    74.1    59.1   133.1   141.0   188.8   228.6   255.2   271.8   290.5   311.4   338.3   385.1   457.2  1627.8 120146.9   120000  1746363458514  1746363463693
read      217.6    83.2    54.7   138.3   145.7   196.5   234.5   260.5   277.9   298.5   322.4   355.1   410.7   507.9  2387.6 125252.4   125000  1746363465196  1746363470376
read      214.4    72.1    54.7   138.0   145.2   193.9   230.4   255.6   272.7   293.1   317.4   349.6   404.5   486.6  1188.6 129958.2   130000  1746363471880  1746363477061
read      213.0    76.5    59.1   137.3   144.6   193.2   228.6   253.1   270.1   290.3   314.4   344.8   398.2   474.0  1626.4 135113.1   135000  1746363478564  1746363483744
read      218.5    74.8    59.1   139.4   148.0   199.0   234.7   259.1   275.7   296.3   320.8   354.4   409.5   496.5  2233.7 139874.7   140000  1746363485248  1746363490427
read      217.6    78.0    54.7   140.3   149.0   198.0   232.5   256.2   273.0   293.9   319.0   352.6   407.3   497.8  2095.6 144837.1   145000  1746363491930  1746363497108
read      214.3    74.1    59.1   140.3   149.0   195.7   227.9   250.4   267.1   286.9   311.9   344.8   401.0   471.0  1222.7 149836.5   150000  1746363498611  1746363503792
read      214.9    75.4    54.7   140.8   149.7   196.5   227.7   249.5   266.1   285.9   311.5   345.8   404.6   504.2  1527.1 154995.6   155000  1746363505296  1746363510472
read      216.4    66.1    59.1   141.5   150.6   199.3   230.5   251.2   267.0   286.2   311.4   346.3   406.7   483.0   816.3 159687.8   160000  1746363511975  1746363517153
read      226.7    84.9    59.1   146.4   155.8   210.7   242.5   263.1   278.1   297.2   321.5   358.4   422.6   507.6  2627.6 165184.1   165000  1746363518656  1746363523833
read      220.9    70.2    54.7   146.6   155.5   205.7   234.6   253.8   268.5   286.6   310.5   344.7   405.7   498.5  2125.7 169985.4   170000  1746363525336  1746363530513
read      216.7    81.3    59.1   144.5   153.8   202.0   229.4   247.1   260.8   277.0   300.3   335.8   398.1   492.5  3276.7 175179.0   175000  1746363532016  1746363537194
read      232.5    73.2    54.7   151.4   162.3   219.1   249.5   268.3   282.5   299.8   322.3   358.2   425.1   522.9  1549.3 180046.5   180000  1746363538697  1746363543875
read      250.1    98.7    59.1   153.4   164.9   232.4   270.8   294.4   312.2   333.1   359.6   398.6   479.8   658.7  2873.8 185215.2   185000  1746363545378  1746363550556
read      241.8    72.8    63.8   154.0   165.7   229.7   262.4   281.6   295.9   313.5   335.7   369.0   435.9   544.7  1129.9 189979.2   190000  1746363552059  1746363557235
read      234.0    72.3    59.1   156.3   167.3   223.4   250.3   266.7   278.5   294.0   314.7   346.2   415.9   538.1  1931.4 195147.3   195000  1746363558738  1746363563920
read      247.0    75.9    59.1   158.0   169.8   232.4   265.9   286.5   301.8   320.0   344.0   381.1   457.3   611.4  1710.7 199953.4   200000  1746363565423  1746363570599
read      259.8    83.2    63.8   162.7   175.6   243.9   280.6   303.9   320.7   341.6   367.8   404.8   482.1   598.3  2217.9 204142.6   205000  1746363572102  1746363577281
read      276.0   125.8    59.1   163.2   176.1   246.8   293.5   327.3   353.1   382.9   418.6   468.4   574.8   777.2  4362.1 200978.8   210000  1746363578784  1746363583963
read      266.5    87.0    59.1   168.5   182.1   248.0   282.0   305.3   323.8   347.8   379.9   427.1   515.5   643.7  1877.6 212394.1   215000  1746363585466  1746363590645
read      277.6    89.0    63.8   173.9   188.2   263.1   302.8   326.0   342.6   362.5   387.4   425.0   502.7   629.2  1919.4 212234.5   220000  1746363592147  1746363597329
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 67.25%,0.50%,100.00%
