#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      170.1   136.1    63.8    92.0   101.6   171.4   183.2   189.4   194.5   199.6   207.5   219.1   265.7   983.1  7840.8   4989.6     5000  1746361853585  1746361858796
read      188.5   134.5    63.8   103.4   138.4   188.9   201.0   208.8   214.2   220.3   230.4   246.1   284.0   475.8  9029.8   9956.8    10000  1746361860300  1746361865503
read      196.7    58.9    63.8   116.3   144.2   198.0   213.6   222.2   229.1   235.9   247.1   262.4   294.7   380.7  2098.1  14989.2    15000  1746361867007  1746361872179
read      200.3    52.6    59.1   127.5   143.5   202.3   220.6   230.5   236.9   245.7   254.6   270.6   301.5   366.6   749.6  19935.8    20000  1746361873682  1746361878851
read      212.0    59.2    59.1   131.1   144.2   213.4   237.1   249.3   257.3   266.5   276.0   292.8   325.3   388.2  1851.0  25000.8    25000  1746361880354  1746361885522
read      216.5    81.0    59.1   132.4   143.6   217.6   245.7   258.7   267.0   275.3   287.7   303.7   338.4   395.9  3217.3  30124.6    30000  1746361887026  1746361892197
read      220.2    79.3    59.1   131.5   142.3   220.1   253.6   267.6   276.6   287.2   298.3   317.0   353.6   409.2  1848.0  35087.2    35000  1746361893701  1746361898870
read      222.7    71.0    54.7   131.2   141.4   222.5   260.3   275.2   285.0   294.8   307.9   323.6   359.9   402.6  1521.1  39994.2    40000  1746361900373  1746361905542
read      230.3   151.4    54.7   132.6   142.2   226.3   268.3   284.9   295.1   306.8   319.1   339.3   373.8   459.5  9671.5  44970.0    45000  1746361907046  1746361912219
read      226.1    78.5    54.7   130.5   139.6   220.3   267.2   285.3   296.2   308.7   321.5   342.4   380.8   454.9  2291.0  49931.0    50000  1746361913723  1746361918892
read      229.1    80.0    54.7   131.2   140.3   220.3   272.3   291.5   303.7   316.2   331.7   351.9   395.1   479.6  2090.4  54895.0    55000  1746361920396  1746361925565
read      233.2    88.8    54.7   133.2   142.0   218.0   277.1   298.8   311.8   325.6   341.6   365.0   404.5   578.7  2271.3  60111.2    60000  1746361927068  1746361932241
read      227.8    87.6    54.7   131.6   140.1   207.4   269.1   293.8   308.5   323.4   340.8   365.2   406.7   471.7  1756.9  65387.6    65000  1746361933746  1746361938916
read      227.5    87.9    54.7   131.0   139.5   204.3   267.0   294.5   310.3   326.7   344.5   369.8   415.7   479.7  2253.4  69966.2    70000  1746361940420  1746361945591
read      233.8    93.9    59.1   133.9   142.2   210.0   276.1   303.7   319.7   336.5   355.4   379.7   426.5   494.2  3096.3  74809.0    75000  1746361947094  1746361952264
read      229.4    91.2    59.1   133.6   141.7   202.0   264.8   296.3   314.1   332.5   352.7   378.9   428.0   503.5  2574.7  79914.2    80000  1746361953767  1746361958936
read      229.3    88.7    54.7   132.5   141.0   201.8   263.1   295.7   314.6   334.0   355.5   383.7   432.7   503.6  1343.9  85076.6    85000  1746361960440  1746361965612
read      229.3    94.8    54.7   134.3   142.7   200.9   258.0   291.7   312.1   332.9   356.1   386.3   436.3   526.2  2288.4  89971.2    90000  1746361967116  1746361972287
read      229.2    88.0    59.1   133.9   142.4   202.0   257.6   290.7   311.2   332.4   356.2   387.5   439.6   522.6  1361.6  94873.2    95000  1746361973791  1746361978963
read      230.9    92.6    63.8   135.9   144.0   203.0   256.9   291.5   312.9   335.0   359.5   391.5   446.8   529.2  2200.6  99960.0   100000  1746361980467  1746361985637
read      229.7    92.4    59.1   136.2   144.3   201.2   252.5   287.5   309.8   332.7   358.1   391.1   448.4   547.1  2055.0 104663.0   105000  1746361987140  1746361992311
read      235.2    88.9    54.7   139.7   148.8   208.8   258.1   290.8   313.0   336.7   364.0   399.2   461.5   548.5  1495.9 110113.5   110000  1746361993814  1746361998984
read      236.9    85.9    59.1   140.4   149.9   210.9   260.5   293.9   316.1   339.5   365.9   399.0   458.1   541.9   982.0 114846.4   115000  1746362000487  1746362005658
read      242.5   108.1    59.1   142.4   152.5   217.6   266.7   297.9   319.0   341.8   368.0   402.3   467.8   601.5  2771.3 119972.4   120000  1746362007161  1746362012333
read      248.7    97.0    59.1   145.7   157.0   229.0   275.2   304.3   323.6   344.7   369.6   402.2   464.7   559.4  1971.7 124949.8   125000  1746362013836  1746362019008
read      242.9   126.1    59.1   145.6   156.1   220.9   265.1   293.4   313.3   335.4   361.6   397.1   462.7   550.0  2878.6 130117.8   130000  1746362020511  1746362025684
read      389.2   189.0    59.1   164.2   183.7   349.7   408.2   471.1   578.8   644.4   693.0   747.4   839.6   942.1  2482.6 130751.2   135000  1746362027187  1746362032358
