1747237449735, 9.268, 24.732, 4.273, 3.548, 4.024
1747237454755, .399, .398, .399, .199, .399
1747237459774, .449, .598, .399, .399, .200
1747237464792, .399, .199, .399, .400, .598
1747237469811, .698, 1.000, .600, .598, .796
1747237474831, 2.857, 7.171, 1.606, 1.803, .604
1747237479850, 3.021, 9.306, 1.012, .809, .809
1747237484870, 2.496, 6.625, 1.012, 1.217, 1.217
1747237489891, 1.808, 3.930, 1.212, 1.221, 1.018
1747237494914, 2.836, 7.534, 1.446, 1.232, 1.417
1747237499933, 2.314, 6.108, 1.234, 1.232, 1.234
1747237504955, 3.342, 9.803, 1.649, 1.226, 1.443
1747237509980, 2.851, 7.900, 1.244, .619, 1.250
1747237515003, 3.099, 9.024, 2.079, 1.244, 1.282
1747237520022, 3.076, 9.223, 1.452, 1.446, 1.670
1747237525047, 2.950, 8.830, .826, 1.250, 1.461
1747237530071, 2.971, 9.178, .828, 1.050, 1.257
1747237535095, 3.970, 12.834, 2.083, 1.914, 1.075
1747237540114, 4.667, 16.831, 1.518, 1.043, 1.255
1747237545139, 4.125, 14.841, 1.070, .833, .829
1747237550163, 5.246, 18.854, 1.282, 1.663, 1.242
1747237555190, 6.534, 24.324, 2.145, 1.511, 1.739
1747237560210, 7.114, 26.649, 1.720, 1.502, 1.301
1747237565243, 7.688, 27.464, 1.492, 1.502, 1.910
1747237570270, 9.046, 32.183, 2.760, 2.145, 1.498
1747237575297, 11.890, 44.337, 2.217, 1.525, 1.762
1747237580318, 11.869, 43.589, 2.417, 1.720, 2.188
1747237585348, 10.592, 38.530, 1.720, 1.486, 1.746
1747237590378, 11.681, 41.885, 1.709, 1.284, 1.986
1747237595405, 16.794, 60.393, 1.898, 2.407, 2.708
1747237600425, 17.042, 59.275, 2.968, 1.991, 1.742
1747237605456, 15.306, 52.361, 3.076, 2.396, 1.731
1747237610488, 15.780, 53.278, 2.838, 2.192, 2.173
1747237615516, 21.055, 70.612, 2.237, 2.934, 2.517
1747237620536, 20.962, 69.938, 3.160, 2.483, 3.225
1747237625568, 17.963, 60.000, 3.023, 2.360, 3.118
1747237630598, 18.524, 61.829, 2.375, 2.164, 3.090
1747237635626, 24.021, 79.365, 2.444, 5.022, 2.222
1747237640645, 23.880, 78.000, 4.611, 2.188, 3.181
1747237645678, 19.439, 64.102, 3.440, 1.906, 2.721
1747237650709, 19.903, 64.484, 4.026, 1.720, 4.269
1747237655741, 25.824, 82.071, 4.260, 4.566, 3.944
1747237660761, 27.217, 84.691, 4.504, 8.653, 2.702
1747237665792, 20.501, 66.799, 3.516, 4.395, 2.603
1747237670822, 20.235, 66.799, 2.888, 3.904, 2.422
1747237675854, 25.068, 80.677, 5.022, 3.786, 2.758
1747237680875, 26.766, 86.282, 3.686, 3.248, 4.943
1747237685905, 20.438, 66.733, 5.000, 2.580, 2.807
1747237690938, 20.662, 66.865, 5.215, 3.232, 2.795
1747237695970, 24.878, 79.166, 5.369, 5.405, 2.439
1747237700990, 26.732, 87.624, 5.854, 2.169, 3.016
1747237706023, 20.064, 66.799, 4.185, 1.498, 2.895
1747237711057, 20.352, 66.799, 3.921, 2.997, 3.370
1747237716091, 24.128, 77.579, 2.863, 3.333, 4.929
1747237721113, 28.848, 89.043, 5.191, 8.430, 4.137
1747237726144, 20.737, 66.998, 5.088, 3.282, 3.036
1747237731178, 20.566, 66.799, 4.434, 2.422, 3.463
1747237736208, 23.605, 76.294, 4.288, 3.587, 3.104
1747237741231, 27.332, 90.637, 4.157, 3.189, 3.311
1747237746262, 20.503, 66.799, 2.603, 4.867, 2.882
1747237751294, 20.728, 66.799, 3.303, 5.228, 2.876
1747237756324, 23.235, 74.950, 5.555, 2.004, 3.083
1747237761344, 30.213, 91.832, 11.401, 2.941, 4.491
1747237766377, 2.808, 7.784, 1.212, .603, 1.204
1747237771397, .399, .399, .399, .399, .597
1747237776416, .349, .596, .399, .399, .598
1747237781435, .548, .200, .598, .597, .200
1747237786454, .399, .399, .398, .399, .597
1747237791474, .349, .597, .399, .398, .200
