#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      183.9    77.2    68.9   120.5   131.9   178.6   195.8   205.1   212.5   220.8   232.9   254.0   326.9   814.7  3929.0   4945.8     5000  1747238669636  1747238674854
read      200.0    86.6    74.4   125.9   140.6   194.4   213.4   223.9   231.5   241.4   254.5   280.7   375.0   836.6  3953.5   9914.8    10000  1747238676358  1747238681574
read      196.3    66.6    74.4   119.9   134.2   193.4   212.2   222.7   230.7   240.4   253.6   275.1   337.1   541.6  2523.8  15094.8    15000  1747238683079  1747238688254
read      196.7    76.2    68.9   113.2   125.9   194.3   214.0   225.3   233.3   244.2   257.7   282.7   370.6   606.6  2871.2  20192.4    20000  1747238689758  1747238694933
read      204.2    81.8    68.9   111.1   123.1   203.1   226.1   238.1   248.0   259.2   273.6   299.3   384.9   806.3  2424.9  24893.6    25000  1747238696437  1747238701612
read      210.8    80.6    59.1   109.6   121.3   209.1   234.5   248.9   259.1   271.0   288.4   320.3   443.9   815.1  1924.2  29970.9    30000  1747238703118  1747238708293
read      208.8   145.1    68.9   106.0   117.2   209.1   235.9   250.6   261.0   272.3   288.2   312.8   374.0   671.4  8924.5  34945.8    35000  1747238709798  1747238714972
read      208.2   170.8    63.8   105.1   115.5   209.4   239.5   254.3   264.6   274.9   290.8   314.9   378.6   567.8  3492.3  39977.8    40000  1747238716476  1747238721653
read      204.2    73.7    59.1   103.8   113.9   207.0   238.0   253.3   263.9   274.7   290.2   313.8   371.5   496.3  1226.3  44817.6    45000  1747238723157  1747238728332
read      204.8    81.2    63.8   103.1   112.8   204.9   240.1   256.4   267.4   279.4   294.5   318.5   384.5   552.7  2820.2  50026.0    50000  1747238729835  1747238735011
read      207.3    83.2    59.1   102.0   111.9   206.1   245.0   262.4   273.4   287.2   303.9   330.9   397.0   566.0  2172.9  54937.0    55000  1747238736515  1747238741694
read      206.5    85.6    63.8   100.7   110.2   202.6   246.6   265.0   276.4   290.1   307.2   334.4   400.5   563.2  2331.7  60008.8    60000  1747238743198  1747238748373
read      215.1    96.7    63.8   101.8   111.4   204.4   256.8   277.9   292.0   308.0   327.4   360.2   461.3   733.6  1946.3  65195.6    65000  1747238749878  1747238755053
read      204.1    83.1    63.8   101.2   110.3   192.1   243.1   264.4   277.5   292.6   311.3   339.3   403.2   558.1  1371.6  69984.0    70000  1747238756560  1747238761742
read      208.9    94.0    63.8   101.7   111.2   192.0   246.3   270.4   285.9   302.9   323.7   359.6   445.1   594.7  2207.6  75108.9    75000  1747238763245  1747238768422
