1747238252957, 10.590, 27.324, 7.958, 3.221, 3.434
1747238257978, .548, .200, .400, .795, .597
1747238263000, .448, .597, .796, .200, .200
1747238268023, .548, .399, .399, .399, .597
1747238273044, .349, .597, .399, .399, .199
1747238278065, 1.605, 2.114, 2.105, 1.217, 1.422
1747238283086, 1.799, 2.096, 3.305, .814, .610
1747238288107, 1.808, 2.118, 2.935, 1.217, .814
1747238293128, 2.230, 3.991, 2.959, 1.018, 1.622
1747238298149, 2.933, 5.043, 4.605, .829, 1.252
1747238303171, 2.216, 3.455, 3.253, .828, 1.026
1747238308195, 2.379, 3.896, 3.904, 1.033, 1.033
1747238313219, 2.618, 3.761, 4.395, 1.234, 1.252
1747238318239, 4.090, 7.126, 6.928, 1.687, 1.702
1747238323266, 3.345, 6.208, 5.381, .840, .838
1747238328293, 4.139, 7.505, 6.681, 1.252, 1.255
1747238333317, 4.385, 8.071, 6.546, 1.663, 1.470
1747238338337, 6.756, 13.856, 11.483, 1.495, 1.059
1747238343362, 5.133, 9.502, 8.675, 1.698, 1.458
1747238348387, 5.372, 9.132, 9.403, 2.087, 1.902
1747238353415, 5.801, 9.280, 11.547, 1.652, 1.518
1747238358434, 11.605, 21.226, 23.349, 2.123, 1.538
1747238363462, 8.006, 13.729, 14.932, 2.575, 1.705
1747238368492, 8.585, 15.261, 15.419, 2.365, 2.123
1747238373520, 9.813, 18.750, 17.006, 2.365, 1.282
1747238378541, 16.552, 30.695, 31.294, 3.811, 2.826
1747238383571, 11.989, 22.000, 21.951, 3.225, 1.910
1747238388600, 11.793, 21.700, 21.748, 2.391, 1.918
1747238393629, 12.679, 22.850, 23.024, 2.844, 2.350
1747238398649, 20.997, 37.288, 40.661, 4.424, 4.100
1747238403678, 17.277, 28.540, 32.911, 3.524, 2.941
1747238408710, 18.196, 31.453, 33.545, 4.535, 3.063
1747238413740, 18.401, 33.905, 33.476, 3.671, 2.340
1747238418772, 28.856, 53.691, 53.318, 5.895, 2.921
1747238423793, 20.417, 36.717, 37.527, 3.253, 3.652
1747238428830, 21.970, 39.285, 39.406, 3.218, 4.504
1747238433868, 22.276, 39.186, 40.042, 2.586, 6.607
1747238438901, 34.505, 63.180, 60.000, 7.259, 4.279
1747238443920, 24.612, 42.919, 42.612, 7.289, 4.484
1747238448956, 25.067, 44.654, 43.248, 6.401, 3.803
1747238453993, 25.894, 47.433, 45.228, 4.376, 3.579
1747238459026, 38.901, 67.446, 70.362, 5.345, 7.263
1747238464045, 30.118, 52.156, 53.182, 7.025, 3.516
1747238469079, 29.481, 49.897, 51.124, 7.432, 5.986
1747238474115, 28.671, 49.377, 49.896, 5.973, 5.681
1747238479151, 43.523, 77.439, 75.000, 5.739, 7.487
1747238484172, 33.783, 56.964, 61.554, 5.215, 6.378
1747238489209, 31.808, 53.497, 55.172, 7.640, 6.392
1747238494255, 33.082, 55.942, 55.306, 9.213, 6.666
1747238499295, 47.176, 82.765, 77.983, 7.936, 8.980
1747238504319, 39.186, 67.605, 66.262, 9.280, 7.126
1747238509358, 34.486, 58.299, 59.432, 7.900, 7.111
1747238514398, 35.132, 58.452, 61.523, 8.444, 7.126
1747238519432, 48.404, 83.333, 87.051, 8.275, 5.133
1747238524453, 42.116, 73.652, 73.053, 8.149, 6.621
1747238529493, 37.592, 63.672, 63.600, 8.167, 9.131
1747238534535, 38.030, 63.762, 63.492, 10.549, 8.295
1747238539577, 51.676, 87.698, 82.600, 17.814, 7.829
1747238544598, 44.759, 71.544, 76.646, 17.006, 6.833
1747238549639, 39.446, 63.618, 64.682, 15.754, 8.203
1747238554681, 39.926, 65.208, 65.079, 13.363, 9.955
1747238559720, 51.729, 84.782, 84.920, 11.161, 15.116
1747238564743, 46.782, 78.260, 79.603, 4.989, 16.744
1747238569787, 11.418, 19.246, 19.521, 1.821, 3.519
1747238574807, .399, 0, .398, .798, .399
1747238579826, .448, .796, .399, .399, .200
1747238584845, .498, .597, .597, .597, .399
1747238589864, .399, .400, .399, .400, .398
1747238594884, .349, .398, 0, .597, .200
