1747237052436, 8.517, 19.749, 4.984, 4.119, 4.844
1747237057456, .399, .796, .200, .200, .398
1747237062477, .448, .399, .399, .200, .399
1747237067497, .597, .597, .597, .597, .598
1747237072516, 2.527, 8.380, 1.195, .402, .602
1747237077537, 4.570, 14.808, .804, .607, .202
1747237082558, 6.098, 20.475, 1.414, .614, .616
1747237087578, 4.538, 15.145, 1.018, 1.020, .409
1747237092599, 4.058, 13.663, 1.428, .205, .409
1747237097623, 3.781, 12.373, 1.030, .814, .616
1747237102647, 3.645, 13.157, .829, .627, .628
1747237107666, 3.009, 10.888, .836, .824, .619
1747237112689, 2.687, 9.534, .833, .207, .414
1747237117713, 2.805, 9.234, .626, 1.033, .622
1747237122738, 3.854, 14.496, .843, .432, .849
1747237127759, 3.685, 13.875, 1.037, 1.066, .418
1747237132784, 3.190, 11.848, .423, .842, .623
1747237137810, 3.264, 10.895, 1.068, .842, 1.041
1747237142836, 4.997, 20.424, 1.082, .652, .432
1747237147855, 5.391, 20.000, 1.101, 1.066, .852
1747237152885, 4.890, 18.092, 1.263, 1.066, 1.702
1747237157911, 5.260, 20.289, .833, .856, .646
1747237162942, 8.493, 34.715, 1.307, 1.089, 1.082
1747237167961, 7.869, 30.370, .655, 1.295, 1.762
1747237172990, 8.021, 29.742, 1.301, 1.282, 1.511
1747237178019, 8.936, 33.256, 1.528, 1.282, 1.298
1747237183047, 13.941, 52.447, 1.580, 1.312, 1.538
1747237188068, 14.052, 50.643, 2.422, 1.746, 1.086
1747237193098, 13.711, 47.433, 1.960, 1.545, 1.716
1747237198129, 14.477, 50.000, 1.965, 1.785, 1.931
1747237203158, 20.983, 69.105, 2.708, 3.240, 3.253
1747237208179, 18.992, 60.692, 4.318, 2.631, 4.308
1747237213212, 16.541, 53.707, 3.820, 2.370, 3.070
1747237218243, 16.818, 54.527, 3.587, 2.164, 3.260
1747237223274, 23.510, 75.449, 5.882, 2.947, 2.921
1747237228294, 21.846, 72.781, 3.070, 3.752, 1.785
1747237233323, 18.720, 62.772, 2.643, 3.837, 1.511
1747237238351, 19.204, 63.708, 3.131, 2.586, 2.783
1747237243384, 26.404, 83.104, 7.582, 3.289, 3.139
1747237248405, 24.123, 79.522, 1.716, 3.964, 5.336
1747237253435, 20.255, 66.534, 3.253, 3.050, 3.318
1747237258468, 20.651, 66.401, 4.595, 3.913, 3.083
1747237263502, 27.890, 85.657, 5.393, 7.256, 4.166
1747237268523, 25.390, 81.075, 3.418, 6.775, 5.000
1747237273553, 20.490, 66.799, 3.036, 4.157, 3.311
1747237278584, 20.341, 66.732, 2.850, 3.671, 3.539
1747237283614, 26.198, 84.462, 3.881, 4.260, 4.035
1747237288635, 26.663, 82.071, 6.088, 3.253, 7.656
1747237293669, 20.928, 66.733, 5.145, 2.807, 4.347
1747237298701, 20.839, 66.732, 6.578, 2.396, 2.608
1747237303732, 25.829, 83.433, 6.682, 3.333, 2.660
1747237308752, 25.641, 83.333, 4.377, 4.008, 3.555
1747237313782, 20.735, 66.666, 3.786, 5.364, 3.043
1747237318812, 20.460, 66.600, 4.357, 3.318, 2.643
1747237323843, 26.565, 82.669, 3.056, 10.284, 3.464
1747237328862, 25.691, 84.262, 5.287, 3.118, 3.050
1747237333891, 21.181, 66.600, 6.911, 4.395, 2.396
1747237338920, 21.184, 66.932, 6.768, 3.516, 3.478
1747237343952, 25.568, 81.312, 4.683, 2.620, 6.153
1747237348972, 26.790, 85.229, 7.744, 2.483, 4.035
1747237354003, 20.739, 66.666, 7.239, 2.155, 2.188
1747237359036, 20.575, 66.600, 5.803, 3.198, 2.401
1747237364064, 23.888, 80.478, 3.010, 2.895, 2.466
1747237369083, .399, .398, .399, .597, .399
1747237374101, .349, .399, .399, .597, .398
1747237379119, .548, .399, .399, .597, .200
1747237384137, .399, .399, .399, .400, .398
1747237389155, .399, .795, .399, .598, .399
1747237394174, .349, .398, .597, 0, .200
