#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      210.8   431.3    63.8   107.7   121.7   189.8   215.2   229.3   239.1   251.1   266.5   290.2   383.5  4854.0 17188.5   4944.8     5000  1747236670728  1747236675944
read      196.8    94.5    63.8   109.6   124.9   190.6   216.3   229.8   239.2   251.2   266.3   289.6   343.3  1051.4  4755.9   9964.4    10000  1747236677449  1747236682667
read      208.1    72.4    63.8   111.9   127.2   208.5   232.4   245.5   254.2   265.9   279.7   303.0   355.9   706.4  2293.6  14934.0    15000  1747236684172  1747236689349
read      217.7    68.1    68.9   111.5   127.2   220.6   245.7   259.3   269.2   281.0   295.8   317.8   367.2   512.2  1393.1  19875.8    20000  1747236690853  1747236696030
read      224.3    93.5    68.9   111.4   125.3   224.5   252.5   267.7   278.0   290.8   307.0   332.3   407.6   808.7  3296.7  25012.0    25000  1747236697534  1747236702709
read      215.2    74.0    68.9   107.0   119.2   217.4   246.0   261.2   271.6   284.1   297.9   320.3   374.9   549.7  2043.9  29825.4    30000  1747236704213  1747236709390
read      222.5    78.7    63.8   106.1   118.0   224.4   257.9   274.2   285.8   297.7   314.8   340.7   409.2   644.0  1374.8  34891.2    35000  1747236710893  1747236716071
read      214.9    84.4    68.9   105.2   116.4   213.5   249.4   266.7   278.1   291.5   308.9   336.4   401.4   590.5  1961.9  39972.6    40000  1747236717575  1747236722760
read      220.1   126.7    68.9   101.6   112.0   211.1   255.0   275.9   290.2   306.9   328.1   363.6   469.5  1452.5  3963.3  44775.7    45000  1747236724265  1747236729442
read      217.1    98.3    63.8    99.4   109.5   211.4   255.8   276.1   290.6   307.4   328.6   364.1   460.2   695.5  2840.1  50032.8    50000  1747236730946  1747236736126
read      222.2   104.9    59.1   101.0   110.8   209.9   262.7   288.2   305.5   324.2   346.5   381.7   469.4   798.1  2140.2  54922.4    55000  1747236737630  1747236742808
read      220.9   149.0    63.8    99.8   109.5   207.5   261.9   287.3   304.3   323.1   346.1   380.9   464.5   640.5  2829.8  59880.3    60000  1747236744313  1747236749488
read      219.1   105.3    63.8    99.1   109.1   202.6   258.5   285.9   304.1   324.1   348.8   387.2   478.4   721.4  1563.4  64927.0    65000  1747236750993  1747236756169
read      220.0   104.3    63.8    98.2   108.1   203.5   260.5   288.3   306.7   326.9   351.8   390.3   489.2   717.9  1885.5  70078.4    70000  1747236757673  1747236762852
read      223.8   115.8    63.8    99.1   109.1   202.4   260.6   290.4   310.9   333.9   361.8   403.7   530.8  1004.4  2831.6  75081.7    75000  1747236764357  1747236769534
read      220.0   104.9    63.8    99.6   109.4   198.7   256.9   288.0   308.2   330.4   357.6   397.5   503.3   735.9  1469.0  79713.2    80000  1747236771039  1747236776218
read      223.5   116.6    59.1    98.2   108.4   203.3   263.2   294.3   315.0   338.0   365.2   403.2   498.0   761.9  1591.7  85058.2    85000  1747236777723  1747236782900
read      223.6   109.5    59.1    99.6   109.9   200.1   260.0   292.9   315.6   340.4   369.2   412.0   507.9   671.5  1575.9  90102.0    90000  1747236784402  1747236789582
read      223.8   152.4    63.8    99.1   109.6   200.9   261.1   293.4   315.2   339.1   367.3   406.9   504.6   673.4  1484.6  94906.2    95000  1747236791085  1747236796273
read      221.7   130.6    59.1   101.3   111.6   195.0   251.3   285.8   309.8   336.3   367.3   411.0   508.6   817.7  1979.8 100047.8   100000  1747236797776  1747236802955
read      222.8   108.1    63.8   101.4   111.7   196.5   254.4   289.8   314.7   341.8   372.2   415.9   509.0   689.2  1269.7 104874.4   105000  1747236804459  1747236809637
read      227.6   110.2    63.8   102.4   113.2   200.1   259.2   295.4   321.0   348.8   380.7   427.4   535.9   768.8  1497.0 110031.4   110000  1747236811141  1747236816317
read      228.3   119.6    59.1   102.5   113.6   200.0   258.1   295.0   321.0   349.3   382.1   429.0   536.9   777.7  2650.9 114874.6   115000  1747236817821  1747236822998
read      250.5   130.1    63.8   109.6   121.8   215.7   282.6   326.0   355.8   387.6   425.8   484.4   627.4   894.7  1747.6 119938.8   120000  1747236824502  1747236829680
read      245.9   129.4    59.1   108.8   120.8   208.7   271.9   317.3   348.7   382.5   422.3   482.5   635.6   930.5  1837.2 124972.0   125000  1747236831184  1747236836361
read      276.5   280.3    59.1   113.2   127.3   222.9   294.6   345.5   381.3   421.8   473.7   572.0   879.4  2014.9  6764.4 129785.6   130000  1747236837864  1747236843044
