1747236653999, 6.101, 6.061, 6.500, 5.279, 6.559
1747236659024, .597, .796, .400, .398, .596
1747236664044, .498, .199, .399, .597, .597
1747236669065, .648, .996, .796, .598, .798
1747236674085, 7.914, 25.040, 1.202, .606, .202
1747236679106, 9.668, 29.357, 1.609, .608, .806
1747236684127, 13.498, 38.179, 2.024, 1.014, .608
1747236689148, 20.801, 52.311, 2.653, 1.443, 1.030
1747236694169, 15.817, 42.800, 2.217, 1.422, 2.439
1747236699192, 15.947, 41.689, 3.413, 3.406, 3.413
1747236704214, 16.577, 42.605, 4.771, 2.822, 3.212
1747236709234, 22.198, 52.119, 8.267, 4.809, 5.964
1747236714256, 14.146, 37.423, 3.807, 3.012, 5.179
1747236719279, 9.911, 28.035, 3.048, 2.434, 3.455
1747236724302, 2.306, 6.413, 1.663, .828, 1.043
1747236729322, 1.267, 3.012, .634, .863, .854
1747236734348, 1.593, 5.102, .838, .416, .849
1747236739372, 3.327, 11.274, .843, 1.054, .843
1747236744397, 4.146, 14.634, 1.467, 1.498, 1.037
1747236749416, 7.740, 29.442, 1.515, 1.746, 1.952
1747236754442, 5.616, 20.286, 1.279, 1.046, 1.287
1747236759468, 6.511, 23.831, 1.709, 1.048, 1.273
1747236764494, 6.807, 24.766, 1.927, 1.252, .842
1747236769518, 13.258, 50.239, 2.164, 2.013, 1.541
1747236774537, 8.957, 33.182, 1.906, 1.075, 1.082
1747236779563, 10.568, 37.417, 1.473, 2.132, 1.939
1747236784590, 11.270, 40.685, 1.659, 1.070, 1.508
1747236789621, 18.857, 66.883, 2.540, 2.727, 2.132
1747236794641, 13.254, 47.907, 1.525, 1.511, 1.486
1747236799668, 13.672, 47.609, 1.528, 1.952, 1.931
1747236804698, 13.830, 47.807, 1.754, 2.608, 1.531
1747236809725, 22.679, 76.763, 2.488, 2.914, 2.823
1747236814744, 15.959, 55.804, 2.758, 1.483, 1.290
1747236819774, 15.972, 54.766, 2.471, .847, 2.603
1747236824803, 16.462, 56.161, 2.649, 1.268, 3.063
1747236829831, 27.009, 89.370, 4.081, 3.472, 1.781
1747236834851, 19.870, 66.205, 3.571, 2.008, 2.017
1747236839881, 19.197, 63.073, 3.348, 1.731, 3.728
1747236844912, 19.306, 64.299, 4.646, 1.284, 2.217
1747236849943, 29.212, 93.849, 4.816, 3.644, 3.546
1747236854964, 21.455, 71.570, 3.196, 2.183, 2.927
1747236859995, 20.706, 66.733, 3.340, 4.338, 3.719
1747236865024, 20.309, 66.799, 3.070, 2.888, 3.679
1747236870054, 28.579, 93.812, 3.104, 5.022, 3.432
1747236875074, 21.832, 73.107, 2.666, 1.935, 4.535
1747236880105, 20.042, 66.666, 2.838, 2.569, 3.355
1747236885136, 19.946, 66.733, 2.603, 3.640, 2.444
1747236890164, 28.954, 92.460, 3.539, 7.834, 2.745
1747236895183, 23.580, 74.400, 3.289, 8.258, 3.131
1747236900213, 20.493, 66.799, 3.524, 4.856, 1.766
1747236905244, 20.640, 66.600, 4.203, 4.565, 2.608
1747236910274, 28.087, 90.854, 4.398, 4.729, 2.684
1747236915294, 21.262, 72.055, 3.378, 2.040, 2.558
1747236920322, 20.277, 64.880, 4.194, 5.240, 2.597
1747236925352, 19.872, 64.214, 4.166, 4.175, 1.746
1747236930379, 27.046, 89.880, 5.239, 3.619, 1.518
1747236935398, 23.752, 76.494, 1.982, 5.869, 4.872
1747236940428, 21.095, 66.533, 5.321, 3.752, 3.938
1747236945462, 21.225, 66.666, 5.829, 4.212, 2.620
1747236950492, 28.414, 89.065, 4.666, 6.557, 4.524
1747236955512, 24.017, 77.844, 3.174, 4.888, 3.846
1747236960544, 21.521, 66.600, 5.309, 3.325, 5.156
1747236965576, 17.916, 54.980, 5.399, 4.086, 3.555
1747236970595, .349, .597, .399, 0, .399
1747236975614, .349, 0, .399, .398, .399
1747236980633, .498, .399, .399, .399, .795
1747236985653, .349, .398, .398, .399, .200
1747236990673, .349, .398, .399, .399, .597
1747236995693, .448, .399, .399, .399, .200
