#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      153.5    55.8    68.9   101.7   110.9   150.0   162.1   169.0   173.3   180.8   189.3   205.3   263.6   862.6  1443.0   4930.8     5000  1747316493334  1747316498537
read      165.4    71.5    63.8   106.3   118.0   162.0   175.1   182.9   188.0   195.9   204.9   220.9   277.5   865.1  3113.3   9960.2    10000  1747316500040  1747316505242
read      172.9    49.9    68.9   108.9   120.7   173.1   187.4   195.6   200.6   208.0   216.6   231.8   275.5   626.0  1440.4  15067.7    15000  1747316506746  1747316511914
read      180.8    78.2    63.8   107.6   120.0   180.1   197.1   206.0   212.6   219.7   230.8   249.0   302.2   833.8  2554.0  19979.6    20000  1747316513417  1747316518586
read      184.9    55.9    63.8   106.8   118.4   187.0   205.0   214.4   220.8   229.1   238.5   255.5   308.8   453.0  1445.1  24937.8    25000  1747316520089  1747316525259
read      188.9    58.1    59.1   106.3   117.9   192.0   211.7   221.5   228.5   235.5   247.7   266.1   319.5   482.2  1886.7  29978.6    30000  1747316526764  1747316531931
read      190.1    60.4    63.8   104.3   115.1   193.9   215.9   226.3   232.9   241.7   252.5   271.1   321.8   503.3  2095.5  34878.8    35000  1747316533435  1747316538604
read      193.1    73.5    59.1   105.5   116.3   194.9   220.5   231.6   239.5   249.3   261.8   282.1   343.5   503.1  3358.7  40043.2    40000  1747316540109  1747316545277
read      196.8    71.8    63.8   104.6   115.2   201.3   227.7   239.4   247.7   256.6   269.0   288.2   341.6   499.3  2013.8  44914.2    45000  1747316546780  1747316551949
read      195.0    74.4    63.8   103.6   113.8   196.8   226.6   239.0   247.7   257.0   269.5   289.2   341.5   534.7  2498.8  50098.6    50000  1747316553453  1747316558623
read      197.0    77.1    59.1   102.2   112.2   199.2   231.0   244.6   253.3   263.9   274.8   295.1   349.6   498.8  1335.2  54967.9    55000  1747316560127  1747316565295
read      195.3   102.5    63.8   100.7   110.4   192.7   229.6   244.9   254.5   266.0   279.0   300.3   362.0   494.8  1368.4  60087.0    60000  1747316566799  1747316571968
read      194.0    70.4    59.1   101.5   111.0   190.6   228.7   244.1   253.7   264.8   276.6   296.3   353.8   503.8  1705.8  64997.0    65000  1747316573472  1747316578641
read      194.7    75.7    63.8    99.9   109.6   189.2   231.1   247.4   257.7   268.6   282.2   303.0   360.5   528.2  2200.5  69964.3    70000  1747316580145  1747316585316
read      195.4    74.5    54.7   100.0   109.6   186.5   231.4   250.2   261.8   273.5   289.2   312.9   372.4   500.3   865.9  74948.0    75000  1747316586820  1747316591990
read      199.1   100.1    63.8   100.4   109.9   189.1   236.8   256.3   267.4   279.7   294.4   318.1   382.7   536.0  1904.1  80076.2    80000  1747316593494  1747316598664
read      200.3    88.8    63.8   101.1   110.5   188.1   237.5   258.6   270.5   283.7   298.5   322.7   393.6   585.2  2272.0  84858.8    85000  1747316600167  1747316605336
read      200.5    85.7    63.8   101.5   110.7   186.5   235.7   258.9   272.1   286.7   304.1   331.1   396.1   540.0  1818.8  89842.2    90000  1747316606840  1747316612010
read      198.2    85.8    63.8   102.0   111.4   182.3   227.8   252.3   267.1   282.9   301.6   331.3   401.9   591.5  2093.8  94906.4    95000  1747316613514  1747316618684
read      197.5    89.2    63.8   101.2   110.4   180.5   227.3   252.8   267.5   283.1   301.3   330.8   404.5   643.4  2617.2  99990.6   100000  1747316620188  1747316625356
read      197.7    90.8    59.1    98.4   107.9   181.8   230.1   255.3   269.4   284.9   303.2   332.1   406.1   590.7  2580.3 105292.6   105000  1747316626860  1747316632031
read      197.7    84.0    63.8    99.7   109.2   179.9   226.8   253.2   269.2   286.6   307.5   339.6   417.0   595.2  1227.9 109854.6   110000  1747316633535  1747316638706
read      197.8    86.7    63.8   100.6   110.0   178.3   224.9   251.9   268.7   286.9   309.0   342.4   424.9   618.1  1983.4 115204.3   115000  1747316640209  1747316645378
read      194.2    80.7    63.8   101.4   110.6   175.6   218.7   245.1   262.7   280.5   301.3   333.2   403.9   605.2  1297.1 119775.2   120000  1747316646881  1747316652053
read      194.2   100.9    63.8   100.3   109.9   175.7   217.9   243.9   261.5   279.1   299.7   332.4   404.8   631.7  2638.6 124904.2   125000  1747316653556  1747316658727
read      197.2    84.8    63.8   102.6   112.3   178.6   220.7   247.0   264.5   282.9   305.7   340.2   418.4   656.7  1594.4 129757.0   130000  1747316660230  1747316665401
read      197.9    85.6    63.8   103.7   113.6   178.9   219.6   245.1   263.0   282.0   305.9   342.0   429.5   666.7  2130.0 135416.6   135000  1747316666904  1747316672073
read      194.6    81.7    63.8   104.3   114.1   176.3   214.1   237.9   256.1   275.1   299.0   336.1   414.8   638.3  1753.3 139556.5   140000  1747316673576  1747316678746
read      196.4    95.6    68.9   105.6   115.4   177.2   214.9   238.5   256.7   276.1   301.6   340.4   428.4   663.9  1845.6 145295.2   145000  1747316680249  1747316685423
read      200.8   101.4    63.8   106.6   116.9   181.9   220.3   243.8   261.3   280.9   306.8   346.1   432.1   721.4  4173.2 149805.8   150000  1747316686926  1747316692098
read      199.9    86.3    63.8   108.5   118.6   182.1   218.8   241.7   258.9   277.9   303.4   342.3   430.0   692.7  1721.2 155179.2   155000  1747316693602  1747316698775
read      209.3    89.5    63.8   111.9   123.4   191.1   228.8   251.8   268.8   289.5   316.7   361.4   464.3   788.8  2109.6 160141.0   160000  1747316700279  1747316705450
read      204.0    88.0    68.9   112.2   123.5   187.2   222.3   243.6   259.8   278.5   304.4   344.3   435.1   736.8  1849.4 164712.2   165000  1747316706954  1747316712125
read      219.2   115.0    63.8   114.7   127.6   198.5   235.4   258.3   274.7   296.1   325.1   374.3   534.7  1559.3  2833.9 170124.7   170000  1747316713628  1747316718800
read      214.6    79.9    54.7   117.5   130.4   200.1   235.0   256.4   272.0   291.6   317.3   359.5   450.8   628.5  1175.6 174892.0   175000  1747316720304  1747316725475
read      212.3    95.6    68.9   115.6   127.8   192.9   228.1   249.7   266.6   287.9   317.8   370.8   503.5   791.4  2182.8 179953.3   180000  1747316726979  1747316732151
read      207.9    79.3    68.9   118.0   130.4   194.7   226.6   245.4   259.7   276.5   300.4   339.5   426.0   669.4  1584.0 185193.7   185000  1747316733655  1747316738826
read      223.9    92.2    59.1   123.6   137.7   208.8   242.7   263.4   278.7   298.3   326.1   372.2   482.7   768.8  2738.2 189769.0   190000  1747316740329  1747316745501
read      242.7   102.2    74.4   132.9   149.0   229.6   266.8   288.6   304.9   324.3   350.4   392.5   481.8   705.3  2753.9 194840.9   195000  1747316747004  1747316752176
read      229.0    96.2    63.8   124.1   138.7   211.9   247.3   269.1   286.3   308.4   339.2   392.4   511.0   780.4  1925.5 198964.8   200000  1747316753679  1747316758850
read      272.1   107.2    63.8   155.4   175.0   261.6   297.1   318.0   334.1   352.9   378.5   421.4   515.2   739.6  2495.4 202880.0   205000  1747316760355  1747316765525
read      263.9    90.4    74.4   154.7   173.6   253.4   286.8   306.3   320.2   339.2   364.3   403.9   502.6   789.2  2059.5 208107.8   210000  1747316767028  1747316772199
read      283.4   100.4    74.4   175.2   197.0   276.7   306.4   322.3   335.8   350.5   371.3   404.6   495.4   871.5  3528.2 212656.6   215000  1747316773703  1747316778874
read      287.4   121.5    68.9   170.4   191.6   277.3   312.4   332.8   347.3   367.2   393.0   433.9   531.7   738.2  1928.1 210020.4   220000  1747316780377  1747316785548
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 59.12%,1.00%,100.00%
