#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      260.5   112.0    68.9   122.5   140.4   243.1   294.8   323.9   345.1   370.6   402.0   450.4   545.6   721.8  2934.4 115153.8   115000  1746483985138  1746483990307
read      304.1   130.4    68.9   137.2   159.7   284.2   342.1   375.0   400.0   431.1   472.3   543.0   684.6   865.5  2025.9 119882.2   120000  1746483991812  1746483996984
read      545.0   197.6    93.8   322.2   355.6   480.0   555.4   669.6   743.0   801.2   854.9   920.5  1022.9  1178.1  3719.1 117458.0   125000  1746483998488  1746484003666
read      522.2   199.9    80.4   302.4   339.0   455.8   528.9   654.3   725.6   778.2   827.0   880.4   982.6  1174.3  4387.2 121724.4   130000  1746484005171  1746484010342
read      435.5   203.1    74.4   185.5   218.6   409.4   468.9   503.2   535.2   592.6   753.9   870.0   998.7  1157.1  2607.0 125590.5   135000  1746484011847  1746484017021
read      539.9   200.8    93.8   318.2   350.8   471.6   559.5   677.5   740.7   791.8   843.0   905.9  1009.2  1185.6  3963.7 119723.6   140000  1746484018525  1746484023700
read      541.0   206.9    86.8   323.4   354.8   468.7   549.6   679.6   747.1   797.8   846.6   907.1  1008.8  1306.8  5360.8 119571.8   145000  1746484025203  1746484030376
read      571.3   208.2    86.8   347.1   379.4   500.7   574.0   693.5   780.1   842.2   899.2   965.5  1076.2  1243.5  4409.7 113365.6   150000  1746484031880  1746484037052
read      492.9   183.7   101.3   288.4   316.0   424.4   546.3   640.0   681.3   718.7   756.9   807.5   936.7  1128.5  3690.2 131140.9   155000  1746484038556  1746484043731
read      581.7   223.4    86.8   346.4   384.5   512.8   581.0   676.1   783.2   860.5   922.8   992.9  1095.9  1308.8  6691.1 111330.6   160000  1746484045236  1746484050405
read      562.7   209.6   101.3   338.6   373.1   493.4   565.3   681.1   767.7   831.0   886.6   948.8  1064.8  1266.1  4956.3 115100.0   165000  1746484051910  1746484057082
read      510.8   188.4    86.8   305.2   334.5   441.4   528.6   649.7   708.2   755.1   798.4   853.5   942.6  1143.7  3841.1 126565.8   170000  1746484058586  1746484063761
read      552.6   209.6    80.4   325.8   358.5   487.0   569.2   679.3   751.0   808.0   862.3   929.8  1049.3  1271.1  4849.6 117122.9   175000  1746484065266  1746484070438
read      532.0   196.7    93.8   307.3   337.6   475.4   555.7   646.3   705.9   765.5   837.0   920.4  1036.1  1203.1  2967.1 121622.2   180000  1746484071942  1746484077115
read      552.4   206.9    80.4   322.6   355.3   487.4   568.3   674.1   745.0   809.1   870.7   940.2  1064.0  1252.9  4496.0 117196.4   185000  1746484078619  1746484083796
read      496.9   186.2    63.8   296.4   323.5   424.7   532.8   649.7   697.1   734.0   773.4   820.2   918.1  1143.7  3818.9 130054.8   190000  1746484085298  1746484090468
read      572.8   210.7   101.3   349.0   382.1   502.1   571.9   681.2   778.5   846.9   905.6   973.2  1083.4  1277.5  4651.0 113114.1   195000  1746484091971  1746484097147
read      551.2   208.3    93.8   332.3   364.8   479.9   552.0   685.0   759.7   815.5   864.4   924.8  1019.0  1200.6  4734.2 117444.5   200000  1746484098651  1746484103826
read      566.8   212.3    93.8   346.4   378.3   493.2   563.5   691.9   780.2   840.9   894.7   954.1  1067.5  1304.6  4634.0 114216.2   205000  1746484105329  1746484110499
read      501.5   195.7    93.8   293.4   322.9   436.9   528.4   627.3   684.8   732.3   781.6   846.8   969.4  1143.6  5099.6 128929.5   210000  1746484112003  1746484117174
read      495.2   181.8    80.4   296.5   323.2   422.7   535.1   651.2   696.6   731.5   769.3   811.6   913.0  1092.0  3291.3 130506.9   215000  1746484118678  1746484123851
read      491.9   180.4    86.8   292.9   321.8   422.5   518.9   638.7   689.0   728.0   768.3   813.9   912.0  1109.8  3503.0 131385.1   220000  1746484125356  1746484130530
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 60.05%,0.00%,100.00%
