#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      166.7   100.1    63.8    90.9   100.6   169.5   181.2   186.9   192.1   197.5   203.5   216.4   253.9   839.6  4937.2   5010.0     5000  1746361469331  1746361474538
read      179.1    42.5    63.8    98.8   132.1   182.3   194.6   200.7   205.7   211.9   218.1   231.8   267.1   319.1  1886.9   9973.4    10000  1746361476042  1746361481243
read      191.9    43.6    59.1   110.7   141.6   194.7   209.4   216.4   222.2   229.5   237.5   253.6   290.4   343.5  1079.5  15028.2    15000  1746361482747  1746361487918
read      202.2    56.5    59.1   126.6   141.9   204.7   222.1   231.7   238.7   248.2   259.3   274.5   311.1   396.4  1188.2  20019.8    20000  1746361489421  1746361494591
read      204.8    57.2    59.1   127.9   140.3   206.6   227.9   239.4   247.8   256.7   268.3   284.6   315.9   388.3  1271.6  25004.6    25000  1746361496094  1746361501264
read      213.1    70.8    54.7   128.7   139.5   212.9   241.6   255.3   264.2   273.0   285.2   300.6   337.9   449.3  2500.0  30015.0    30000  1746361502767  1746361507939
read      217.8    62.4    59.1   131.5   141.9   217.4   250.9   265.1   273.8   284.3   295.2   313.8   346.3   409.4   937.8  34967.4    35000  1746361509442  1746361514615
read      220.4    79.4    54.7   128.1   137.7   219.5   257.4   271.8   281.4   291.5   304.0   320.2   362.1   482.0  2369.4  40015.8    40000  1746361516118  1746361521288
read      221.5    69.2    54.7   128.8   138.2   219.5   261.5   277.1   287.3   297.5   311.3   329.6   367.3   428.9   930.3  45131.2    45000  1746361522792  1746361527964
read      223.2    80.9    59.1   129.7   138.8   217.2   264.3   281.4   291.8   303.4   316.6   336.9   373.2   453.3  2376.2  49944.0    50000  1746361529467  1746361534637
read      225.9    88.4    54.7   128.5   137.0   219.3   269.8   288.1   299.4   311.7   325.6   344.6   384.3   441.0  2735.9  55028.3    55000  1746361536141  1746361541311
read      225.9    96.3    50.7   129.2   138.0   210.8   268.5   289.2   301.9   314.8   330.4   350.4   394.2   500.5  3037.3  59947.6    60000  1746361542814  1746361547983
read      226.2    79.0    54.7   129.9   138.5   208.8   268.5   291.8   306.0   320.1   337.2   360.2   400.0   457.0   647.9  64868.0    65000  1746361549486  1746361554656
read      223.1    94.0    54.7   128.2   136.2   201.1   263.2   287.7   302.5   317.3   334.8   358.3   400.5   474.1  2906.4  70128.6    70000  1746361556159  1746361561330
read      224.9    88.0    54.7   129.1   137.9   201.2   264.0   290.3   306.4   322.7   341.3   366.4   409.4   471.1  1520.0  74940.0    75000  1746361562833  1746361568004
read      226.4    86.1    54.7   131.4   140.1   201.9   264.0   292.1   308.7   325.5   343.5   368.3   410.6   475.6  2277.0  80149.5    80000  1746361569508  1746361574680
read      225.2    94.3    50.7   130.1   138.3   199.4   261.7   291.0   308.6   326.5   345.2   370.9   419.8   493.4  2617.7  84989.6    85000  1746361576183  1746361581354
read      224.8    87.7    50.7   129.6   137.9   198.0   258.5   289.6   308.4   327.4   347.8   374.9   428.5   529.0  2123.7  89866.2    90000  1746361582858  1746361588031
read      222.9    82.9    54.7   131.2   139.8   197.6   251.0   282.6   302.6   322.6   344.3   372.4   423.5   481.1  1027.3  94763.2    95000  1746361589534  1746361594703
read      224.3    84.4    54.7   132.2   140.6   197.9   251.1   283.7   304.2   324.8   347.1   376.4   429.7   501.0  1318.5  99795.1   100000  1746361596206  1746361601376
read      225.3    90.1    54.7   132.0   140.6   199.8   251.7   284.4   305.0   325.6   347.7   376.9   430.4   502.2  1890.3 105252.6   105000  1746361602879  1746361608053
read      229.1    83.0    54.7   136.1   144.4   204.6   254.0   285.8   306.9   328.8   352.8   384.7   436.0   507.1  1065.9 109926.1   110000  1746361609557  1746361614728
read      230.5    88.4    54.7   137.4   145.7   205.5   253.6   286.4   308.1   330.6   355.6   387.9   441.1   519.9  1549.1 115060.8   115000  1746361616231  1746361621400
read      229.0   110.1    59.1   135.7   144.6   205.3   250.5   281.7   303.1   324.9   349.0   381.8   435.9   534.9  2606.3 120052.0   120000  1746361622903  1746361628075
read      258.1   104.9    59.1   143.1   154.1   233.2   289.2   319.9   341.0   364.6   393.4   436.4   556.7   729.8  2505.6 125405.8   125000  1746361629578  1746361634751
read      317.6   137.7    59.1   153.9   170.9   298.2   353.4   385.6   410.9   445.6   496.4   575.0   692.5   818.3  2262.3 129909.4   130000  1746361636254  1746361641426
read      240.1    83.9    59.1   142.5   153.7   221.8   263.2   290.0   309.1   330.0   354.7   389.8   456.5   641.9  1254.6 135154.0   135000  1746361642929  1746361648097
read      417.7   166.7    63.8   190.5   228.1   370.9   494.1   553.5   585.2   617.4   652.1   695.3   781.3   937.4  2437.0 136710.1   140000  1746361649600  1746361654771
read      475.1   168.7   127.6   270.4   300.2   420.2   539.5   609.5   648.4   683.0   720.3   766.5   847.7   973.3  3474.4 134633.3   145000  1746361656274  1746361661445
read      335.9   164.4    63.8   173.6   193.2   303.7   352.6   382.8   409.4   460.4   554.2   646.0   758.8   917.6  4347.3 145336.0   150000  1746361662949  1746361668122
read      423.6   137.8   109.4   239.3   258.1   439.1   513.2   537.6   553.5   573.1   592.8   629.3   692.7   806.6  1947.5 148201.6   155000  1746361669626  1746361674800
read      428.4   154.1    86.8   242.7   262.7   428.4   520.4   548.9   566.8   584.7   607.6   636.3   694.5   842.9  3908.9 147713.4   160000  1746361676303  1746361681472
read      422.6   139.5   101.3   239.3   259.6   425.0   510.0   537.8   555.8   575.9   596.9   631.5   691.6   806.2  2425.4 150678.0   165000  1746361682975  1746361688149
read      407.4   123.8   118.1   224.3   244.4   428.8   480.6   502.0   516.6   533.1   549.6   581.8   639.3   780.0  1992.6 155380.3   170000  1746361689652  1746361694823
read      440.1   180.4    68.9   255.4   275.9   397.7   537.1   572.7   593.1   614.4   635.8   670.9   733.7   993.0  4062.0 146191.5   175000  1746361696327  1746361701497
read      481.8   178.7   118.1   284.2   309.5   414.0   563.4   630.1   663.2   694.3   726.9   768.3   839.2   942.0  4562.5 133957.6   180000  1746361703000  1746361708171
read      457.8   157.0    86.8   263.6   285.1   412.2   560.6   596.4   617.1   637.8   665.0   694.9   754.9   866.0  2162.5 140863.7   185000  1746361709673  1746361714848
read      427.2   150.7   109.4   233.4   253.5   429.6   497.7   525.1   542.5   567.2   600.9   666.8   769.1   941.2  4084.4 150743.8   190000  1746361716351  1746361721521
read      466.8   164.3    93.8   273.0   297.5   406.2   554.9   605.9   633.9   662.8   692.1   734.5   804.0   942.4  3200.3 138255.4   195000  1746361723024  1746361728196
read      477.7   166.9   118.1   274.8   298.6   421.2   561.3   617.8   651.0   684.2   720.5   765.1   843.1   942.2  2294.0 135151.4   200000  1746361729700  1746361734882
read      424.9   152.9    86.8   241.0   261.9   422.6   511.7   540.9   559.8   579.4   601.7   632.7   688.4   811.4  4436.0 151598.2   205000  1746361736384  1746361741558
read      413.7   131.1    86.8   231.7   251.8   429.7   492.1   517.0   533.0   549.0   573.1   602.8   671.4   789.2  2569.5 155677.2   210000  1746361743062  1746361748233
