Random waveform, supplied seed
Total number of intervals = 134 (5319, 118456, 14807, 156463, 28584, 8060, 173248, 35709, 53312, 142106, 67298, 9202, 112614, 14678, 84900, 78527, 71117, 143897, 63774, 105494, 52991, 8157, 45523, 143551, 32455, 140524, 79870, 68547, 167378, 71048, 23332, 108627, 31521, 15365, 93741, 88752, 75839, 47638, 164553, 26684, 103013, 168492, 71479, 98086, 145673, 168771, 34906, 28933, 99751, 124678, 108827, 59514, 75254, 14326, 129032, 144334, 67748, 31935, 152964, 24510, 142233, 101923, 56806, 63569, 160336, 21899, 7042, 29634, 150091, 37119, 121334, 93398, 103013, 165910, 80452, 42779, 48458, 122177, 80746, 85092, 159254, 41774, 127008, 76766, 57778, 124636, 99557, 8674, 157899, 11532, 63522, 70274, 142650, 108738, 132659, 24898, 7593, 17596, 136415, 142719, 38570, 9330, 166088, 101314, 147935, 39225, 173098, 127770, 97194, 30527, 109837, 66634, 43157, 99823, 108232, 39166, 44521, 104945, 97301, 73173, 40131, 176336, 127312, 97810, 50882, 72895, 97764, 162367, 31031, 177679, 122047, 167697, 9912, 136895)
Average QPS expected = 85376
Timestamp start: 1747423523183
Timestamp end: 1747424323459

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      190.6    87.1    63.8   113.4   127.0   190.2   205.0   213.5   218.8   227.1   235.4   252.7   299.8   989.2  4343.2   5276.8     5319
read      212.3   132.0    68.9   109.7   119.7   188.5   230.6   256.0   274.1   295.7   323.0   367.0   493.2  1752.4  4175.7 118215.5   118456
read      193.0    81.4    68.9   113.7   127.7   192.1   210.5   220.3   227.9   235.5   248.4   267.2   308.6   912.1  3926.7  14868.7    14807
read      222.6   106.7    68.9   119.2   132.4   205.6   243.5   266.4   283.5   304.3   332.0   374.6   474.2   868.6  3040.5 156358.7   156463
read      204.8    70.5    59.1   111.2   122.4   206.7   231.2   244.1   252.9   264.1   276.8   298.3   346.0   456.0  2168.6  28502.7    28584
read      181.8    65.0    68.9   112.1   126.4   180.1   194.9   202.5   209.6   216.7   227.4   243.9   290.3   921.2  3265.3   8119.8     8060
read      254.1   109.5    63.8   131.2   147.7   235.2   280.3   307.4   327.5   352.3   385.0   434.2   537.7   730.9  3419.8 173199.3   173248
read      207.8    69.0    63.8   109.7   119.7   209.8   238.3   252.9   263.5   274.7   290.6   314.5   367.4   463.9  1269.9  35728.8    35709
read      211.1    94.2    63.8   107.8   117.2   206.7   245.2   263.9   276.1   291.3   310.5   339.8   402.3   541.0  3180.7  53345.5    53312
read      212.0    90.8    68.9   113.4   125.2   194.4   232.3   255.5   272.8   293.7   320.3   363.4   459.0   779.4  1972.5 142105.7   142106
read      211.1    91.1    63.8   107.1   116.6   199.9   245.6   267.4   282.0   298.3   319.6   353.5   424.4   567.5  2182.6  67370.0    67298
read      189.6    67.6    68.9   113.5   128.0   188.9   204.9   214.1   220.3   228.6   237.9   254.7   295.5   919.1  2955.4   9176.7     9202
read      212.4   111.9    68.9   109.5   119.7   191.2   233.7   260.0   278.7   301.3   330.3   372.9   468.9   997.7  3002.5 112585.8   112614
read      200.4    70.1    68.9   114.1   128.3   200.9   220.0   230.5   237.6   247.5   259.2   277.4   321.1   836.1  1123.1  14570.7    14678
read      213.9    97.1    63.8   107.9   117.7   194.2   242.1   269.1   287.9   309.2   335.6   373.8   463.8   689.5  2462.3  84813.8    84900
read      214.1    94.7    68.9   107.5   117.1   195.4   244.8   271.2   289.3   310.2   335.9   373.0   460.4   702.4  1459.1  78478.2    78527
read      219.3   110.8    63.8   108.8   118.5   202.1   251.4   276.2   293.4   313.4   338.3   374.1   466.4   941.9  4009.2  71152.2    71117
read      220.7   112.7    68.9   116.9   129.9   202.9   241.0   264.3   281.5   302.4   329.9   372.0   468.3  1084.5  3963.6 143990.2   143897
read      217.1   102.0    68.9   107.6   117.2   204.0   252.3   275.5   291.7   310.1   332.7   366.9   443.1   751.1  2934.0  63789.5    63774
read      211.4    95.5    63.8   108.5   118.6   190.5   234.2   261.1   280.3   302.9   331.5   373.4   466.9   847.8  1476.0 105396.3   105494
read      216.9    93.0    59.1   108.2   117.7   210.7   254.0   274.6   288.9   305.1   324.6   355.4   419.9   588.8  3295.0  53022.8    52991
read      189.0    78.3    68.9   114.1   128.8   188.4   203.9   212.6   218.0   226.3   235.1   252.3   293.3   924.8  2481.1   8152.0     8157
read      217.2    88.6    63.8   109.3   119.0   215.0   253.7   272.4   285.4   299.4   317.7   345.2   408.6   609.0  1846.9  45466.3    45523
read      220.9   110.1    68.9   116.1   129.1   202.3   240.8   264.6   282.2   303.6   331.8   374.5   476.4  1193.7  3170.6 143536.7   143551
read      207.1    73.6    68.9   108.2   118.5   208.5   237.2   252.0   262.5   273.6   289.2   312.1   363.1   544.5  2125.0  32373.8    32455
read      218.2   119.2    68.9   114.2   126.7   198.8   236.9   261.1   278.5   299.8   328.1   371.1   470.5  1313.2  3332.2 140307.7   140524
