Random waveform, supplied seed
Total number of intervals = 134 (5319, 118456, 14807, 156463, 28584, 8060, 173248, 35709, 53312, 142106, 67298, 9202, 112614, 14678, 84900, 78527, 71117, 143897, 63774, 105494, 52991, 8157, 45523, 143551, 32455, 140524, 79870, 68547, 167378, 71048, 23332, 108627, 31521, 15365, 93741, 88752, 75839, 47638, 164553, 26684, 103013, 168492, 71479, 98086, 145673, 168771, 34906, 28933, 99751, 124678, 108827, 59514, 75254, 14326, 129032, 144334, 67748, 31935, 152964, 24510, 142233, 101923, 56806, 63569, 160336, 21899, 7042, 29634, 150091, 37119, 121334, 93398, 103013, 165910, 80452, 42779, 48458, 122177, 80746, 85092, 159254, 41774, 127008, 76766, 57778, 124636, 99557, 8674, 157899, 11532, 63522, 70274, 142650, 108738, 132659, 24898, 7593, 17596, 136415, 142719, 38570, 9330, 166088, 101314, 147935, 39225, 173098, 127770, 97194, 30527, 109837, 66634, 43157, 99823, 108232, 39166, 44521, 104945, 97301, 73173, 40131, 176336, 127312, 97810, 50882, 72895, 97764, 162367, 31031, 177679, 122047, 167697, 9912, 136895)
Average QPS expected = 85376
Timestamp start: 1747423523183
Timestamp end: 1747424323459

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      216.2    96.4    68.9   109.0   118.6   197.2   246.6   273.1   291.5   312.4   338.3   375.7   463.2   695.8  1937.5  79834.5    79870
read      215.8    92.7    68.9   108.2   117.8   200.8   250.1   274.7   291.7   311.0   334.6   368.8   442.8   633.7  1637.4  68679.2    68547
read      268.0   125.9    68.9   136.8   154.2   248.9   295.0   322.8   344.2   370.5   403.6   457.1   560.6   961.5  3792.2 167105.7   167378
read      215.8    87.7    68.9   108.9   118.6   200.0   250.0   274.8   292.0   311.4   335.2   369.5   442.6   614.8  1214.0  70977.3    71048
read      210.4    81.4    68.9   112.2   124.4   211.7   235.5   248.7   257.8   268.8   283.0   305.8   357.9   715.1  2914.5  23240.3    23332
read      213.2   101.3    68.9   109.7   120.0   192.3   235.0   261.4   280.3   302.9   331.9   374.4   471.1   967.0  2151.8 108543.0   108627
read      213.6    76.1    68.9   109.8   120.3   216.5   245.6   260.5   270.6   282.7   296.7   320.2   374.2   502.9  1684.6  31511.2    31521
read      203.4    92.9    68.9   114.0   127.7   202.6   222.1   232.3   240.1   249.9   262.6   281.6   328.2  1049.0  3468.6  15427.3    15365
read      207.0    96.0    63.8   106.7   116.3   187.4   234.3   260.6   278.1   297.7   322.5   360.9   436.4   606.0  1739.1  93610.5    93741
read      209.7   115.8    63.8   106.0   115.5   188.4   236.8   262.8   280.0   299.4   323.3   362.5   458.9  1095.0  4017.6  88704.0    88752
read      224.9   100.9    59.1   106.6   116.9   207.1   258.9   286.7   306.5   329.9   359.7   401.7   496.5   651.1  1426.5  75761.5    75839
read      224.0    92.6    63.8   107.0   118.1   217.1   260.8   283.3   298.5   316.5   338.5   370.0   431.6   548.7  1425.1  47749.3    47638
read      360.5   335.9    74.4   148.5   171.5   281.5   333.7   368.5   396.9   433.9   492.6  1189.0  1667.7  3507.3  7315.2 164785.8   164553
read      222.6    97.8    63.8   108.3   121.1   213.8   250.6   270.6   285.2   302.1   324.1   360.2   443.3  1125.6  2193.4  26691.3    26684
read      255.9   202.0    68.9   109.8   121.0   202.1   262.1   306.0   344.1   393.6   458.3   551.1   798.8  2431.4  4986.2 102954.3   103013
read      272.8   239.2    68.9   130.2   147.3   239.0   283.6   309.6   329.0   352.9   385.3   436.9  1273.4  3424.1  6435.3 168333.2   168492
read      248.0   163.0    63.8   104.9   115.0   211.3   278.5   318.9   348.5   381.7   422.6   484.7   623.1  2052.3  3859.3  71556.2    71479
read      253.6   229.8    63.8   108.7   119.3   200.5   261.2   304.5   340.7   387.8   449.3   538.3   748.2  2632.5 10325.9  98035.0    98086
read      258.2   252.4    63.8   116.6   130.3   211.6   253.7   278.6   297.1   320.9   356.6   428.4  1477.2  3403.6  4741.4 145747.0   145673
read      235.9   126.0    68.9   125.5   140.6   218.9   256.4   278.9   295.7   316.6   344.0   389.5   495.3  1375.6  5436.3 168759.7   168771
read      221.8    94.3    63.8   108.8   120.3   217.1   253.9   272.5   286.1   301.4   320.8   353.9   427.0   812.6  2891.5  34797.2    34906
read      225.4   140.7    59.1   111.7   124.4   215.9   250.1   268.9   282.2   297.1   317.3   347.7   427.5  2124.5  4940.3  29130.2    28933
read      210.2   102.0    63.8   107.6   117.5   188.2   233.2   260.4   279.4   301.2   328.4   369.3   470.2   921.5  2350.3  99810.2    99751
read      215.5   126.2    63.8   110.3   121.0   191.6   232.1   257.4   275.9   298.3   327.5   371.8   520.8  1585.8  3125.5 124686.0   124678
read      218.2   151.8    68.9   108.5   118.8   190.1   234.0   261.0   280.6   303.7   333.6   381.7   629.0  2026.4  5192.1 108724.3   108827
read      221.9   140.0    63.8   106.7   116.8   208.6   253.2   274.0   289.0   306.8   330.8   372.4   497.9  1752.9  6097.1  59486.3    59514
read      247.1   163.3    63.8   103.9   114.2   210.0   277.1   318.1   347.2   381.0   421.3   482.7   629.8  1925.9  3197.0  75228.3    75254
read      208.7   128.6    68.9   109.0   123.0   201.3   225.6   238.3   248.1   259.2   273.2   296.5   395.0  1863.2  4892.0  14373.3    14326
read      292.4   346.4    68.9   115.6   129.1   215.4   261.9   289.8   311.8   340.5   388.4   760.0  1681.0  3538.2  7496.3 128936.2   129032
read      341.5   497.8    68.9   129.5   147.4   251.1   299.9   329.6   352.8   383.4   428.8   553.9  3178.9  5948.7 10356.7 144330.0   144334
read      303.3   430.9    68.9   106.3   117.3   222.7   284.1   322.2   353.7   394.9   455.3   614.9  2028.1  6382.4 11309.8  67774.3    67748
read      245.7   207.9    59.1   106.5   118.6   222.3   264.7   287.1   303.0   321.0   345.4   390.9   923.7  2874.3  7081.8  31783.3    31935
read      267.7   285.7    63.8   118.9   133.4   218.3   261.4   286.9   306.5   331.3   367.2   440.4  1508.9  3456.9  7267.6 153015.2   152964
read      214.3   104.8    63.8   106.3   118.6   208.2   240.5   257.8   270.1   284.7   302.6   331.0   403.3  1307.1  2664.1  24554.7    24510
read      375.5   472.3    68.9   132.0   151.8   259.0   311.3   346.1   375.6   416.4   490.8  1351.9  3023.1  3732.5  7936.0 142135.2   142233
read      257.0   208.8    68.9   109.7   120.9   203.0   264.4   309.6   346.9   394.2   454.1   542.4   778.3  2786.4  6377.4 102083.7   101923
read      243.4   135.6    63.8   105.6   116.3   222.5   277.2   309.4   332.6   359.2   391.3   437.4   575.4  1400.3  2946.6  56737.8    56806
read      253.2   199.6    63.8   106.5   117.2   222.8   284.4   320.7   346.5   375.0   409.6   463.3   629.9  2287.9  7626.8  63741.5    63569
read      313.0   296.0    68.9   133.6   152.2   252.1   299.0   329.0   352.9   384.7   431.5   550.2  1590.9  3450.7  7008.6 160613.7   160336
read      216.6    91.3    63.8   106.9   119.7   213.5   243.6   260.2   271.5   285.1   301.4   328.1   398.3  1226.9  2015.7  21899.8    21899
read      186.7    76.3    68.9   106.7   120.3   183.6   200.5   210.6   217.2   226.5   236.7   257.3   322.6   962.0  2705.4   7131.8     7042
read      226.1    95.0    63.8   112.1   124.8   219.1   257.3   276.4   289.9   305.1   323.1   352.6   435.9  1137.0  2072.0  29730.2    29634
read      283.0   340.0    68.9   123.8   138.4   220.9   259.3   282.5   300.5   324.3   362.3   461.7  1681.7  3672.8  7618.9 150116.7   150091
read      218.7    93.2    63.8   105.1   116.7   210.6   249.8   270.8   285.6   302.0   321.9   354.3   428.9  1011.5  1921.4  37058.0    37119
read      282.0   280.3    63.8   111.1   123.6   204.0   256.7   298.4   341.0   412.1   526.8   705.2  1339.2  3076.2  7844.4 121179.8   121334
read      237.7   172.0    59.1   103.4   113.3   194.5   257.5   299.8   331.9   368.5   412.2   478.7   630.5  1994.3  4700.1  93676.5    93398
read      248.2   166.1    63.8   105.8   116.3   195.9   266.0   323.6   363.6   403.7   450.4   517.8   649.8  1924.1  4062.0 102678.3   103013
read      289.1   339.9    68.9   124.0   140.3   229.7   271.2   295.8   315.2   339.6   373.9   452.4  1694.6  3486.7  7636.4 165652.5   165910
read      238.0   163.5    59.1   102.5   112.2   202.0   264.8   303.0   331.4   363.7   401.0   458.6   607.4  2037.2  4883.3  80481.0    80452
read      228.2   135.6    63.8   103.1   113.9   214.7   260.5   285.4   302.2   320.5   343.5   377.0   470.5  1669.8  4682.7  42735.7    42779
read      233.7   130.4    59.1   103.0   113.6   217.2   266.1   293.6   312.7   334.1   360.2   398.2   533.3  1653.9  3009.1  48519.7    48458
read      267.9   242.9    68.9   110.5   122.5   199.5   249.7   288.5   325.2   388.7   498.6   652.9  1148.4  2920.4  6345.6 122299.3   122177
read      235.4   162.8    63.8   102.0   111.6   198.5   261.0   299.2   328.0   360.6   398.9   456.9   594.4  2096.0  4052.4  80744.7    80746
read      239.6   160.2    68.9   102.2   112.0   199.6   266.4   309.2   340.1   373.6   413.2   471.2   612.4  2045.1  3936.7  85213.0    85092
read      235.3   223.7    68.9   114.3   127.4   200.1   237.3   260.3   276.8   297.4   326.2   376.0  1328.9  3252.3  5399.6 159304.0   159254
read      222.6   106.2    63.8   103.1   113.7   211.7   254.2   277.9   294.4   313.6   336.6   369.5   457.5  1229.5  2766.0  41749.3    41774
read      327.6   349.6    63.8   114.7   129.3   214.3   261.2   297.0   338.0   445.6   719.9  1133.6  1663.5  2928.2  7063.5 126988.8   127008
read      235.1   159.3    63.8   102.2   111.8   201.7   262.7   298.5   324.8   355.7   392.6   447.8   593.0  1987.3  4524.5  76750.2    76766
read      232.9   167.2    63.8   102.3   112.3   210.3   260.6   289.4   310.5   335.3   365.7   410.2   561.4  2062.3  6254.4  57879.8    57778
read      284.5   287.2    63.8   110.0   121.9   200.9   246.1   276.6   304.1   347.4   520.0   893.6  1465.2  2450.3  6617.1 124627.0   124636
read      246.7   189.0    59.1   105.2   115.8   197.1   260.3   306.6   342.8   384.4   432.7   505.8   691.4  2470.8  5104.8  99248.8    99557
read      180.2   105.6    68.9   104.3   117.5   175.9   192.8   201.7   209.3   217.1   229.2   248.5   315.5  1077.2  3951.1   8664.2     8674
read      280.1   329.1    68.9   120.2   135.4   221.3   260.7   283.8   301.3   323.6   358.0   444.0  1603.7  3660.3  7555.7 157745.0   157899
read      182.8    58.1    59.1   105.0   118.6   180.3   199.2   210.1   217.5   227.3   238.6   258.1   306.4   896.7  1336.4  11517.5    11532
read      239.4   152.7    63.8   102.0   111.8   212.9   272.2   307.2   331.4   357.9   389.1   434.0   578.6  1965.9  3752.1  63485.3    63522
read      240.9   146.9    63.8   102.1   112.0   209.5   273.8   312.6   339.1   368.1   401.5   454.0   599.8  1765.0  2804.7  70302.7    70274
read      289.9   338.8    68.9   113.6   127.3   214.3   258.0   282.9   301.9   327.1   368.5   950.9  1602.7  3444.4  7483.2 142609.0   142650
read      236.3   161.3    63.8   106.3   116.9   191.1   243.1   279.7   310.3   351.9   413.9   511.3   715.7  1728.5  3811.4 108598.7   108738
read      300.9   378.6    63.8   111.8   125.0   211.6   253.9   279.2   299.2   327.1   375.4  1204.2  1790.0  3625.6  7547.4 132684.5   132659
read      208.3   107.3    59.1   103.9   115.7   201.2   233.9   251.3   263.5   276.5   293.5   318.4   389.9  1569.4  2636.2  24952.7    24898
read      175.1    99.5    63.8   102.1   114.5   170.6   187.0   196.6   202.6   211.5   221.8   239.0   295.2  1088.4  3906.6   7578.3     7593
read      197.2    96.9    63.8   104.2   116.3   192.9   218.9   232.5   242.4   253.4   268.1   290.1   348.6   938.8  2964.2  17572.8    17596
read      265.6   344.4    63.8   110.9   122.9   200.8   242.9   267.6   286.1   309.1   341.5   421.7  1831.8  3489.4  7698.3 136113.2   136415
read      200.6    96.3    68.9   108.5   119.0   183.0   217.9   239.6   256.7   276.7   303.4   341.7   421.8   949.4  2858.8 142925.5   142719
read      221.4   107.8    63.8   103.4   114.5   210.2   252.7   276.1   292.3   310.4   332.5   365.6   448.5  1095.0  2467.5  38560.2    38570
read      177.3    76.1    63.8   102.8   115.9   173.8   191.5   201.0   208.5   216.6   228.3   246.5   295.7   948.0  2542.6   9349.0     9330
read      288.1   320.8    63.8   125.1   141.5   234.4   276.7   301.2   319.5   343.5   378.5   456.7  1591.8  3561.4  7587.3 165940.3   166088
read      251.7   192.0    63.8   106.0   116.7   196.6   263.1   317.1   359.2   402.8   455.0   530.9   717.6  2060.3  6123.5 101548.5   101314
read      238.0   226.8    68.9   111.7   123.8   197.0   236.6   261.2   278.8   300.4   330.2   385.2  1425.4  3009.0  5778.4 148070.3   147935
read      222.2   135.7    63.8   103.2   114.3   209.3   251.2   274.3   290.6   309.1   331.7   365.5   448.8  1659.0  5854.0  39300.2    39225
read      302.5   293.5    68.9   136.5   155.0   250.4   292.9   318.1   338.2   363.7   399.5   481.5  1566.5  3439.7  7274.1 172952.8   173098
read      334.9   447.6    63.8   114.5   129.2   218.9   261.1   287.8   310.5   344.8   465.6  1302.7  2439.5  3922.4  7974.6 127618.7   127770
read      243.6   163.7    63.8   105.0   115.4   196.0   260.5   307.7   344.7   385.9   433.0   504.3   663.4  1853.0  4181.1  97132.5    97194
read      212.7    90.2    63.8   102.9   114.4   204.8   243.3   263.6   276.9   292.2   310.9   338.5   406.0   884.0  2235.3  30641.8    30527
read      255.2   234.2    63.8   108.3   119.3   197.6   250.9   289.4   323.0   373.6   448.7   564.4  1019.8  2855.6  7862.2 109763.5   109837
read      235.9   142.2    63.8   101.9   111.6   208.4   268.6   303.7   328.8   356.8   390.0   435.9   569.0  1751.2  2945.5  66600.2    66634
read      227.7   125.4    59.1   102.5   113.1   212.6   260.4   286.6   304.2   323.3   346.5   382.6   472.4  1671.8  3101.6  43030.3    43157
read      259.7   201.3    63.8   106.6   117.6   200.7   274.9   337.2   379.3   421.6   470.3   543.6   715.0  2609.3  5305.4  99986.8    99823
read      244.8   216.6    63.8   106.8   117.6   193.4   244.9   280.7   310.5   351.6   418.9   531.0   856.2  2999.5  5795.7 108351.7   108232
read      226.5   141.4    63.8   103.5   114.7   212.6   257.7   281.7   297.7   315.9   338.3   371.3   461.4  1929.6  4231.4  39182.5    39166
read      233.2   148.0    63.8   103.8   114.9   216.2   264.4   290.5   308.5   328.5   352.6   390.4   517.2  2028.2  4103.4  44511.7    44521
read      244.5   180.9    63.8   106.8   117.6   194.2   250.5   293.0   330.1   378.3   439.9   529.8   725.0  1977.6  5021.9 105125.3   104945
read      251.5   184.1    68.9   105.2   115.6   198.7   271.6   330.5   369.6   408.9   454.7   520.3   658.1  1988.8  7069.4  97363.8    97301
read      240.4   150.2    63.8   101.8   111.5   206.4   273.8   315.1   343.1   372.9   407.1   460.2   590.6  1667.1  3822.8  73078.5    73173
read      226.5   120.5    63.8   102.8   113.8   213.4   259.5   284.1   300.5   318.5   340.7   373.1   468.0  1561.5  2835.5  40155.5    40131
read      278.6   250.3    63.8   131.1   148.8   244.7   290.1   315.8   335.4   359.2   390.7   443.0  1281.6  3469.2  7224.1 176433.3   176336
read      306.3   396.8    63.8   112.0   125.0   209.2   253.0   280.1   302.1   333.3   397.9  1067.3  2281.1  3376.7  7782.7 127330.0   127312
read      246.5   171.4    63.8   105.8   116.3   196.4   261.1   310.6   349.7   393.7   443.8   516.5   670.9  1981.2  4390.9  97919.3    97810
read      216.1   134.1    63.8   103.8   113.7   204.6   244.7   265.8   280.6   297.8   321.3   362.1   453.1  1368.5  5057.6  50754.7    50882
read      201.2    95.3    63.8   102.4   111.3   186.6   233.0   256.2   271.4   288.4   308.7   338.3   406.6   607.3  2943.2  72817.8    72895
read      197.4    85.7    63.8   101.9   110.8   177.1   222.4   248.6   266.9   286.9   310.8   344.8   426.7   646.4  1607.9  97668.7    97764
read      201.8   106.6    63.8   110.8   122.0   185.0   217.6   237.4   253.2   272.0   296.2   334.6   418.9  1351.2  3223.8 162282.0   162367
read      202.2    65.4    59.1   109.5   120.4   203.6   229.0   242.0   251.1   262.2   274.5   295.6   344.0   582.1  1370.4  31026.2    31031
read      224.3   130.9    63.8   122.0   136.3   207.7   241.4   262.1   277.0   295.8   320.6   363.6   473.1  1560.0  5999.2 177736.5   177679
read      284.3   284.1    68.9   110.8   122.9   203.1   251.0   283.6   312.0   358.3   496.7   855.9  1470.3  2710.0  6023.6 122046.7   122047
read      239.5   199.7    68.9   119.3   133.3   209.3   247.9   271.0   288.7   310.2   338.8   388.1  1058.5  3049.0  6250.9 167851.3   167697
read      210.7   244.4    68.9   105.2   119.3   185.4   205.7   217.5   226.8   236.8   252.2   282.5   961.6  3509.3  7940.6   9900.8     9912
read      437.2   701.4    74.4   138.3   158.8   256.7   295.7   322.3   346.1   387.0   534.7  1592.9  3470.5  7549.1  8664.1  45491.0   136895

Total QPS = 85108.4 (68086736 / 800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 16817422804 bytes :   20.0 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.84%,36.00%,100.00%
