Random waveform, supplied seed
Total number of intervals = 170 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555)
Average QPS expected = 91129
Timestamp start: 1747360867393
Timestamp end: 1747361717643

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      161.6    64.9    50.7    95.7   106.7   158.2   173.3   182.7   189.1   198.2   211.1   232.6   304.1   850.2  1015.7   8084.4     8195
read      197.6    88.2    59.1   104.4   114.3   176.8   214.8   240.5   260.2   283.1   311.3   351.5   436.6   639.7  1576.0 158232.4   158594
read      194.1    85.7    54.7   102.0   111.4   172.6   211.5   238.4   259.4   283.0   310.7   347.6   426.0   586.5  1330.0 149522.8   149766
read      166.8    60.0    63.8    97.4   109.8   163.8   180.2   189.2   196.8   205.7   217.9   242.1   304.3   847.7  1949.2  10323.4    10382
read      216.9   173.4    59.1   111.1   122.6   192.5   232.6   257.7   276.0   298.8   329.0   379.5   546.0  1409.2  3250.3 170065.4   170548
read      222.1   148.9    63.8   104.6   115.8   189.1   235.2   265.4   287.7   315.0   354.6   435.8   679.4  1179.9  3185.6 150778.8   150565
read      212.3   170.8    59.1   101.2   111.2   180.6   227.3   258.2   280.2   306.5   340.5   403.0   617.6  1104.7  3719.0 137312.0   137144
read      221.9   132.5    63.8   104.1   115.0   187.9   236.3   267.5   290.3   318.0   358.0   436.3   668.4  1249.0  3159.3 143389.2   143496
read      218.2   123.2    63.8   104.1   114.9   186.1   233.1   264.0   286.6   313.8   351.3   424.3   639.3  1081.0  2059.3 144689.6   144743
read      206.8   111.2    63.8    98.0   107.4   176.8   226.6   260.4   282.7   308.1   339.3   393.1   563.1   891.8  2367.5 116845.2   116745
read      204.9   102.4    54.7    99.8   109.6   176.9   223.1   255.3   277.5   303.1   335.1   387.5   539.7   785.1  1482.5 129317.2   129314
read      223.7   131.2    63.8   104.2   115.3   188.9   237.1   268.5   291.9   320.5   363.1   449.7   688.5  1169.2  2337.2 144815.2   144723
read      202.8   100.6    59.1    98.1   107.4   174.9   223.1   256.3   278.2   302.6   332.0   378.5   525.2   808.0  1633.2 117474.6   117379
read      206.4   105.9    59.1    99.4   109.0   178.6   226.9   259.2   281.0   305.8   336.2   384.3   531.9  1041.5  1767.7 119719.6   119931
read      203.5    95.6    63.8   101.5   111.2   178.6   222.7   252.9   274.1   298.6   328.8   372.8   483.6   891.7  1531.7 131910.2   132052
read      208.6   119.3    63.8   103.6   113.9   182.5   225.8   254.0   274.3   298.1   328.4   374.3   509.1  1494.8  3297.1 143356.4   143350
read      207.9   113.8    59.1   103.6   114.0   182.6   226.0   254.0   274.3   298.4   329.3   376.1   511.2  1054.9  3057.4 143688.4   143518
read      229.5   113.2    63.8   118.3   132.3   209.5   249.1   272.5   290.6   312.5   342.5   396.1   552.9  1137.2  3272.0 173058.4   172981
read      209.9   113.6    63.8    97.9   107.0   180.6   237.0   270.5   292.3   316.0   344.6   391.6   528.1   953.9  3258.1  94188.0    94027
read      242.5   146.5    63.8   118.1   132.6   215.8   259.2   285.2   305.2   330.6   367.5   439.3   682.3  1662.3  4194.3 169662.8   170019
read      232.9   111.4    63.8   122.4   137.6   216.4   254.2   276.1   292.9   313.3   340.7   388.1   520.2  1082.3  3400.3 179276.8   179090
read      215.5   108.5    59.1   100.8   110.5   206.3   254.1   274.1   288.2   304.2   325.1   363.7   472.7   629.2  1118.8  47163.4    47130
read      202.7    80.8    63.8   103.6   116.4   196.1   221.6   236.1   247.5   260.9   280.1   318.8   432.9   760.6  2434.4  19531.6    19439
read      224.3   140.4    63.8   102.2   112.7   187.4   239.7   273.2   297.6   327.9   369.3   449.0   673.6  1455.9  2699.2 128932.8   128963
read      207.9    78.7    59.1   102.9   115.1   200.2   229.9   246.7   258.5   272.7   295.7   343.8   460.1   619.3  1396.2  23819.2    23787
read      212.7   101.2    63.8    98.5   107.8   195.3   251.9   276.0   292.1   310.5   333.6   370.1   480.2   748.3  2204.4  61842.4    61848
read      207.0   173.2    63.8    97.5   106.4   177.9   231.2   265.3   287.2   311.1   339.2   383.0   505.4   925.6  3215.0 102146.4   101968
read      206.1   103.4    63.8    98.5   107.7   177.7   229.0   263.0   285.5   310.2   339.5   385.6   510.1   861.9  1429.6 108713.8   108767
read      206.1    99.8    63.8    97.8   106.8   179.1   233.6   267.4   288.9   312.2   339.8   381.3   494.5   710.8  1297.6  97080.6    97139
read      215.6   116.1    68.9   109.4   120.7   191.5   233.3   259.5   278.4   301.7   332.4   383.2   539.3  1202.9  2888.8 158501.8   158594
read      206.4   103.6    63.8   102.7   112.8   180.7   224.1   253.1   274.0   298.8   330.5   379.7   514.8   968.8  2372.2 141204.2   141240
read      210.9    95.0    59.1   101.1   111.1   202.6   241.1   260.2   272.8   289.6   313.3   357.7   478.8   680.4  2299.5  41467.4    41405
read      210.2   138.6    59.1    98.2   107.4   194.4   241.9   264.0   278.0   294.9   317.1   356.5   478.2  1990.0  4718.8  57959.0    57997
read      212.7   162.9    59.1   100.0   109.7   176.7   220.1   250.7   272.1   296.9   329.3   385.3   884.6  1730.4  3774.2 133861.8   133577
read      212.9   151.9    59.1    97.7   107.3   199.5   247.3   269.8   285.3   303.1   325.6   362.7   453.5   937.3  5735.3  53579.6    53832
read      296.5   385.3    59.1   104.4   116.6   208.8   258.7   285.8   307.2   337.0   394.7   976.4  1753.8  3789.4  7847.2 139872.6   139832
read      212.0   138.6    63.8   108.0   119.1   186.9   226.4   250.6   268.7   290.4   318.6   366.9   528.5  1965.8  3450.8 170650.4   170515
read      198.0   107.2    63.8    97.2   106.2   170.8   214.4   245.5   267.8   292.3   321.4   366.3   503.1  1102.2  2676.0 128529.2   128494
read      205.9   102.1    59.1    98.7   111.3   195.0   231.2   250.6   264.1   279.5   300.6   335.5   431.9  1094.4  2032.1  20752.4    20789
read      237.8   166.9    63.8    94.8   103.3   210.7   275.0   309.9   333.8   360.8   393.7   439.9   590.9  2143.9  4618.3  63617.4    63647
read      232.5   136.6    59.1    94.3   102.6   209.9   273.0   307.1   330.5   356.9   388.7   432.8   540.8  1348.8  2911.7  64622.8    64802
read      231.5   129.7    59.1    95.2   104.0   213.6   272.1   302.9   323.5   346.5   374.9   418.4   517.4  1437.0  3149.0  55726.8    55719
read      260.2   266.4    63.8   114.6   129.0   217.3   259.5   282.2   298.7   319.6   350.1   414.8  1472.2  3396.4  7081.5 174139.4   174179
