Random waveform, supplied seed
Total number of intervals = 170 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555)
Average QPS expected = 91129
Timestamp start: 1747360867393
Timestamp end: 1747361717643

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      201.5   112.9    59.1    96.4   104.9   173.6   223.5   257.3   278.9   302.3   330.7   374.8   505.0   748.3  3054.6 106381.0   106356
read      214.9   106.7    68.9   114.9   127.9   197.4   233.9   256.1   272.4   292.6   318.5   361.7   465.4   940.0  3694.7 178884.2   178750
read      202.2   118.6    59.1    97.2   105.9   175.1   224.5   257.0   278.2   301.4   328.3   368.2   484.9  1183.9  3181.7 105897.6   105831
read      199.4   111.7    59.1    97.1   105.7   172.7   219.8   252.9   274.7   298.8   326.9   367.7   470.6   860.7  3487.1 110822.8   110667
read      166.7    75.4    63.8    98.4   109.9   162.2   178.6   187.3   195.4   204.2   217.3   240.6   311.1   864.2  2428.0   8899.8     8803
read      199.0    89.3    59.1    99.4   109.2   194.9   228.9   246.2   257.8   270.9   288.7   317.1   400.9   610.5  2517.3  45650.8    45662
read      198.1   156.8    54.7   101.0   111.5   191.8   217.4   232.1   242.8   254.8   272.0   303.2   396.8  1495.2  7387.2  30817.2    30867
read      232.2   123.4    59.1    96.9   106.7   216.9   272.5   300.3   318.5   339.6   365.9   406.0   508.3  1511.7  2545.7  45714.0    45656
read      255.8   209.1    59.1    99.2   109.5   197.3   275.1   332.3   373.5   416.0   463.6   534.9   736.3  2688.5  5010.9 101061.6   100938
read      274.1   371.6    63.8   102.5   113.6   197.8   248.5   275.8   296.3   321.6   362.3   529.3  1791.1  3892.3  7822.6 132344.8   132360
read      232.7   196.5    63.8    95.9   104.8   203.6   268.0   300.3   323.4   352.4   389.8   444.7   573.3  1753.2  3223.3  67550.0    67591
read      218.7   110.8    59.1    97.4   108.0   205.3   255.0   276.0   290.7   307.4   328.3   364.8   474.5  1343.4  2306.8  33919.0    33910
read      248.2   171.0    59.1    96.1   105.5   201.6   282.1   330.0   363.3   398.6   439.6   502.8   673.0  2017.1  3198.0  85718.0    85729
read      187.7   119.5    59.1    97.3   109.9   180.0   202.9   217.2   227.9   240.0   255.4   283.9   383.9   928.8  4993.6  12852.2    12884
read      232.4   124.6    59.1    97.1   107.0   217.8   271.6   299.3   317.7   338.8   365.2   405.3   508.4  1415.5  2841.9  45775.2    45621
read      225.1    99.7    63.8    97.8   108.5   215.2   266.0   289.5   305.3   322.3   344.2   379.6   467.3   835.1  1679.5  37096.0    36938
read      241.1   156.6    59.1    96.0   105.1   217.7   279.8   313.0   335.9   361.8   394.1   440.9   589.1  1939.3  4082.7  56710.6    56902
read      258.4   299.0    63.8    99.1   109.1   194.5   272.3   329.4   372.5   415.9   463.5   533.8   729.4  4129.6  9265.5 102372.0   102243
read      196.1   266.4    59.1    98.0   110.8   183.9   208.8   223.5   233.7   246.4   262.4   289.5   374.3  1011.3 11388.9  14160.6    14085
read      248.6   208.5    63.8    97.3   106.8   194.9   274.2   326.2   363.8   403.4   447.8   509.1   682.5  2255.0  7249.5  94114.8    94103
read      244.0   159.5    59.1    96.0   105.0   216.1   281.1   315.8   340.4   368.5   404.4   460.9   665.4  1799.0  3786.0  58092.4    58175
read      275.2   326.6    68.9   111.0   124.9   216.5   261.9   286.8   305.7   330.0   367.0   464.0  1619.1  3440.8  7785.7 151397.4   151312
read      229.4   149.4    59.1    96.3   105.0   192.8   262.1   298.7   324.9   357.1   398.3   457.4   577.4  1677.1  4109.5  83489.2    83333
read      236.0   223.5    68.9   110.0   121.7   198.2   242.7   268.3   286.8   308.8   337.8   391.4  1317.5  3304.8  5531.4 165201.2   165153
read      199.6   115.3    59.1    97.7   106.7   172.2   216.7   248.3   270.3   294.5   323.0   365.7   487.2  1336.6  2958.9 123767.2   123975
read      213.9   122.4    59.1    98.7   109.9   204.8   244.7   264.7   277.9   293.4   313.1   343.0   424.5  1155.1  4507.5  28487.2    28449
read      192.6    94.2    59.1    97.8   110.7   187.1   213.4   228.0   238.0   250.7   266.8   292.4   372.3   873.0  2832.1  14898.8    14903
read      217.9   114.2    59.1    97.8   108.6   208.7   254.2   274.8   289.3   305.4   324.6   356.8   437.8   935.2  3015.5  31239.0    31189
read      227.4   122.5    59.1    97.1   107.1   213.1   266.4   292.0   309.0   327.6   350.2   387.7   490.6  1426.5  3072.6  40656.8    40636
read      238.5   174.7    59.1    95.4   103.8   196.5   268.3   308.2   337.5   371.8   415.5   473.6   667.0  2312.2  3190.2  80667.2    80574
read      238.7   279.0    63.8   111.4   124.0   201.9   244.2   268.2   285.7   306.6   334.4   382.0   665.1  3477.4  7881.4 168584.6   168820
read      203.0   106.6    63.8   105.7   116.3   181.5   219.7   244.7   263.4   285.3   313.3   356.3   461.2  1145.4  3155.7 162600.6   162621
read      225.1   146.0    63.8    96.7   105.7   180.9   244.4   285.6   316.5   354.5   405.3   478.1   615.5  1510.8  2949.8 101629.4   101621
read      236.1   151.2    59.1    95.8   104.3   216.6   277.7   310.4   332.9   358.2   389.0   431.9   519.9  1856.8  4065.3  58504.0    58592
read      339.4   504.4    63.8   119.2   136.9   240.8   281.3   303.5   319.9   343.1   381.8   915.9  3254.5  4315.5  8055.0 153070.2   153042
read      197.4    96.5    63.8    96.6   105.2   171.7   218.7   251.0   273.0   296.9   324.3   364.3   459.4   789.2  2072.3 112241.8   112238
read      206.7   130.2    63.8   105.3   116.0   183.0   222.3   247.5   266.5   288.9   317.3   362.6   479.6  1741.4  4258.3 160143.2   160265
read      227.5   129.3    59.1    96.8   105.8   210.4   266.3   295.3   316.0   340.4   370.5   416.1   499.2  1154.2  3752.8  57235.0    57109
read      240.9   167.0    59.1    96.3   105.3   195.3   272.5   317.8   351.3   388.2   429.4   489.0   626.0  2102.5  3161.0  88651.2    88551
read      177.2   100.1    63.8    99.7   111.6   171.9   190.1   200.6   209.4   219.1   233.5   258.8   339.0   869.1  6370.1   8380.2     8385
read      221.1   120.4    50.7    98.8   109.7   208.9   254.8   277.1   292.6   310.3   332.6   368.6   469.0  1275.2  4395.0  34086.6    34088
read      228.1   164.2    63.8    98.9   108.6   180.9   235.0   273.0   302.0   340.1   404.9   517.5   728.6  1588.2  5132.2 113725.0   113600
read      265.5   412.6    59.1   102.3   113.0   192.0   239.9   266.8   285.8   308.4   339.0   403.8  3029.2  3481.4  8012.4 131646.0   131842
read      200.4   108.7    63.8    96.7   105.4   172.8   220.6   253.6   275.6   300.1   328.2   369.2   487.3  1141.6  2834.1 112333.8   112066
read      236.7   169.7    63.8    95.6   104.1   202.5   273.1   309.4   335.5   366.5   404.6   458.8   585.4  2190.4  4236.0  72634.6    72585
read      279.3   472.3    63.8   102.5   113.7   197.2   246.9   272.0   290.0   311.2   339.8   397.8  3244.6  4367.1  8067.5 133605.2   133669
read      182.1    93.6    63.8    96.9   109.3   177.2   198.5   211.4   220.7   232.8   248.5   272.4   341.1   915.0  2963.1  11870.4    11820
read      184.0    79.6    63.8    96.5   109.0   179.5   201.3   214.9   225.1   236.5   253.2   279.5   353.8   844.3  2012.4  12646.8    12639
read      247.8   242.1    63.8   101.0   111.5   186.5   239.8   276.7   307.9   351.9   440.4   585.2   997.9  3137.3  7275.4 118600.2   118548
read      206.3   108.9    63.8   107.8   118.8   185.3   223.7   248.0   266.2   287.8   315.5   359.4   466.5  1137.8  3173.0 165764.2   165754
read      225.8   150.4    63.8    95.9   104.5   186.7   254.2   291.6   318.4   351.2   395.5   459.1   589.1  1477.7  4287.3  86832.2    86823
read      193.8    81.5    59.1    97.7   109.9   188.3   217.2   233.0   244.4   256.8   272.8   298.7   366.3   822.0  1855.3  16878.6    16898
read      301.9   428.1    63.8   103.0   115.3   202.8   249.5   275.1   295.0   320.4   367.2  1114.8  2468.8  3206.3  7970.5 123212.8   123124
read      242.8   188.9    59.1    95.2   103.7   206.4   277.5   316.4   343.9   374.9   412.8   463.3   618.0  2506.5  4476.9  72117.4    72278
read      232.6   124.1    59.1    96.6   106.1   216.7   272.9   302.0   320.8   342.0   368.3   409.0   508.1  1436.2  2609.0  47897.8    47757
read      235.7   134.9    59.1    95.7   104.4   214.5   278.1   311.9   335.2   361.2   392.8   435.4   531.0  1382.2  2591.9  60437.2    60510
read      211.2    91.6    54.7    98.9   110.8   204.1   244.1   263.1   275.3   290.7   309.6   339.1   416.0   845.8  1938.1  25233.8    25237
read      249.9   194.3    59.1    98.3   108.1   193.1   273.0   330.8   371.9   413.7   458.7   521.5   679.2  2485.2  4143.6  97826.4    97783
read      234.6   206.7    63.8    99.9   110.0   182.5   233.6   269.2   296.0   331.4   390.7   533.5   896.1  2920.0  4412.3 118890.2   118966
read      192.6    85.3    63.8    98.1   110.9   187.0   214.2   229.6   240.3   252.7   269.4   294.8   368.2   855.4  2307.9  16629.2    16631
read      183.7   225.2    63.8    95.5   107.8   173.8   195.4   208.2   217.5   229.9   245.9   271.1   355.9  1159.1 10950.2  11799.8    11743
read      240.9   190.1    59.1   100.1   110.2   185.7   241.0   279.2   309.9   352.3   431.6   569.5   925.9  2154.0  3717.5 114911.6   115026
read      201.4   160.0    59.1    98.2   107.4   173.6   218.0   248.9   270.7   295.0   323.1   364.7   465.7  1839.1  6870.6 122415.8   122371
read      164.0    71.5    63.8    92.6   103.2   160.5   178.5   187.9   195.9   205.0   218.0   241.5   311.6   849.6  3885.5   7234.2     7198
read      209.7    94.9    59.1    98.4   110.1   200.7   241.7   261.1   273.1   288.2   306.9   336.9   424.2  1046.0  1882.3  24936.6    25022
read      280.7   317.0    63.8   112.1   126.1   221.4   269.8   295.0   313.7   337.3   371.9   475.9  1596.5  3455.9  7683.1 157506.6   157513
read      213.3   109.1    63.8   111.6   123.7   193.6   231.8   254.9   272.2   293.3   320.2   365.1   477.0  1366.0  2844.2 172083.0   171975
read      201.9   114.1    63.8   104.1   114.2   179.1   218.1   243.9   263.3   285.9   314.0   357.0   456.5  1419.4  3302.7 154910.0   154918
read      200.3   128.3    63.8   100.2   109.7   174.2   215.5   243.6   264.7   288.8   318.0   361.8   471.5  1429.4  3596.6 139115.2   139185
read      199.5    97.3    63.8   103.3   113.3   177.7   216.4   242.2   261.8   284.8   313.6   355.9   454.2   977.7  2465.8 152711.6   152724
read      203.5   137.9    54.7    98.1   110.2   195.6   228.5   246.0   257.9   271.2   288.9   317.1   398.9  1010.9  6767.9  20813.0    20845
read      270.6   331.9    63.8   104.5   116.0   200.2   253.8   282.1   302.3   327.0   363.2   477.9  1619.2  3456.9  7753.5 140406.6   140348
read      232.6   163.1    63.8    96.4   105.3   190.6   261.0   301.7   332.5   368.9   414.8   474.3   597.4  1837.6  6306.0  88592.2    88725
read      276.9   341.9    63.8   103.2   114.4   200.8   254.0   281.9   302.1   327.4   366.5   605.2  1635.6  3457.4  7650.1 134041.8   134088
read      239.2   169.5    63.8    95.8   104.7   210.9   276.1   312.1   337.4   366.1   400.9   449.7   566.8  2311.2  4743.9  66238.4    66126
read      240.3   150.8    59.1    95.5   104.2   203.7   280.5   323.0   353.1   386.3   424.3   473.1   583.0  1582.8  3070.9  78244.6    78214
read      237.1   137.4    59.1    96.0   105.2   217.3   278.0   310.2   331.8   356.0   386.0   429.9   542.9  1355.9  3221.9  55026.6    55191
read      235.2   123.6    59.1    96.1   105.3   218.5   277.6   308.8   329.6   352.9   381.4   424.7   527.2  1165.6  2461.3  53988.6    54081
read      230.9   179.4    63.8    98.9   108.8   183.6   238.5   275.5   303.5   338.0   394.3   508.3   778.5  1954.7  4852.3 112222.2   112478
read      215.5   103.9    68.9   115.0   128.4   198.9   234.9   256.9   272.9   292.7   318.2   360.9   458.3  1009.3  3129.5 179727.6   179666
read      232.9   155.8    54.7    97.6   106.9   185.3   252.7   296.7   330.8   373.4   427.9   499.4   640.0  1566.6  3434.0 100594.2   100584
read      238.5   335.8    59.1    99.8   109.9   183.3   231.2   259.8   279.6   303.2   333.2   385.0  1804.1  3482.9  8118.5 128161.0   127920
read      161.6    60.6    63.8    92.8   102.7   158.1   175.0   184.9   192.5   201.1   214.6   238.3   304.5   851.1  1710.7   6549.4     6594
read      207.4    91.7    63.8    97.9   109.4   200.7   239.4   258.1   270.1   284.4   301.7   329.6   400.0   858.1  2338.0  24858.6    25020
read      308.2   401.4    63.8   104.4   116.6   211.0   264.5   292.2   313.4   341.5   396.8  1257.9  1798.6  3570.6  7807.1 129350.8   129587
read      179.0   211.7    63.8    95.3   107.2   170.8   190.4   201.0   210.0   220.2   234.0   259.0   332.7  1260.6 10633.4  10289.8    10277
read      306.7   388.0    63.8   110.5   124.6   224.2   272.4   297.4   316.7   342.0   386.8  1112.2  1719.1  4031.5  7805.3 148261.8   148458
read      198.5    90.9    59.1    95.4   103.6   185.6   234.1   257.7   272.3   289.2   309.9   340.1   408.6   542.3  2982.6  66183.8    66114
read      199.4    81.0    59.1    96.5   105.5   192.8   233.5   253.5   266.7   281.6   300.2   330.8   401.8   544.8  1308.9  49532.8    49261
read      192.9    93.5    59.1    97.1   105.9   168.6   209.5   237.7   259.9   284.6   313.7   355.3   456.1   845.9  1556.6 133035.8   133049
read      197.8    92.2    59.1    96.4   105.0   173.4   222.2   254.1   275.1   297.8   323.9   362.0   448.0   691.0  1764.9 106520.4   106628
read      201.7   106.6    59.1   104.8   117.1   197.7   222.5   235.4   245.9   257.3   273.0   299.0   372.7  1305.5  4542.2  23529.6    23498
read      217.6   145.6    59.1    97.4   106.5   180.4   237.2   273.5   299.1   328.5   368.9   441.0   588.9  1493.9  4539.0 103501.0   103564
read      205.0   105.8    63.8   106.3   117.1   183.4   221.9   246.6   265.2   287.4   315.5   359.2   465.3  1314.8  3048.2 161660.2   161774
read      256.7   285.9    63.8    97.7   108.4   219.5   271.7   298.2   316.5   338.3   367.7   425.2  1230.5  4056.8  7783.2  38966.4    39037
read      297.0   371.1    68.9   118.6   134.7   236.5   281.0   304.6   321.4   344.0   376.2   459.0  2083.8  4129.8  7841.0 163502.8   163622
read      206.7   150.5    59.1    99.7   109.4   176.2   219.8   249.5   270.9   295.6   325.8   371.5   595.3  1824.8  4586.2 132415.6   132405
read      199.8   113.5    59.1    99.2   108.6   173.7   216.7   246.1   267.9   292.5   321.2   364.8   469.3  1238.9  3221.4 131696.2   131596
read      233.2   193.0    63.8   115.5   129.4   207.1   247.4   270.9   288.4   309.2   336.8   383.2   545.5  3320.8  5359.7 174527.6   174543
read      247.9   185.3    63.8    98.2   108.2   195.3   263.9   308.4   343.0   386.2   441.8   532.9   915.8  1729.7  4273.3  90660.2    90567
read      251.5   209.4    59.1   102.4   113.7   195.0   245.8   279.1   306.5   343.3   413.0   618.4  1177.6  1908.0  3538.0 116579.4   116582
read      202.6   106.4    63.8   101.4   114.9   193.7   221.8   237.9   250.0   263.8   280.7   309.5   397.5  1498.8  2703.9  13963.4    13888
read      258.5   260.5    59.1   101.2   111.6   191.1   243.4   276.2   302.7   337.4   401.6   645.6  1445.7  2505.9  5775.3 119252.2   119224
read      202.5   116.9    59.1   105.5   115.7   180.0   218.5   244.1   263.7   286.5   314.6   356.2   454.8  1244.3  4259.2 156419.0   156471
read      201.1    86.3    59.1   107.2   117.6   181.8   218.8   243.3   262.0   284.1   312.0   352.9   439.2   673.1  1575.0 163696.8   164013
read      196.9    70.8    59.1   100.6   110.5   197.1   227.8   242.8   253.0   265.6   280.7   305.8   367.3   484.9  1287.6  41920.0    41909
read      193.2    88.6    59.1    98.4   107.4   170.6   213.0   242.7   264.6   287.7   313.9   348.6   423.8   577.7  1763.5 128268.6   128280
read      194.5    88.6    59.1    96.4   105.0   172.8   220.2   250.8   270.6   291.2   314.3   345.9   422.1   574.1  1789.2 106921.8   107066
read      197.7    82.8    59.1    99.9   109.9   197.5   229.7   245.3   255.8   268.3   284.0   308.8   367.9   510.3  2627.4  46201.0    46119
read      167.1    57.2    59.1    98.3   110.8   163.7   181.2   191.0   198.5   207.9   220.3   242.7   304.8   840.2  1879.2  10291.4    10227
read      167.8    66.8    63.8    98.8   111.0   164.9   182.4   192.5   199.8   209.2   220.8   243.6   297.2   827.2   985.7  10879.8    10870
read      195.5    89.8    59.1   102.0   111.5   173.6   212.7   239.5   260.5   284.1   312.2   350.8   432.1   649.5  2518.6 146420.2   146664
read      182.7    59.9    59.1   102.0   113.7   181.4   201.4   213.0   221.2   231.7   246.3   269.2   325.7   574.0  1821.2  19852.4    19865
read      193.6    84.6    54.7    96.8   105.5   171.7   217.7   248.7   269.3   290.5   314.4   346.4   420.3   566.5   892.0 113355.8   113409
read      199.2    88.1    59.1    97.3   106.5   187.8   235.8   257.4   270.6   285.7   303.8   332.0   399.2   557.3  2303.2  70714.8    70623
read      197.7    74.1    59.1    98.7   108.4   195.9   232.3   249.2   260.7   273.1   290.0   315.3   371.6   476.2   710.1  52615.0    52633
read      194.4    88.5    59.1    96.5   105.0   173.0   221.1   251.7   270.9   290.9   313.9   345.3   414.2   545.7  1881.2 104816.4   104630
read      196.5    69.0    59.1   100.1   110.2   196.8   227.3   242.6   253.1   265.7   281.0   306.2   366.5   487.9   918.6  42710.8    42594
read      196.5    86.2    59.1    96.2   104.8   176.9   227.5   256.2   273.6   292.4   314.3   344.9   417.1   544.2  1020.9  95364.2    95196
read      200.7    82.9    54.7    99.4   109.3   197.3   234.6   252.1   264.2   277.1   294.7   321.1   386.4   513.9  2276.0  52145.6    52243
read      195.7    67.7    63.8   101.6   111.7   196.9   224.3   237.7   248.1   259.9   274.3   299.2   360.6   483.5   900.0  36976.4    37031
read      196.8    77.8    59.1   101.2   111.3   197.6   226.2   240.3   250.6   262.9   277.5   303.4   362.6   490.4  2037.9  39909.2    39878
read      194.5    86.4    59.1    96.8   105.5   172.5   219.2   250.6   270.7   291.2   314.7   346.6   420.7   578.8  1186.9 110349.2   110750
read      170.2   453.7    63.8    97.8   108.7   159.0   175.8   185.1   192.5   201.0   214.7   236.0   300.5   870.7 25742.9   8158.6     8231
read      199.4    86.5    63.8    97.9   107.3   190.9   234.8   255.5   268.2   282.6   299.7   327.3   395.3   542.1  2414.0  63583.8    63638
read      197.3    85.8    59.1    96.3   105.0   178.6   229.2   257.6   274.0   292.0   313.3   343.9   422.8   580.6   929.8  90286.2    90167
read      199.6    81.6    59.1    99.4   109.2   196.5   232.6   249.6   261.1   273.5   291.2   318.4   392.8   560.5  2309.1  50547.4    50555

Total QPS = 91122.9 (77454480 / 850.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 19131257054 bytes :   21.5 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.86%,39.90%,100.00%
