Random waveform, supplied seed
Total number of intervals = 170 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555)
Average QPS expected = 91129
Timestamp start: 1747363447669
Timestamp end: 1747364297915

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      168.8    62.6    63.8    99.7   111.4   162.3   181.5   192.4   200.2   211.4   226.0   250.6   319.6   848.6  1957.7   8097.8     8195
read      205.5   133.8    54.7   107.8   118.4   184.0   222.9   249.0   269.0   292.0   320.2   362.7   460.4   728.6  2521.6 158240.6   158594
read      200.4    86.2    59.1   104.5   114.7   179.3   218.4   245.5   266.4   289.9   317.7   358.3   444.9   639.3  1533.6 149732.0   149766
read      172.0    68.6    59.1    97.3   110.8   165.7   185.2   196.5   204.7   215.9   231.5   260.8   350.4   847.5  1943.8  10466.2    10382
read      217.2   128.7    54.7   114.3   127.0   196.5   234.6   259.7   277.7   299.6   328.2   371.6   489.0  1000.7  5226.1 170169.4   170548
read      205.0    91.9    54.7   106.0   116.5   183.3   223.5   250.3   270.8   294.2   322.7   365.7   465.2   778.3  2167.4 150359.8   150565
read      202.4   153.2    59.1   102.5   112.3   178.7   220.8   249.4   270.8   295.0   323.5   365.3   461.1   725.9  2518.6 137426.4   137144
read      203.3    95.3    59.1   103.9   114.1   180.5   221.4   249.4   270.6   294.6   323.7   367.1   469.8   760.9  1486.0 143406.2   143496
read      202.3    90.6    59.1   104.2   114.3   180.3   220.8   248.3   269.3   293.2   321.6   364.4   457.6   665.1  1971.2 144514.6   144743
read      201.1    95.8    59.1    98.8   108.1   176.7   223.8   254.7   276.3   300.1   328.1   368.5   463.6   695.5  1415.1 116704.2   116745
read      202.9   148.3    59.1   101.0   110.5   177.7   221.8   251.6   273.7   297.7   326.6   368.2   468.3   740.0  6359.2 129278.4   129314
read      208.7   105.3    59.1   104.9   115.5   183.9   226.3   254.9   276.4   301.4   333.0   380.9   514.7   804.9  2424.2 144636.0   144723
read      205.2   100.6    59.1    99.6   109.1   178.8   226.8   259.1   281.3   305.7   335.2   380.6   515.6   755.4  1877.4 117339.8   117379
read      208.2   102.8    59.1   100.5   110.2   180.8   228.9   261.1   283.8   309.3   340.7   391.8   535.4   783.0  1635.7 119963.0   119931
read      211.4   113.7    63.8   103.8   114.1   184.9   230.2   261.1   283.6   309.2   340.5   388.8   516.8  1066.6  2716.5 131803.0   132052
read      212.5   119.0    59.1   106.7   117.5   188.1   230.8   259.6   280.6   305.1   335.9   383.0   506.6   987.9  2442.8 143539.4   143350
read      212.7   110.0    63.8   107.2   118.1   188.9   231.2   259.6   280.3   304.5   334.6   380.3   504.0  1091.4  2567.8 143556.8   143518
read      238.0   113.7    63.8   125.7   140.8   220.9   260.8   283.8   300.8   321.1   349.2   396.3   520.2  1113.8  3193.3 172768.0   172981
read      211.9   112.4    59.1    99.2   108.5   185.0   240.3   274.0   295.5   319.1   347.2   391.8   509.7   768.8  2527.0  94242.4    94027
read      237.1   120.1    59.1   122.5   137.6   217.0   258.2   282.3   300.1   321.6   351.4   401.0   548.6  1414.5  3157.0 169697.6   170019
read      240.0   121.1    63.8   129.4   144.9   225.8   264.4   286.5   302.5   321.1   346.4   388.6   485.4   889.9  3124.3 179114.6   179090
read      215.7    93.0    63.8   101.3   111.2   211.1   254.6   274.9   288.9   304.8   324.5   358.3   436.8   583.5  1259.4  47016.8    47130
read      203.4   103.0    63.8   103.6   116.4   202.8   227.8   241.4   251.8   264.5   280.2   308.0   375.5   596.5  2103.6  19542.0    19439
read      206.1   105.6    59.1   102.1   112.1   181.3   225.4   255.4   277.7   303.1   333.3   376.1   477.8   944.4  2493.9 129134.6   128963
read      208.1   128.9    63.8   104.0   116.3   207.9   234.0   248.8   259.4   271.5   287.9   313.4   373.9   760.2  8184.0  23724.4    23787
read      213.5    93.9    59.1    99.7   109.2   201.3   253.1   278.6   294.2   311.9   333.8   367.7   452.5   657.0  1658.7  61782.0    61848
read      208.0   138.6    59.1    98.6   107.8   181.4   232.6   266.1   288.9   313.6   342.5   384.5   484.8   743.2  3465.7 101998.6   101968
read      205.6    98.5    59.1    99.3   108.7   180.4   228.7   261.5   284.3   309.1   338.1   379.0   473.5   854.0  1505.4 108762.6   108767
read      209.0   113.4    59.1    98.4   107.6   182.7   235.1   268.8   291.3   315.6   344.5   389.0   495.7   777.1  1780.3  97117.8    97139
read      216.7   114.5    63.8   112.7   125.0   196.3   235.6   261.5   280.1   302.2   330.5   372.7   474.2  1232.2  3239.4 158554.0   158594
read      208.5   112.9    59.1   105.1   115.6   184.5   226.3   254.2   275.0   299.3   329.3   372.0   474.3  1385.4  3043.9 141191.2   141240
read      211.6   102.8    54.7   100.9   111.1   209.0   245.6   264.4   276.8   292.0   311.2   340.2   404.9   734.7  3181.9  41261.0    41405
read      209.8   122.0    59.1    98.8   108.5   201.5   244.9   265.7   279.2   294.8   315.3   346.1   436.3  1084.1  5255.2  58006.2    57997
read      197.0    90.6    59.1   100.2   109.7   173.7   216.1   244.4   266.4   291.0   319.2   359.2   439.9   690.4  1667.3 133768.8   133577
read      207.4    93.4    54.7    97.8   107.5   201.9   243.1   265.1   279.9   296.3   317.4   348.0   411.1   507.8  1817.8  53903.0    53832
read      247.8   369.6    59.1   104.5   115.3   191.9   237.9   264.8   283.1   304.4   332.4   378.4  2893.1  3484.6  8018.6 139969.2   139832
read      228.6   227.2    59.1   111.8   124.1   197.8   238.1   262.9   280.2   300.8   327.7   371.5   533.5  3398.9  7134.7 170700.6   170515
read      199.8   112.3    59.1    98.7   108.1   173.4   217.1   246.5   269.0   293.3   321.9   363.5   468.7  1325.0  2724.6 128598.2   128494
read      205.8    90.4    59.1    98.4   111.3   200.5   233.4   252.2   265.6   280.7   299.4   330.2   398.2   869.8  2538.6  20865.2    20789
read      237.7   206.8    63.8    95.1   103.6   213.4   276.1   310.5   333.8   359.3   389.8   435.6   544.5  2191.2 10563.8  63663.6    63647
read      238.9   153.0    59.1    95.3   103.9   213.6   278.7   313.8   337.3   363.4   395.0   444.6   576.9  1902.6  3827.4  64770.6    64802
read      233.1   125.3    63.8    95.6   104.4   215.2   275.9   307.8   328.9   351.8   379.4   421.2   516.7  1202.8  2440.2  55864.0    55719
read      272.3   304.6    59.1   121.0   136.5   228.9   272.8   296.0   313.3   334.1   363.2   420.1  1494.8  3482.0  7681.9 174247.0   174179
read      200.4   105.1    59.1    96.3   104.9   173.9   224.1   256.5   278.7   302.6   330.5   369.8   465.8   754.4  2535.3 106529.0   106356
read      215.8   112.8    63.8   117.0   130.2   199.5   235.1   257.7   274.0   294.1   319.6   361.0   452.2   713.2  3331.0 178650.0   178750
read      205.0   144.3    54.7    97.0   105.8   177.1   228.1   258.8   279.3   301.3   328.0   368.6   489.5  1687.9  6029.4 105646.8   105831
read      202.3   108.6    59.1    98.5   107.6   176.9   224.7   255.6   277.7   301.8   330.1   369.8   463.0   874.8  2757.3 110548.0   110667
read      169.7    64.3    63.8    97.6   110.2   165.1   184.9   195.9   203.4   213.8   226.6   248.4   311.9   844.1  2127.6   8885.6     8803
read      205.7   111.1    59.1    99.1   109.1   202.7   237.3   255.7   268.3   282.7   300.4   330.7   406.0   922.0  4489.8  45690.8    45662
read      197.2    83.9    54.7   101.2   112.5   197.4   224.4   238.0   248.7   260.9   275.2   301.1   366.3   531.6  1951.9  31006.2    30867
read      212.4   112.7    54.7    99.7   110.0   205.8   242.0   261.3   274.5   291.4   314.3   353.1   455.2  1408.8  3079.5  45678.6    45656
read      260.5   209.0    59.1   100.5   111.0   200.0   276.8   334.1   377.1   422.1   472.0   547.7   842.1  2489.1  3781.7 100991.4   100938
read      262.5   347.6    59.1   102.9   113.8   194.6   242.5   270.6   290.9   315.3   348.9   434.8  1675.9  3483.3  7823.1 132382.8   132360
read      231.5   125.4    59.1    96.2   105.1   208.9   271.8   304.8   328.3   355.6   389.5   438.9   540.2  1213.8  2433.7  67802.0    67591
read      222.9   104.4    59.1    98.2   109.3   214.0   261.0   284.4   299.3   316.5   337.6   368.9   449.4   988.4  2500.4  33888.8    33910
read      242.6   170.0    54.7    96.3   105.3   200.4   277.8   323.0   355.0   389.5   430.7   487.3   613.5  1923.8  4720.8  85931.8    85729
read      193.0   139.3    59.1    98.4   111.9   187.4   211.4   224.5   233.6   246.1   262.2   288.8   364.2  1418.0  5771.6  12856.0    12884
read      232.3   120.4    59.1    96.9   106.8   218.8   274.4   303.0   321.5   342.0   367.0   402.9   490.7  1093.5  2775.1  45596.6    45621
read      229.6   144.0    59.1    98.2   109.1   215.7   266.4   291.2   307.8   326.0   347.7   383.8   476.0  1617.3  5093.5  36991.0    36938
read      239.9   132.3    59.1    96.9   106.2   218.9   282.0   315.3   337.8   363.1   393.7   440.3   555.8  1453.8  2536.2  56802.2    56902
read      257.6   207.5    63.8   100.2   110.6   197.7   275.5   335.3   377.9   422.0   469.9   541.8   768.9  2554.6  5778.6 102281.8   102243
read      195.9    90.8    59.1    99.5   113.5   192.4   216.3   229.9   240.0   253.0   269.8   295.4   371.0  1148.9  2517.6  14028.6    14085
read      246.3   179.2    54.7    97.6   107.1   197.0   275.3   326.4   362.7   400.9   447.2   507.9   652.3  1909.7  6137.5  94203.6    94103
read      240.3   298.1    59.1    96.2   105.2   217.9   280.7   314.5   337.1   362.3   392.7   437.8   539.0  1377.4  4627.6  58072.4    58175
read      255.7   318.9    59.1   108.6   120.6   202.5   250.3   276.7   295.4   317.8   348.0   405.6  1584.6  3478.9  7773.9 151236.8   151312
