Random waveform, supplied seed
Total number of intervals = 170 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555)
Average QPS expected = 91129
Timestamp start: 1747363447669
Timestamp end: 1747364297915

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      230.7   130.5    59.1    97.2   106.2   198.9   266.9   304.3   331.1   362.6   401.4   459.9   565.3  1026.2  2737.2  83321.6    83333
read      274.8   328.6    63.8   116.7   131.2   222.2   266.5   290.6   308.4   330.1   361.3   427.2  1609.5  3475.3  7848.4 165020.8   165153
read      202.3   111.2    59.1    99.2   108.6   175.5   220.8   251.1   273.6   298.5   328.1   370.1   479.5  1272.6  3343.5 124088.8   123975
read      219.9   132.0    59.1    99.4   111.3   212.3   250.5   271.6   286.1   302.1   321.2   353.3   440.2  1532.6  4882.3  28495.8    28449
read      196.6    83.8    59.1    97.8   111.7   194.2   219.5   233.1   243.7   255.7   272.2   298.0   373.6   978.5  2678.0  14907.2    14903
read      222.8   112.0    59.1    99.0   110.2   213.8   258.5   280.5   294.6   311.7   333.1   365.8   459.5  1406.4  3055.4  31196.2    31189
read      229.2   101.6    59.1    97.9   108.3   217.9   271.1   297.0   314.3   333.6   357.0   392.8   486.0   835.8  1546.0  40570.0    40636
read      246.8   191.9    59.1    96.8   105.9   205.6   278.9   319.7   349.2   383.6   426.5   488.5   655.2  2500.2  5151.6  80351.4    80574
read      254.3   226.8    59.1   118.0   132.2   217.0   262.0   286.9   304.9   326.4   357.0   414.4  1402.3  3153.7  5058.4 168791.2   168820
read      213.4   132.9    59.1   110.7   122.2   191.2   229.9   254.7   273.1   294.9   322.4   366.8   481.1  1472.9  4513.4 162804.2   162621
read      236.4   184.1    59.1    98.6   108.3   189.2   255.5   298.4   331.8   372.0   424.2   496.8   645.5  1920.2  7289.6 101535.4   101621
read      239.6   133.8    63.8    96.7   105.8   219.1   282.3   315.6   338.3   363.5   394.0   440.4   546.9  1583.6  2558.7  58626.4    58592
read      252.5   344.7    59.1   108.7   120.4   201.2   249.1   275.1   293.7   315.4   343.6   395.5  1582.7  4380.8  8034.3 152691.8   153042
read      202.5   124.0    59.1    97.6   106.5   175.2   223.8   254.5   276.4   300.4   328.9   369.9   476.1  1454.2  3389.6 112698.4   112238
read      209.1   122.5    63.8   108.4   119.4   186.9   225.8   250.7   269.6   291.9   319.8   364.2   475.9  1323.4  3842.2 160171.2   160265
read      235.6   167.1    59.1    97.3   106.5   215.4   272.8   303.6   324.9   348.9   379.8   426.5   537.7  1673.6  6927.3  56944.6    57109
read      244.2   166.4    63.8    97.3   106.4   198.5   278.5   328.5   362.8   398.1   440.4   499.2   624.5  1832.8  3507.6  88671.6    88551
read      175.8    65.8    59.1    94.8   107.5   171.9   194.8   206.6   214.8   225.2   238.6   264.6   331.3   840.5  1010.9   8426.4     8385
read      225.3   105.5    63.8    98.7   109.8   215.5   263.5   287.5   303.1   319.8   341.4   372.7   460.2  1162.8  2623.0  34097.2    34088
read      230.3   209.1    59.1   100.3   110.3   186.1   238.9   274.2   299.8   331.9   377.4   478.0   772.1  2358.2  7437.2 113713.6   113600
read      277.4   351.7    59.1   103.9   115.4   201.8   255.3   284.4   305.0   330.4   367.4   525.4  1702.8  3465.7  7843.3 131830.4   131842
read      202.5   115.4    59.1    97.6   106.7   175.4   223.8   255.2   278.0   302.5   331.5   371.7   470.2  1119.8  3659.9 112138.6   112066
read      237.5   155.5    59.1    96.7   105.8   207.8   275.3   311.7   337.5   367.2   402.3   457.4   570.8  1940.6  3402.5  72612.2    72585
read      266.5   412.6    59.1   104.0   115.1   196.6   248.0   276.4   295.5   317.5   346.4   401.1  2950.9  4550.6  8033.6 133555.8   133669
read      182.5    73.3    59.1    97.5   111.5   179.5   202.7   215.0   224.1   234.5   249.7   272.8   334.1   843.2  2048.0  11862.2    11820
read      189.0    77.9    63.8    97.3   111.0   186.4   210.4   222.9   231.9   243.7   259.4   286.5   362.5   863.5  2030.5  12582.6    12639
read      301.2   326.7    54.7   104.5   116.6   207.2   262.8   298.3   329.5   379.1   553.9  1004.7  1555.2  3182.9  7235.0 118411.4   118548
read      209.7   101.0    59.1   111.1   122.8   191.1   228.3   251.9   269.9   291.0   317.5   359.1   454.1  1017.6  2974.4 165797.8   165754
read      231.4   146.3    59.1    96.7   105.6   193.4   264.0   304.9   334.4   368.4   410.5   468.9   583.4  1271.5  4599.5  86508.0    86823
read      196.8   105.8    59.1    97.8   110.4   193.6   220.1   234.5   245.9   258.7   274.1   299.3   365.0  1266.9  4098.6  17005.0    16898
read      274.3   375.8    59.1   102.3   113.4   196.7   247.2   275.8   296.7   322.0   360.8   506.9  2304.1  3637.0  7842.9 123104.6   123124
read      233.9   153.1    59.1    96.3   105.2   205.8   270.6   305.2   329.9   358.7   394.7   450.8   565.2  1682.6  4062.0  71984.0    72278
read      234.3   126.7    59.1    97.0   106.7   218.6   276.5   306.2   325.5   346.4   372.4   411.7   505.1  1255.0  2979.4  47925.4    47757
read      240.3   144.0    59.1    96.3   105.3   218.3   282.9   317.7   341.3   367.5   398.0   445.2   547.0  1682.8  3126.0  60620.6    60510
read      212.0    91.3    59.1    99.2   111.5   207.5   243.5   263.1   275.8   291.1   310.0   339.1   415.7  1004.6  1873.4  25243.6    25237
read      255.4   216.4    59.1    99.6   109.7   197.7   278.3   337.3   378.7   420.4   466.8   533.1   686.5  2717.7  7706.5  97574.0    97783
read      220.7   154.9    63.8   100.8   111.1   186.0   232.5   262.9   285.2   311.7   346.2   412.6   810.7  1683.4  3274.5 119383.2   118966
read      196.3    84.9    59.1    98.8   112.4   193.0   219.2   233.5   244.8   257.8   273.9   300.6   379.0  1027.7  2502.4  16676.6    16631
read      183.1    85.7    63.8    97.2   110.5   178.1   202.1   214.8   224.1   234.6   250.0   274.6   358.0  1214.6  2402.4  11719.2    11743
read      245.9   225.1    63.8   101.4   111.8   190.1   243.3   279.7   307.7   343.5   406.5   580.7  1050.0  2488.2  7067.2 114988.4   115026
read      200.5   107.5    59.1    99.2   108.8   175.7   220.4   249.8   272.1   296.7   325.6   366.3   458.6   812.3  3479.3 122622.0   122371
read      166.6    75.7    59.1    93.2   104.8   158.6   181.5   193.5   201.5   212.4   226.2   250.3   328.1   867.0  1906.6   7180.4     7198
read      213.2   197.3    54.7    98.8   110.6   205.5   241.2   261.4   274.3   289.5   308.7   338.6   419.3   925.0 11219.6  25043.4    25022
read      302.4   344.5    63.8   117.6   133.5   235.9   285.0   310.6   329.6   353.7   391.9   557.9  1653.1  3451.0  7854.1 157629.6   157513
read      219.2   115.6    63.8   115.5   128.7   200.1   237.4   261.2   278.3   298.8   325.6   368.2   472.1  1460.2  3564.2 172124.4   171975
read      205.6   101.5    63.8   107.0   117.8   184.7   223.6   248.5   267.9   290.4   318.2   360.6   457.9  1017.1  2816.5 155038.8   154918
read      200.5    97.2    63.8   101.9   111.7   177.3   218.5   245.3   266.4   290.8   319.7   362.8   457.7  1023.0  2435.7 139281.2   139185
read      209.4   155.9    59.1   105.7   116.4   184.0   224.0   249.9   269.6   292.4   320.3   363.8   474.2  1730.1  5308.4 152895.8   152724
read      206.6   244.2    59.1    99.4   112.2   198.2   227.2   243.9   256.2   270.7   288.8   316.2   385.1  1037.6 11463.8  20773.4    20845
read      305.3   374.2    59.1   109.2   122.5   220.0   276.0   304.7   325.1   351.3   395.4  1135.9  1714.9  3559.0  7723.6 140061.4   140348
read      239.0   158.3    59.1    97.7   107.0   196.6   269.9   313.8   345.8   382.8   427.1   490.5   619.1  1677.3  3825.9  88585.6    88725
read      260.4   300.1    59.1   103.1   114.2   195.7   248.5   278.4   298.9   323.2   357.2   437.0  1563.2  3405.0  7207.8 134013.8   134088
read      235.2   160.7    54.7    96.3   105.1   209.3   271.3   304.9   329.1   357.4   391.7   442.9   562.3  2058.3  4169.2  66008.2    66126
read      244.1   173.0    59.1    96.0   104.8   207.2   283.4   326.1   355.6   387.9   426.8   479.4   598.9  1773.2  5396.9  78082.8    78214
read      239.2   139.0    59.1    96.7   106.0   220.0   281.9   314.9   336.6   360.6   389.2   432.0   530.9  1457.5  3482.9  55085.6    55191
read      239.4   149.7    59.1    96.4   105.6   219.9   280.4   313.0   334.6   358.4   387.2   431.4   545.4  1563.8  3869.6  54039.2    54081
read      224.2   181.6    59.1    99.1   109.0   181.8   233.0   268.0   292.9   321.8   364.1   463.2   729.4  2525.0  4909.8 112623.8   112478
read      222.5   118.2    59.1   119.9   133.8   206.6   242.7   264.7   280.7   299.7   324.9   365.9   462.2  1055.8  4099.6 179708.6   179666
read      223.9   150.5    54.7    98.6   108.2   185.1   243.2   279.9   305.9   336.9   379.4   459.2   623.5  1766.0  3805.1 100645.8   100584
read      227.7   203.6    59.1   101.8   111.9   184.8   232.3   262.3   283.9   308.5   339.5   393.0  1351.1  2195.8  3864.0 128160.0   127920
read      178.1   551.7    63.8    92.2   103.4   157.1   178.5   190.1   198.6   209.1   222.7   246.9   331.3  1891.7 27733.3   6584.8     6594
read      215.1   150.8    59.1    98.8   111.1   207.4   243.4   263.8   277.4   293.0   312.9   344.1   433.8  1322.6  7624.0  25126.4    25020
read      295.3   393.1    63.8   105.6   117.7   209.7   265.2   294.0   314.8   340.9   382.3   839.9  1726.3  4530.9  7880.6 129474.2   129587
read      175.6    94.9    59.1    95.1   108.2   168.5   191.6   203.6   213.0   223.6   236.4   263.1   342.7  1203.5  3454.1  10283.2    10277
read      293.8   374.6    63.8   112.9   127.3   224.3   276.8   303.6   322.4   345.8   381.9   485.3  1741.4  3759.6  7873.7 148339.2   148458
read      206.6   149.7    59.1    97.2   106.4   192.2   240.0   263.3   278.1   294.5   315.6   347.9   436.6  1025.5  7670.0  66015.6    66114
read      205.5   105.5    54.7    97.8   107.3   198.0   237.7   257.8   271.3   287.3   307.8   341.5   441.9   860.2  4082.9  49515.2    49261
read      197.3   110.9    59.1    98.5   107.9   172.2   215.1   243.0   265.3   290.3   319.2   361.5   467.3   937.7  1595.0 133159.2   133049
read      198.0    92.6    54.7    96.0   104.5   173.4   223.9   254.7   275.8   297.7   323.1   361.5   456.6   680.2  1610.8 106504.6   106628
read      202.7    71.8    54.7   105.8   119.3   202.7   226.7   239.5   249.6   261.6   276.5   304.9   382.6   577.8  2329.0  23594.2    23498
read      221.3   149.5    54.7    99.0   108.7   184.9   240.6   275.9   300.1   329.6   370.5   450.0   620.9  1283.3  5579.7 103445.4   103564
read      223.0   165.3    59.1   111.0   122.9   195.3   236.0   262.7   281.6   303.8   332.9   378.6   568.7  2271.9  4587.0 161671.6   161774
read      236.9   171.9    59.1    98.3   109.1   217.5   266.0   291.9   310.0   331.0   358.5   402.2   628.8  2330.4  6230.0  38965.8    39037
read      307.0   368.0    59.1   123.6   140.7   246.2   292.5   316.8   335.3   358.6   393.2   483.5  1820.1  3976.6  7893.9 163649.6   163622
read      210.6   141.7    59.1   101.5   111.4   180.5   224.2   253.0   275.0   300.1   331.4   378.1   622.5  1856.6  3475.2 132266.6   132405
read      205.8   134.5    54.7   101.0   110.7   179.0   222.3   250.9   272.7   297.1   326.6   369.3   486.4  2028.6  3716.8 131544.4   131596
read      219.6   103.3    59.1   116.9   130.2   202.1   238.8   262.1   278.8   298.7   325.4   368.1   471.0  1156.9  3137.3 174425.6   174543
read      240.8   181.3    59.1    97.7   107.1   195.7   270.4   317.4   351.6   389.8   435.8   498.7   621.7  1502.3  7726.8  90517.6    90567
read      220.3   144.5    59.1    99.6   109.5   181.7   231.1   265.0   290.2   319.2   360.0   449.2   754.8  1425.1  2839.1 116338.4   116582
read      197.7    94.3    63.8    98.9   112.8   193.1   219.4   234.1   246.2   260.2   277.1   304.8   379.6   863.3  3004.4  13806.2    13888
read      322.5   430.5    63.8   105.2   117.9   213.7   267.3   297.6   322.0   360.8   484.0  1266.4  1993.3  3754.4  8839.1 119305.6   119224
read      215.4   152.5    59.1   108.0   119.2   189.7   229.9   255.5   274.7   297.3   325.5   368.7   514.3  2049.9  4886.2 156415.4   156471
read      203.5    83.1    59.1   109.2   119.9   185.0   222.1   245.8   264.5   286.5   313.7   354.0   441.8   679.8  1003.3 164026.4   164013
read      197.8    85.4    54.7    99.7   110.1   198.5   229.1   244.0   254.1   267.0   282.9   309.0   370.0   518.8  1989.7  41872.4    41909
read      195.1    85.3    59.1    99.1   108.3   172.6   217.0   245.7   267.1   290.1   316.1   352.3   424.3   574.2   996.4 128291.0   128280
read      193.9    89.6    54.7    96.3   105.0   173.3   222.4   250.1   268.8   288.2   310.3   341.2   404.3   546.9  1929.0 107146.4   107066
read      199.8   122.2    59.1    99.5   109.6   199.6   232.8   248.7   259.8   272.2   288.7   313.5   369.7   503.1  3574.3  46204.6    46119
read      168.6    56.0    59.1    97.6   110.5   162.1   183.9   196.0   204.3   215.3   229.8   252.0   303.1   812.8  1786.4  10276.0    10227
read      168.9    71.4    59.1    97.9   110.8   162.6   183.4   195.0   203.0   213.9   227.8   249.3   299.7   834.1  3799.0  10848.2    10870
read      197.5    90.4    59.1   102.6   112.4   175.9   215.6   241.3   262.0   285.9   314.1   353.5   434.9   689.1  2192.3 146459.6   146664
read      182.2    64.5    54.7   101.2   113.9   179.1   201.4   213.6   222.3   232.8   248.0   271.9   335.1   520.0  1818.1  19941.6    19865
read      196.7   129.3    54.7    97.5   106.5   173.9   222.6   251.3   271.4   292.4   315.9   349.0   424.1   587.3  2311.1 113225.0   113409
read      201.0    81.1    50.7    97.4   106.8   190.5   238.8   260.6   274.2   289.4   308.0   336.5   399.6   553.6  1168.0  70650.0    70623
read      200.5    76.8    59.1    98.4   108.3   198.7   236.3   254.1   266.6   280.2   296.4   323.1   382.3   491.0  1174.2  52586.2    52633
read      196.1    83.8    59.1    96.8   105.7   175.2   225.3   253.7   272.8   292.2   314.7   346.2   418.0   554.9   751.4 104605.2   104630
read      200.9   139.6    54.7    99.5   109.8   199.5   231.9   248.0   259.0   271.5   288.0   313.4   372.6   633.3  7430.7  42647.4    42594
read      197.4    86.9    59.1    96.0   104.7   177.4   230.1   257.6   274.6   292.9   314.9   346.5   419.4   561.5  1268.4  95272.0    95196
read      202.4    81.1    59.1    98.9   108.9   200.2   237.5   255.3   267.7   281.7   298.6   326.4   397.0   553.7  1700.3  52258.2    52243
read      196.0    70.2    54.7    99.7   110.3   196.6   226.1   240.1   250.6   263.1   278.3   304.0   367.4   492.5  1377.9  36908.6    37031
read      204.7   263.4    54.7    99.6   110.3   199.2   230.2   245.5   256.1   269.2   286.0   312.6   378.7   620.0 11872.3  39834.2    39878
read      196.3    86.6    54.7    97.0   105.9   174.3   223.6   252.7   272.4   292.9   316.6   350.2   424.1   584.3  1312.2 110650.2   110750
read      169.3   249.1    54.7    94.4   105.6   154.7   173.7   186.2   195.4   205.8   219.0   243.4   310.4  2359.7 10876.8   8309.6     8231
read      201.1    84.2    54.7    97.6   107.0   193.3   238.2   258.7   271.9   287.1   305.4   334.1   401.3   542.0   947.7  63441.2    63638
read      198.6    87.9    50.7    96.5   105.4   180.0   231.8   258.4   275.3   292.9   314.3   345.0   422.1   582.7  1361.0  89965.4    90167
read      200.8    78.2    54.7    98.7   108.8   199.1   235.6   252.8   265.1   278.6   295.6   322.8   388.5   526.9  1471.9  50546.2    50555

Total QPS = 91119.8 (77451824 / 850.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 19130599540 bytes :   21.5 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.86%,40.20%,100.00%
